Protein	lme	hclust	IHS
EPS8L2	EPS8L2	0.0375236020626376	0.961940599786937	0.189988095085718
EQTN	EQTN	0.0199656409371354	0.96177628835026	0.138573013372201
ERAS	ERAS	0.0661405320572566	0.962110611591618	0.252258811042552
ERBB2	ERBB2	0.0407170348209338	0.961589349644799	0.197871339594511
ERBB3	ERBB3	0.0937185483095778	0.962066860687588	0.300272392271407
ERBB4	ERBB4	0.0954499154422499	0.961494176792385	0.302943126466089
ERC1	ERC1	0.119610453481388	0.961487942502681	0.339122409786838
ERCC2	ERCC2	0.0538882169413757	0.96187062318146	0.227669701127618
ERCC3	ERCC3	0.0213019470930362	0.961960200890427	0.143148961941658
ERCC6	ERCC6	0.107246459168291	0.961564007470723	0.321129779162424
ERCC6L	ERCC6L	0.074446389975645	0.961877129108258	0.267597234406948
ERCC8	ERCC8	0.0329213399280688	0.961696758801365	0.177933543504933
EREG	EREG	0.16126373073083	0.961514862788845	0.39377337889511
ERF	ERF	0.0327559166094574	0.961714164868412	0.177487546004117
ERG	ERG	0.149659472727741	0.961679226860046	0.379373702337282
ERLIN2	ERLIN2	0.0523730811334525	0.961582039749204	0.224412598096131
ERMAP	ERMAP	0.122103634442675	0.961532790362964	0.342646535571461
ERN1	ERN1	0.062077852435213	0.961774563772537	0.244345860300135
ERN2	ERN2	0.025495264891223	0.962219613022441	0.15662708551696
ESAM	ESAM	0.198773420168674	0.961507328177943	0.437175136689146
ESD	ESD	0.182337088546502	0.961849922798909	0.418785045747613
ESF1	ESF1	0.0703362339084681	0.96146503929178	0.260049668137533
ESR1	ESR1	0.0259841171890292	0.962013993388487	0.158104662618445
ESR2	ESR2	0.0769343375863972	0.961568634432752	0.271988319480709
ESRRA	ESRRA	0.031147571795649	0.961777740494023	0.173081025024393
ESRRB	ESRRB	0.0324149000183341	0.961701107789628	0.176560033010084
ESRRG	ESRRG	0.110750961039334	0.961736055676148	0.326363589317669
ESYT1	ESYT1	0.0324397007813739	0.961796171803935	0.176636293060035
ETNK1	ETNK1	0.286859050920081	0.961752319281711	0.525249804882722
ETS1	ETS1	0.13026955950657	0.961921161277941	0.353990177772951
ETS2	ETS2	0.0543241934883864	0.961855401397414	0.228587005171691
ETV1	ETV1	0.0393396375234534	0.961726538719331	0.194509571563725
ETV2	ETV2	0.0548035090805576	0.961739427617093	0.229579388130868
ETV3	ETV3	0.0860752514955818	0.961810826222064	0.287729228195951
ETV4	ETV4	0.0445622868122996	0.961867724672031	0.207033875059926
ETV5	ETV5	0.0774113216715258	0.962347424087463	0.272940627253985
ETV6	ETV6	0.0440549924943854	0.961472591663631	0.205809785504233
ETV7	ETV7	0.0381704996409756	0.961868256685794	0.191611565273318
EVA1A	EVA1A	0.0451778488384172	0.961717316664045	0.208442604948068
EVI2A	EVI2A	0.348329069298888	0.961497206062533	0.578720508467813
EVI5	EVI5	0.176871737428155	0.961806977066158	0.412451780338275
EVI5L	EVI5L	0.092466735429571	0.961584557186896	0.298185487310435
EVL	EVL	0.10542740133304	0.961570672861798	0.318395818499367
EVX1	EVX1	0.0544797968501286	0.96160877817569	0.228884798281389
EWSR1	EWSR1	0.0231353303003042	0.961588187815636	0.149153143909157
EXOC1	EXOC1	0.126742421066566	0.961673150984054	0.349120012933135
EXOC2	EXOC2	0.0683318849800593	0.96173272804852	0.256353291678828
EXOC4	EXOC4	0.0805004872383831	0.961906651806419	0.27826957100671
EXOC6	EXOC6	0.0738529589388543	0.96185382407189	0.266525328954607
EXOC7	EXOC7	0.12254975066883	0.962185078157942	0.343388324532917
EXOC8	EXOC8	0.0632950626071594	0.961688517399813	0.246718736453897
EXT1	EXT1	0.0532310323187657	0.962090751481937	0.226303079708873
EXT2	EXT2	0.0263242618725183	0.961869004854594	0.159124138869157
EYA1	EYA1	0.015319055123488	0.961764067329936	0.121380874783539
EYA2	EYA2	0.0369070922416757	0.961601749508773	0.188387697233331
EYA3	EYA3	0.160647419929982	0.961786018784153	0.393075619241901
EYA4	EYA4	0.0497264382968111	0.961715996370434	0.218684044119754
EZH1	EZH1	0.10487222489039	0.961659371533035	0.317571028085629
EZH2	EZH2	0.0353312323416999	0.961608193608171	0.18432255019409
EZR	EZR	0.0236936397135306	0.961697444010309	0.150950696427024
F10	F10	0.0395467185821255	0.961869465151278	0.195035332827355
F11	F11	0.0824515038295665	0.96200722817452	0.281636188473538
F11R	F11R	0.0461092619161188	0.961959855237198	0.210606882408728
F12	F12	0.0477525656821384	0.961641086186804	0.214291458371019
F2	F2	0.0216286700644574	0.961870108080082	0.144235818063781
F2R	F2R	0.269071521828403	0.961775384016933	0.508710493536876
F2RL1	F2RL1	0.0583151378955809	0.961777416912599	0.236825215490483
F2RL2	F2RL2	0.205442931362436	0.962001025991507	0.444563055992473
F2RL3	F2RL3	0.0862768098382269	0.961774924588761	0.288060535783574
F3	F3	0.0889785513248862	0.961776215690148	0.292536244542177
F5	F5	0.0205780674288954	0.961649349782019	0.140672972396149
F7	F7	0.0430979207301294	0.961670802669997	0.2035829364705
F8	F8	0.0602021070636772	0.961859162894336	0.24063654814833
F9	F9	0.0208636788020937	0.961460675783512	0.141631941031644
FABP4	FABP4	0.0263764416758486	0.961858401514848	0.159280890341501
FADD	FADD	0.0140762677357531	0.961972942439009	0.11636575394987
FADS1	FADS1	0.0250105682957878	0.961627977586304	0.15508340403977
FAF1	FAF1	0.0146864188998506	0.961683000885695	0.118843087303691
FAM120A	FAM120A	0.0927314639056255	0.961792179918125	0.298644264664149
FAM120B	FAM120B	0.0340570734955725	0.961447192085518	0.180953247229687
FAM126A	FAM126A	0.0451105427690543	0.961864071714703	0.20830316931123
FAM129A	FAM129A	0.19987008269125	0.962150032741474	0.438525947471101
FAM129B	FAM129B	0.0530257007194017	0.9616675648138	0.225816510652725
FAM13B	FAM13B	0.204999578106917	0.961796639292955	0.444035927915418
FAM168B	FAM168B	0.0201469956638753	0.961506777817299	0.139181438717495
FAM57A	FAM57A	0.0231982373815767	0.962047597272009	0.149391460712758
FAM84B	FAM84B	0.059700129032037	0.962088290206345	0.239659748530141
FANCG	FANCG	0.0613453333151959	0.961765057008542	0.242898740204838
FANCI	FANCI	0.0537224957035437	0.9615173010329	0.227277603546022
FAP	FAP	0.246661959139135	0.96186029675252	0.487087615542755
FARP1	FARP1	0.0351047920420638	0.961256834583709	0.183697363282856
FARP2	FARP2	0.0667270615447004	0.961648725239936	0.253314021865091
FAS	FAS	0.0542809677499654	0.96185367016088	0.228495838146319
FASLG	FASLG	0.246410571361505	0.962079651097041	0.486894851607715
FASN	FASN	0.0594108252240663	0.961670929931698	0.239026491295918
FASTK	FASTK	0.0659647391479032	0.961772919020787	0.25187913713272
FAT1	FAT1	0.029784989275992	0.9613973660203	0.169219414479786
FAT2	FAT2	0.0377099811961377	0.962052719813327	0.190470443832773
FAT3	FAT3	0.0766684993187625	0.961788391666842	0.271549024397627
FAT4	FAT4	0.0267486167558832	0.96144522032353	0.1603662362538
FBXO31	FBXO31	0.0141457219390573	0.961869400400838	0.116646204737908
FBXO6	FBXO6	0.047637553264381	0.961915211048888	0.21406374541748
FBXO8	FBXO8	0.0881280260097988	0.961832460892367	0.29114325705843
FBXW11	FBXW11	0.112104567049864	0.96175695004993	0.328355518443873
FBXW4	FBXW4	0.0360221031800826	0.961843185975398	0.186138696912451
FBXW7	FBXW7	0.096572625843582	0.961919129398848	0.304786902893184
FCAMR	FCAMR	0.032911441746052	0.961775763491149	0.177914100095815
FCAR	FCAR	0.369226775876152	0.9620806686821	0.596008341745537
FCER1A	FCER1A	0.116797134656131	0.961914195590331	0.335184757753106
FCER1G	FCER1G	0.175085321058833	0.961845630240217	0.410371844769648
FCER2	FCER2	0.192362175096828	0.961752065364658	0.430121749272705
FCGR1A	FCGR1A	0.202058866068737	0.962122182890256	0.440914183594022
FCGR1B	FCGR1B	0.254420154245727	0.961757189065414	0.494661917261638
FCGR2A	FCGR2A	0.0758014458346255	0.961797495306197	0.270010445620778
FCGR2B	FCGR2B	0.102749246763334	0.961819445752954	0.314366384292982
FCGR3A	FCGR3A	0.129606961683461	0.961824495883072	0.353071027675922
FCGR3B	FCGR3B	0.0210033461073727	0.962003540773442	0.142145324662412
FCGRT	FCGRT	0.140330733758718	0.961693033088302	0.367362340181909
FCHO1	FCHO1	0.173630701594319	0.961731933954151	0.408639438182514
FCHO2	FCHO2	0.161394468459511	0.961981067586162	0.394028454646592
FCRL1	FCRL1	0.146223973896933	0.961779566862283	0.375013640124561
FCRL2	FCRL2	0.0921715342617251	0.962006766710843	0.297774477848421
FCRL3	FCRL3	0.179714273751022	0.962151673986533	0.415827355195422
FCRL5	FCRL5	0.170792324910089	0.961527684169708	0.405242579999632
FEN1	FEN1	0.0380624031129921	0.961687999975429	0.19132212711548
FER	FER	0.0825892265475749	0.962063463285536	0.281879543994298
FER1L5	FER1L5	0.0132235551543469	0.961767923778976	0.112774071425009
FEV	FEV	0.0589556488198945	0.961910799854616	0.238138773223288
FEZ1	FEZ1	0.10611050137597	0.961569994843574	0.319425537897239
FEZ2	FEZ2	0.0587603499039734	0.961614670718378	0.23770741369214
FEZF1	FEZF1	0.0107997929687031	0.961579627078488	0.101906137672715
FFAR2	FFAR2	0.0456529572734256	0.961378688226728	0.209498878701526
FFAR3	FFAR3	0.152372492112676	0.961768011496655	0.382814561825955
FFAR4	FFAR4	0.0249348486099263	0.961749196885491	0.15485822750199
FGA	FGA	0.0246561244727411	0.961954664871948	0.15400673347038
FGB	FGB	0.0210907200282662	0.96171087696966	0.142419011562029
FGD1	FGD1	0.0332998799614302	0.961762975138571	0.178959748612537
FGD2	FGD2	0.196315177108601	0.961634075316442	0.434492075657788
FGD3	FGD3	0.120475181402939	0.961889460895145	0.340417107811751
FGD4	FGD4	0.136143990145333	0.961334409674113	0.361773274851864
FGD5	FGD5	0.0855851508019028	0.961888982295432	0.286920570200959
FGD6	FGD6	0.10486090849673	0.961701746084213	0.317560889905042
FGF1	FGF1	0.148383422699638	0.961566353741988	0.377730733090447
FGF11	FGF11	0.0173797420552799	0.961576961420748	0.129274744462298
FGF12	FGF12	0.0178439155491955	0.961531286283364	0.130986575916579
FGF13	FGF13	0.0407854735380069	0.961845128946587	0.198063901441711
FGF14	FGF14	0.0190095411736659	0.961738878348305	0.135211740637703
FGF18	FGF18	0.0929838254461947	0.961818003617302	0.299054371911461
FGF19	FGF19	0.451336055764769	0.961756622226255	0.658844018323946
FGF2	FGF2	0.031585013744274	0.961755186576529	0.174290133933756
FGF22	FGF22	0.0717961226420606	0.961937862974098	0.262799179572787
FGF7	FGF7	0.105839439002269	0.961977721927946	0.319084914124022
FGF9	FGF9	0.0209535154755877	0.961616391893294	0.141948032565143
FGFR1	FGFR1	0.157334054823825	0.961748160417759	0.388993236185259
FGFR2	FGFR2	0.0153642388840375	0.961699412707867	0.121555664250919
FGFR3	FGFR3	0.0369796178787995	0.961420092993415	0.188554892961961
FGFR4	FGFR4	0.0491133595301496	0.962147794768105	0.217380566209555
FGFRL1	FGFRL1	0.0324953029645174	0.961421712907341	0.176753189045033
FGG	FGG	0.0319338560665206	0.961741728820185	0.175248743052013
FGR	FGR	0.274782857304805	0.962029107926227	0.514148915282685
FHL1	FHL1	0.0380459534780947	0.961947150390173	0.191306551200241
FHL2	FHL2	0.244636875537975	0.961861870536464	0.485084407816982
FHL5	FHL5	0.0946781029808169	0.961736856747882	0.301753908282268
FIBP	FIBP	0.0776151533012059	0.961773714155899	0.273218253902041
FICD	FICD	0.154363516197396	0.961471239911103	0.385248077627063
FIZ1	FIZ1	0.0106429953177973	0.961643535684125	0.101167028461234
FKBP1A	FKBP1A	0.0494251326449297	0.961868328890845	0.218037771366309
FKBP8	FKBP8	0.0638222339596563	0.961882579464594	0.247769035652777
FLAD1	FLAD1	0.0893886925352769	0.961732580520104	0.293203031944197
FLCN	FLCN	0.0558580600883625	0.9617462224727	0.231778511265897
FLI1	FLI1	0.265296869711774	0.96154729904113	0.505069785787492
FLII	FLII	0.0186825337636483	0.961952227954299	0.134058587855359
FLNA	FLNA	0.0668158404675359	0.961771081891124	0.2534986058619
FLNB	FLNB	0.0315748593104178	0.961615570362987	0.174249465838259
FLNC	FLNC	0.0186495526730802	0.961901008912996	0.13393663999075
FLOT1	FLOT1	0.0380547605670049	0.962047848059582	0.191338706256496
FLOT2	FLOT2	0.0443201602193433	0.961535840066726	0.206435032124875
FLRT1	FLRT1	0.0411838944914918	0.961730940618853	0.1990171489788
FLRT2	FLRT2	0.101554983006307	0.961807946700302	0.312532221830774
FLRT3	FLRT3	0.0733783194970386	0.962102057410994	0.265701772966351
FLT1	FLT1	0.065132256280281	0.961649422766567	0.250268648966298
FLT3	FLT3	0.260771334684511	0.96142420841169	0.500711367981111
FLT3LG	FLT3LG	0.0402233062341711	0.9617720583283	0.196686684932174
FLT4	FLT4	0.122765706656582	0.961422269899166	0.343554485285152
FLVCR1	FLVCR1	0.110600910006712	0.961784323506742	0.32615061154325
FLVCR2	FLVCR2	0.0869048450731155	0.961804494600117	0.289111519303277
FLYWCH1	FLYWCH1	0.074267522258094	0.96206677306562	0.26730191821688
FMN1	FMN1	0.0526450387147373	0.961810362499859	0.225021207378417
FMN2	FMN2	0.0700597890307133	0.961494910056964	0.25954215563699
FMNL1	FMNL1	0.207239141230745	0.961650886972059	0.446420994107439
FMNL3	FMNL3	0.152681039862268	0.961737205080249	0.383195820104922
FNBP1	FNBP1	0.0467990021017256	0.961800059723717	0.212158627013963
FNBP1L	FNBP1L	0.189585330812521	0.961570609884407	0.426965668613453
FNDC4	FNDC4	0.0263683725177043	0.961746409793764	0.159247253040693
FNDC5	FNDC5	0.0274588884577462	0.96151513245658	0.162487343422681
FNIP2	FNIP2	0.0206021567797708	0.961913008365203	0.140774580826373
FNTA	FNTA	0.0357203310982407	0.962083012571743	0.18538048374372
FOLH1	FOLH1	0.0309924383005906	0.961808881614987	0.172652258660037
FOLR1	FOLR1	0.0263045402893954	0.961245393787719	0.159012949752166
FOS	FOS	0.252961832218471	0.96146288313285	0.493166718795317
FOSB	FOSB	0.132977524645634	0.96172585405386	0.357614210371722
FOSL1	FOSL1	0.269710999546565	0.961790627811011	0.509318673898205
FOSL2	FOSL2	0.0132593938888139	0.961523225799337	0.112912422629737
FOXA1	FOXA1	0.0376205600941097	0.96175395937389	0.190214937963277
FOXA2	FOXA2	0.0595136412220551	0.961777216122624	0.239246450706941
FOXA3	FOXA3	0.0366823472503176	0.961707410328585	0.187823547988203
FOXC1	FOXC1	0.0687915169388632	0.962028757269252	0.257253605516738
FOXC2	FOXC2	0.219095591868168	0.962071570852949	0.459113973034545
FOXD1	FOXD1	0.129610103433685	0.961750701226992	0.353061762108912
FOXD2	FOXD2	0.0171574717584724	0.961625951989465	0.128448706157257
FOXD4	FOXD4	0.0231325566790388	0.961619564140331	0.149146636137557
FOXD4L1	FOXD4L1	0.0535720916997804	0.961913089193333	0.227005938736158
FOXD4L3	FOXD4L3	0.0359704696752908	0.961759521444905	0.185997155088609
FOXD4L4	FOXD4L4	0.0322311484441597	0.961714770270442	0.176060136094255
FOXD4L5	FOXD4L5	0.120094677113807	0.961866391406854	0.339875026594525
FOXD4L6	FOXD4L6	0.0406783805188522	0.961784887281297	0.197797501556794
FOXE3	FOXE3	0.0385476204314979	0.961628579669848	0.192531798633872
FOXF1	FOXF1	0.22154469491792	0.961503363868576	0.461536530960245
FOXF2	FOXF2	0.234867738994261	0.962019252214522	0.475339128030267
FOXG1	FOXG1	0.0135697481557745	0.961623043306587	0.114232143105432
FOXH1	FOXH1	0.037080495723595	0.962231638833979	0.188891572519504
FOXI2	FOXI2	0.284169271436028	0.961740240121504	0.522778177955085
FOXJ1	FOXJ1	0.0188462163710648	0.961558736190207	0.134617027138948
FOXJ2	FOXJ2	0.0469599089776062	0.961933633468529	0.21253779868574
FOXJ3	FOXJ3	0.121300174227032	0.961394941734015	0.341492860735512
FOXK1	FOXK1	0.022612352238105	0.961672154410699	0.147464129513289
FOXK2	FOXK2	0.0467541667224933	0.961858153980046	0.212063378485237
FOXL1	FOXL1	0.157816069289507	0.961751557348977	0.389589335600805
FOXM1	FOXM1	0.0407155549707967	0.961969636548981	0.197906866018204
FOXN1	FOXN1	0.0254278063383319	0.961784555279626	0.156384370737133
FOXN2	FOXN2	0.144403960590709	0.961683224823223	0.372653815890994
FOXN3	FOXN3	0.0762881580892979	0.961955771347891	0.270898198516528
FOXN4	FOXN4	0.020497183799624	0.961666387018257	0.140397481062281
FOXO1	FOXO1	0.0665368323413233	0.961926793312099	0.252989252284032
FOXO3	FOXO3	0.0957477628569968	0.961696632502765	0.303447361348302
FOXO4	FOXO4	0.0871315178510398	0.961821008509402	0.28949080187882
FOXO6	FOXO6	0.0223101729622795	0.961618652720562	0.146471425424722
FOXP1	FOXP1	0.0502311804380299	0.961582689628222	0.219775871261613
FOXP2	FOXP2	0.0531970781489193	0.961551357148081	0.226167466029944
FOXP3	FOXP3	0.0489175399795668	0.961523431436826	0.216876372384364
FOXP4	FOXP4	0.0200656983686981	0.961698180345948	0.138914166334999
FOXQ1	FOXQ1	0.0409161024280456	0.96155738498234	0.198351154406474
FOXS1	FOXS1	0.159525139075255	0.961866543920559	0.39171659933013
FPR1	FPR1	0.281794527405334	0.961735052049115	0.52058781630127
FPR2	FPR2	0.0919013529236441	0.961676291722	0.297286650026275
FPR3	FPR3	0.198075284324435	0.961743160700164	0.436460250197845
FRAS1	FRAS1	0.0176348971792212	0.961684151943869	0.130227497627869
FRAT1	FRAT1	0.0815404232903685	0.96171766641475	0.280033686554465
FRAT2	FRAT2	0.0117244819571014	0.961589232692199	0.10617973257097
FREM2	FREM2	0.0317550970039173	0.961774805822061	0.17476055691947
FRMD6	FRMD6	0.0826915604292225	0.961911153561918	0.282031796580294
FRMPD1	FRMPD1	0.0414042284194423	0.961860459301685	0.199562246340726
FRRS1L	FRRS1L	0.021049544521988	0.961850081664888	0.142290217926191
FRS2	FRS2	0.143282309509421	0.961515576430813	0.371171351831319
FRS3	FRS3	0.0307798547560107	0.962061255075662	0.172081683213566
FRY	FRY	0.0726256010368855	0.961702295332381	0.264280546421916
FRYL	FRYL	0.0530008155472424	0.962047125182567	0.225808065023276
FST	FST	0.0336766066700381	0.961793738044669	0.179972079539677
FSTL1	FSTL1	0.189305559487468	0.961934741401809	0.42673129064026
FSTL3	FSTL3	0.0761156065374167	0.961871162482133	0.27057976077892
FUBP1	FUBP1	0.0644624591556219	0.961590771676397	0.248970893567125
FUBP3	FUBP3	0.159383329504069	0.961444773639035	0.391456599327276
FURIN	FURIN	0.0280686808395321	0.961871084948935	0.164312058267816
FUT8	FUT8	0.109557881996848	0.961823540025379	0.32461569570785
FXYD1	FXYD1	0.0353340900440484	0.961739392738726	0.184342578646222
FXYD2	FXYD2	0.0180836027754319	0.961413289078881	0.131855284394384
FXYD6	FXYD6	0.183650934704059	0.962182609813607	0.420363813438146
FXYD7	FXYD7	0.0533915003862225	0.961815109666276	0.226611455578092
FYN	FYN	0.0720649107230428	0.961948095042699	0.26329204999288
FZD1	FZD1	0.0205070209184703	0.962033714768427	0.140457984867468
FZD10	FZD10	0.29661698137534	0.961932548847374	0.534158711363762
FZD2	FZD2	0.226245822707898	0.961783434242391	0.466475598876294
FZD3	FZD3	0.0527338365758116	0.961460728747222	0.225169964568583
FZD4	FZD4	0.0480158475249905	0.9617616206641	0.214894856460538
FZD5	FZD5	0.0739720647618702	0.961826416766893	0.266736360458709
FZD6	FZD6	0.0418882723441599	0.961510158406269	0.20068881228658
FZD7	FZD7	0.0534564353014207	0.961719580362865	0.226737955635524
FZD8	FZD8	0.0413681701630488	0.961758148545479	0.199464720551601
FZD9	FZD9	0.0152914492313424	0.961778930944478	0.121272394609459
G3BP1	G3BP1	0.0477062214516498	0.961645860610275	0.214187979084579
G3BP2	G3BP2	0.0869295416094142	0.96161070822624	0.289123465102387
GAB1	GAB1	0.0547441958821044	0.961948552714855	0.229480064489988
GAB2	GAB2	0.0559627007940003	0.961492200872053	0.231964868790874
GABARAP	GABARAP	0.027784331115481	0.96168356437758	0.163461722066613
GABBR1	GABBR1	0.093241105350364	0.961659036956824	0.299443069006482
GABBR2	GABBR2	0.0469564881741497	0.961975754537985	0.212534710439922
GABPA	GABPA	0.118501243333717	0.961960503084801	0.337629257697666
GABPB1	GABPB1	0.0846540737989281	0.961771126258986	0.285338122058736
GABPB2	GABPB2	0.0433778471294111	0.961789429142689	0.204255611497053
GABRA2	GABRA2	0.112178265858914	0.961660875171545	0.328447026658957
GABRA3	GABRA3	0.014663142647509	0.961643919623141	0.118746460871656
GABRB1	GABRB1	0.0441102812042464	0.961582513324387	0.205950661722231
GABRB2	GABRB2	0.0557396854204548	0.961770615053234	0.23153572408962
GABRB3	GABRB3	0.192194193940598	0.961794944619631	0.429943489446359
GABRD	GABRD	0.145524337041682	0.961931068787061	0.374144866415449
GABRE	GABRE	0.0941700710125534	0.961732460603364	0.300942542871719
GABRG1	GABRG1	0.0518021727876721	0.961475457823611	0.223173739040428
GABRG2	GABRG2	0.0475304164049008	0.961889123390177	0.213819995720887
GABRG3	GABRG3	0.0269607388890282	0.961568548775821	0.161011175287452
GABRP	GABRP	0.224865027692561	0.961950470726348	0.465090334492937
GABRQ	GABRQ	0.0185520393152362	0.961769572304399	0.133576895148784
GABRR1	GABRR1	0.0160744707185385	0.961686459791041	0.124332621778542
GABRR2	GABRR2	0.0423365236661325	0.961595976165757	0.201768755763124
GABRR3	GABRR3	0.109362775067608	0.961826734052044	0.324327058337946
GAD1	GAD1	0.0885049117496319	0.961960355561961	0.291784537588365
GADD45B	GADD45B	0.0242379219365865	0.96169458530258	0.152674419224053
GADD45G	GADD45G	0.0122158043225428	0.961681184323116	0.108386849609915
GAL	GAL	0.151622993982833	0.961784160403083	0.381875102573578
GALR1	GALR1	0.090413480959225	0.961753749586912	0.294882187196412
GALR2	GALR2	0.288968337514106	0.962004125414394	0.52724636822145
GALR3	GALR3	0.0533293442109277	0.961419213250099	0.226432895477697
GAP43	GAP43	0.0186440634275221	0.961540744746479	0.133891846776419
GAPDH	GAPDH	0.0253865941221103	0.961861500231143	0.156263839412873
GAPT	GAPT	0.116247335877253	0.961739205113517	0.334364502307217
GAPVD1	GAPVD1	0.084018017426837	0.961651568125205	0.284246474400807
GARNL3	GARNL3	0.0280266022923415	0.961692694744725	0.164173623591187
GAS1	GAS1	0.274552575072438	0.961537985198372	0.513802228358516
GAS7	GAS7	0.164740568922018	0.961879642598819	0.398071098619627
GATA1	GATA1	0.173683500932798	0.961566641810725	0.408666441893484
GATA2	GATA2	0.154885521400679	0.961728996271511	0.385950640670106
GATA3	GATA3	0.11688491736685	0.961853875886221	0.335300180140043
GATA4	GATA4	0.0582320177166633	0.961578154651915	0.236631857824864
GATA5	GATA5	0.193743585752898	0.961747280152649	0.431662329425294
GATA6	GATA6	0.0708882482374616	0.961656653526091	0.261094150785429
GATAD1	GATAD1	0.084012184011407	0.961653341911051	0.284236868677896
GATAD2A	GATAD2A	0.0300729320304359	0.962030647588573	0.170091393892011
GATAD2B	GATAD2B	0.0503554559861943	0.961944346496189	0.220088950656677
GBA2	GBA2	0.039351242926314	0.961840741314582	0.194549810248934
GBF1	GBF1	0.0861201400678433	0.961625735806706	0.287776550574428
GCA	GCA	0.0140888134670432	0.961670582654792	0.116399301783843
GCC1	GCC1	0.0622479614907497	0.961757128071253	0.24467819819435
GCFC2	GCFC2	0.0220117286912357	0.961942484839267	0.145512944416829
GCGR	GCGR	0.0459423404550772	0.961810700436622	0.210209026097348
GCLC	GCLC	0.02934771643339	0.961550343756398	0.167986031636536
GCM1	GCM1	0.0319063745554342	0.96188538367015	0.175186401671983
GCOM1	GCOM1	0.0376543539767829	0.961529651208994	0.190278159140234
GCSAM	GCSAM	0.0641293022195116	0.961465160621495	0.24831047069954
GDF2	GDF2	0.0701497020385151	0.961754557498541	0.259743711459405
GDF5	GDF5	0.340838500960451	0.96202817585807	0.572622250127588
GDF6	GDF6	0.560157865459628	0.961602109745035	0.733927098025583
GDF7	GDF7	0.0695640482962776	0.96174480078723	0.25865587519068
GDI1	GDI1	0.0414546916512642	0.961904051955557	0.1996883468606
GDI2	GDI2	0.079210351530922	0.961478167982733	0.275969244074805
GDNF	GDNF	0.0315148394113995	0.961696136183833	0.174091066095871
GDPD2	GDPD2	0.221002715122085	0.96173214573477	0.461026480180448
GEM	GEM	0.282149497545899	0.961929312432207	0.52096820649385
GFI1	GFI1	0.0810460864562054	0.961751520661696	0.279188461246046
GFRA1	GFRA1	0.337473727516854	0.961813661141891	0.569725233250368
GFRA2	GFRA2	0.0908964135922695	0.96192428092709	0.295694888835765
GFRA3	GFRA3	0.0604667568463343	0.961522287592473	0.241122654195298
GGCT	GGCT	0.0379744418854987	0.961764261002548	0.191108505925275
GGT1	GGT1	0.016320965295613	0.961342271147965	0.125259865258636
GGT2	GGT2	0.0609444730310474	0.961702188695632	0.242095917154462
GGT5	GGT5	0.17682157931026	0.962044137911766	0.412444134194846
GHR	GHR	0.0411457053338623	0.961732263399478	0.198924991692606
GHRHR	GHRHR	0.141000699070346	0.961911930751716	0.36828013071587
GHRL	GHRL	0.130468998275251	0.961991617887612	0.354274022100104
GIGYF1	GIGYF1	0.0383854780500474	0.961694115946268	0.192132996589642
GIPC1	GIPC1	0.0315794799879026	0.961726105016487	0.174272230396043
GIPR	GIPR	0.0493517748102931	0.961752521901756	0.21786278682723
GIT1	GIT1	0.0275842297439152	0.961911611633543	0.162891346880795
GIT2	GIT2	0.0679859061295132	0.961794195040978	0.255711653742974
GJA1	GJA1	0.0805119995177688	0.962053113878714	0.278310653480371
GJA10	GJA10	0.0430805185787684	0.961799157560645	0.203555413773093
GJB2	GJB2	0.018098858063799	0.961952522318667	0.131947876699699
GJC1	GJC1	0.144601872957663	0.961698926770878	0.372912142511401
GKAP1	GKAP1	0.0356441660567265	0.961632561782525	0.185139381866019
GLDN	GLDN	0.0274004073007786	0.961773521913711	0.162336028753755
GLE1	GLE1	0.102016056572324	0.961765932607125	0.313234046345831
GLG1	GLG1	0.0312042909225201	0.961951899612227	0.173254226294688
GLI1	GLI1	0.0183155189369003	0.961781045507782	0.13272346797816
GLI2	GLI2	0.221971741423686	0.961730219081057	0.462035638786885
GLI3	GLI3	0.142175085481107	0.961839892520593	0.369796794115707
GLIPR1	GLIPR1	0.101867586663256	0.961684540267146	0.312992784658651
GLIS2	GLIS2	0.0316287087111157	0.961877887217279	0.174421774760088
GLIS3	GLIS3	0.0454688009866993	0.961710210566082	0.209111956069245
GLMP	GLMP	0.0133003426282795	0.961273085987081	0.113071930216884
GLP1R	GLP1R	0.0119858334525533	0.96206271572317	0.107383068877589
GLP2R	GLP2R	0.0561322201270195	0.96172156318651	0.232343638788942
GLRA3	GLRA3	0.221209540406286	0.961722956300813	0.461239951827113
GLRB	GLRB	0.0121968912399112	0.961636416714981	0.108300391444401
GLRX2	GLRX2	0.0495981413759858	0.961545882033112	0.218382436557007
GMCL1	GMCL1	0.0857308864166248	0.961703886302847	0.287137121673698
GMEB1	GMEB1	0.032746564723273	0.961669767115008	0.177458111314322
GMEB2	GMEB2	0.0383740198650868	0.961713625888222	0.192106266905479
GMFB	GMFB	0.107402752280595	0.961712595098168	0.321388518177699
GMIP	GMIP	0.152483408845623	0.961790322347032	0.382958309671178
GMNN	GMNN	0.0129785308163313	0.961782693629817	0.111725226909095
GNA11	GNA11	0.0472363263001593	0.961785294355965	0.213145968751213
GNA12	GNA12	0.0263214662057336	0.961440324688144	0.159080228234399
GNA13	GNA13	0.133116321774441	0.961238294987521	0.357710086770661
GNA14	GNA14	0.0398704843767081	0.961794886528908	0.195824482629084
