gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B	B Activated	CD14 Mono	CD16 Mono	CD4 Memory T	CD4 Naive T	CD8 T	DC	Eryth	Mk	NK	T activated	pDC
IL2RG	P31785	True	IL2RG_HUMAN	IL7_receptor	CPI-CS08B606C20	0.09	0.075	0.185	0.088	1.115	1.015	0.818	1.011	0.457	0.772	0.18	1.21	0.198
LTA4H	P09960	True	LKHA4_HUMAN	LeukotrieneB4_byLTA4H	CPI-CS047D9C0D7	0.212	0.143	0.266	0.614	0.126	0.13	0.108	0.312	0.054	0.179	0.128	0.086	0.188
ALOX5AP	P20292	True	AL5AP_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS01FC3CF4D	0.0	0.0	0.007	0.0	0.002	0.001	0.0	0.023	0.0	0.0	0.0	0.0	0.0
ALOX5AP	P20292	True	AL5AP_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS0891F5216	0.0	0.0	0.007	0.0	0.002	0.001	0.0	0.023	0.0	0.0	0.0	0.0	0.0
ALOX5AP	P20292	True	AL5AP_HUMAN	LipoxinA4_byALOX5	CPI-CS087E1C654	0.0	0.0	0.007	0.0	0.002	0.001	0.0	0.023	0.0	0.0	0.0	0.0	0.0
ALOX5AP	P20292	True	AL5AP_HUMAN	LipoxinA4_byALOX5	CPI-CS0FC36F030	0.0	0.0	0.007	0.0	0.002	0.001	0.0	0.023	0.0	0.0	0.0	0.0	0.0
ALOX5	P09917	True	LOX5_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS01FC3CF4D	0.0	0.0	0.007	0.0	0.002	0.001	0.0	0.023	0.0	0.0	0.0	0.0	0.0
ALOX5	P09917	True	LOX5_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS0891F5216	0.0	0.0	0.007	0.0	0.002	0.001	0.0	0.023	0.0	0.0	0.0	0.0	0.0
ALOX5	P09917	True	LOX5_HUMAN	LipoxinA4_byALOX5	CPI-CS087E1C654	0.0	0.0	0.007	0.0	0.002	0.001	0.0	0.023	0.0	0.0	0.0	0.0	0.0
ALOX5	P09917	True	LOX5_HUMAN	LipoxinA4_byALOX5	CPI-CS0FC36F030	0.0	0.0	0.007	0.0	0.002	0.001	0.0	0.023	0.0	0.0	0.0	0.0	0.0
LTC4S	Q16873	True	LTC4S_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS01FC3CF4D	0.0	0.0	0.007	0.0	0.002	0.001	0.0	0.023	0.0	0.0	0.0	0.0	0.0
LTC4S	Q16873	True	LTC4S_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS0891F5216	0.0	0.0	0.007	0.0	0.002	0.001	0.0	0.023	0.0	0.0	0.0	0.0	0.0
LTC4S	Q16873	True	LTC4S_HUMAN	LipoxinA4_byALOX5	CPI-CS087E1C654	0.0	0.0	0.007	0.0	0.002	0.001	0.0	0.023	0.0	0.0	0.0	0.0	0.0
LTC4S	Q16873	True	LTC4S_HUMAN	LipoxinA4_byALOX5	CPI-CS0FC36F030	0.0	0.0	0.007	0.0	0.002	0.001	0.0	0.023	0.0	0.0	0.0	0.0	0.0
GGT1	P19440	True	GGT1_HUMAN	LeukotrieneD4_byGGT1	CPI-CS0A0F970F5	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGT1	P19440	True	GGT1_HUMAN	LeukotrieneD4_byGGT1	CPI-CS0C4ABE334	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGT5	P36269	True	GGT5_HUMAN	LeukotrieneD4_byGGT1	CPI-CS0A0F970F5	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGT5	P36269	True	GGT5_HUMAN	LeukotrieneD4_byGGT1	CPI-CS0C4ABE334	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DPEP2	Q9H4A9	True	DPEP2_HUMAN	LeukotrieneE4_byDPEP2	CPI-CS048E474A5	0.023	0.006	0.013	0.2	0.02	0.044	0.017	0.015	0.041	0.032	0.037	0.041	0.0
ALOX12	P18054	True	LOX12_HUMAN	LipoxinA4_byALOX12	CPI-CS0C1CAC8F7	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0
ALOX12	P18054	True	LOX12_HUMAN	LipoxinA4_byALOX12	CPI-CS0C94B5884	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0
DBH	P09172	True	DOPO_HUMAN	Noradrenaline_byDBH	CPI-CS0B163FBF9	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AKR1C3	P42330	True	AK1C3_HUMAN	ProstaglandinD2_byAKR1C3	CPI-CS0F3C15BCC	0.0	0.0	0.046	0.005	0.026	0.036	0.045	0.024	0.0	0.057	0.358	0.05	0.661
AKR1C3	P42330	True	AK1C3_HUMAN	ProstaglandinD2_byAKR1C3	CPI-CS09C48BE1A	0.0	0.0	0.046	0.005	0.026	0.036	0.045	0.024	0.0	0.057	0.358	0.05	0.661
CCL4	P13236	False	CCL4_HUMAN		CPI-SS05BA6D9C3	0.056	0.828	1.025	1.042	0.026	0.034	0.459	0.093	0.273	0.205	0.92	0.066	0.088
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0795802F6	0.056	0.828	1.025	1.042	0.026	0.034	0.459	0.093	0.273	0.205	0.92	0.066	0.088
CSF1	P09603	False	CSF1_HUMAN		CPI-SS03105D292	0.011	0.036	0.003	0.007	0.006	0.002	0.003	0.009	0.028	0.005	0.012	0.022	0.0
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0D1D95883	0.056	0.828	1.025	1.042	0.026	0.034	0.459	0.093	0.273	0.205	0.92	0.066	0.088
CCL3	P10147	False	CCL3_HUMAN		CPI-SS0C090A257	0.047	0.955	1.312	1.277	0.035	0.033	0.095	0.255	0.564	0.283	0.442	0.036	0.02
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0B01D306C	0.149	0.227	0.163	0.098	0.315	0.072	2.952	0.408	0.37	1.648	2.813	0.215	0.098
CCL3	P10147	False	CCL3_HUMAN		CPI-SS08DA48A5A	0.047	0.955	1.312	1.277	0.035	0.033	0.095	0.255	0.564	0.283	0.442	0.036	0.02
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0A021DB6E	0.149	0.227	0.163	0.098	0.315	0.072	2.952	0.408	0.37	1.648	2.813	0.215	0.098
CCL3L1	CCL3L1	False	CCL3L1		CPI-SS0E1735D13	0.0	0.155	0.113	0.126	0.0	0.001	0.002	0.018	0.046	0.038	0.016	0.0	0.0
CCL3L3	P16619	False	CL3L1_HUMAN		CPI-SS0817CE2B3	0.0	0.045	0.031	0.035	0.0	0.0	0.003	0.004	0.011	0.01	0.004	0.0	0.0
CCL3L1	P16619	False	CL3L1_HUMAN		CPI-SS0817CE2B3	0.0	0.045	0.031	0.035	0.0	0.0	0.003	0.004	0.011	0.01	0.004	0.0	0.0
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0CF0E4DE9	0.203	0.199	3.32	0.814	0.16	0.142	0.16	0.566	1.033	0.618	0.093	0.131	0.193
SPP1	P10451	False	OSTP_HUMAN		CPI-SC03E67206C	0.0	0.008	0.031	0.016	0.0	0.001	0.0	0.01	0.0	0.017	0.0	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC06D7BD0F6	0.0	0.004	0.018	0.0	0.001	0.003	0.0	0.014	0.0	0.006	0.0	0.0	0.0
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC07763D025	0.004	0.004	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THBS1	P07996	False	TSP1_HUMAN		CPI-SC02EA03F82	0.01	0.03	0.526	0.063	0.004	0.005	0.011	0.255	0.11	0.149	0.014	0.02	0.062
FCER2	P06734	False	FCER2_HUMAN		CPI-SC0A5BCC92E	0.071	0.06	0.003	0.006	0.001	0.0	0.0	0.003	0.0	0.0	0.0	0.003	0.0
IGF1	P05019	False	IGF1_HUMAN		CPI-SC0D3D23FAA	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.006	0.0
MMP2	P08253	False	MMP2_HUMAN		CPI-SC0A6D5D2B1	0.0	0.0	0.007	0.001	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.011
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SC0C4FD0754	0.025	0.02	1.671	1.921	0.104	0.027	0.067	1.073	0.488	0.507	0.029	0.081	0.25
SPP1	P10451	False	OSTP_HUMAN		CPI-SC0C81483EA	0.0	0.008	0.031	0.016	0.0	0.001	0.0	0.01	0.0	0.017	0.0	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC0F96CE387	0.0	0.004	0.018	0.0	0.001	0.003	0.0	0.014	0.0	0.006	0.0	0.0	0.0
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SC0E029AB31	0.025	0.02	1.671	1.921	0.104	0.027	0.067	1.073	0.488	0.507	0.029	0.081	0.25
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC0B2557C9D	0.0	0.0	0.0	0.001	0.0	0.001	0.018	0.0	0.0	0.0	0.0	0.0	0.016
JAM2	P57087	False	JAM2_HUMAN		CPI-SC0C2126F8E	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.011
SPP1	P10451	False	OSTP_HUMAN		CPI-SS02AB0C3E0	0.0	0.008	0.031	0.016	0.0	0.001	0.0	0.01	0.0	0.017	0.0	0.0	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0703338F5	0.333	0.178	0.601	0.724	0.172	0.147	0.158	0.759	0.305	0.215	0.325	0.095	0.629
TYROBP	O43914	False	TYOBP_HUMAN		CPI-SS014C07723	0.105	0.066	3.625	3.672	0.062	0.065	0.119	3.015	1.165	0.924	1.701	0.045	1.25
HGF	P14210	False	HGF_HUMAN		CPI-SS03722104E	0.0	0.0	0.004	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPP1	P10451	False	OSTP_HUMAN		CPI-SS0C1BD22BC	0.0	0.008	0.031	0.016	0.0	0.001	0.0	0.01	0.0	0.017	0.0	0.0	0.0
HLA-A	HLAA	False	HLAA		CPI-SS0CBAA9BCC	3.667	3.292	3.23	3.409	3.665	3.498	4.099	3.378	2.643	3.488	4.266	3.11	3.544
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS048242083	0.714	0.663	0.492	0.658	0.465	0.453	0.575	0.701	0.403	0.539	0.909	0.384	0.781
HLA-C	HLAC	False	HLAC		CPI-SS0917CBD53	3.571	3.193	3.247	3.77	3.569	3.319	3.966	3.281	2.581	3.439	4.041	2.662	3.028
IFNB1	P01574	False	IFNB_HUMAN		CPI-SC02A19FC2F	0.0	0.0	0.006	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNW1	P05000	False	IFNW1_HUMAN		CPI-SC0C8750C37	0.0	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNE	Q86WN2	False	IFNE_HUMAN		CPI-SC06DAFCB1D	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS076D8415B	0.047	0.955	1.312	1.277	0.035	0.033	0.095	0.255	0.564	0.283	0.442	0.036	0.02
IGF1	P05019	False	IGF1_HUMAN		CPI-SS0E41702C1	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.006	0.0
GRN	P28799	False	GRN_HUMAN		CPI-SS07CCAD9BF	0.211	0.12	1.376	0.862	0.059	0.043	0.078	1.222	0.31	0.342	0.073	0.027	1.287
LRPAP1	P30533	False	AMRP_HUMAN		CPI-SS02A53F29E	0.318	0.342	0.31	0.53	0.397	0.339	0.397	0.388	0.316	0.382	0.518	0.301	0.429
COPA	P53621	False	COPA_HUMAN		CPI-SS04F3A1E5C	0.065	0.051	0.101	0.074	0.051	0.038	0.056	0.097	0.101	0.052	0.051	0.079	0.172
CD200	P41217	False	OX2G_HUMAN		CPI-SS0A9E884E0	0.124	0.404	0.003	0.004	0.016	0.012	0.005	0.061	0.03	0.009	0.006	0.067	0.036
KLRB1	Q12918	False	KLRB1_HUMAN		CPI-SS0E292C126	0.007	0.003	0.007	0.008	0.17	0.016	0.172	0.012	0.021	0.08	0.52	0.036	0.0
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS02A0FF87F	0.141	0.289	0.039	0.049	0.042	0.04	0.084	0.064	0.059	0.03	0.115	0.064	0.104
CSF1	P09603	False	CSF1_HUMAN		CPI-SS068C129D6	0.011	0.036	0.003	0.007	0.006	0.002	0.003	0.009	0.028	0.005	0.012	0.022	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0F3BF2B34	0.149	0.227	0.163	0.098	0.315	0.072	2.952	0.408	0.37	1.648	2.813	0.215	0.098
CXCL13	O43927	False	CXL13_HUMAN		CPI-SS083B5EBAB	0.002	0.0	0.004	0.004	0.002	0.0	0.008	0.061	0.0	0.0	0.0	0.0	0.012
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS00AEC3818	0.0	0.0	0.001	0.001	0.001	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.424
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0EA05941A	0.149	0.227	0.163	0.098	0.315	0.072	2.952	0.408	0.37	1.648	2.813	0.215	0.098
CCL22	O00626	False	CCL22_HUMAN		CPI-SS052B38F1C	0.01	0.061	0.002	0.001	0.001	0.001	0.0	0.708	0.0	0.009	0.0	0.003	0.05
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS048346C2B	0.333	0.178	0.601	0.724	0.172	0.147	0.158	0.759	0.305	0.215	0.325	0.095	0.629
PVR	P15151	False	PVR_HUMAN		CPI-SS0B84DAE3D	0.0	0.0	0.006	0.004	0.0	0.0	0.0	0.008	0.0	0.0	0.008	0.0	0.0
PVR	P15151	False	PVR_HUMAN		CPI-SS0A8627ED6	0.0	0.0	0.006	0.004	0.0	0.0	0.0	0.008	0.0	0.0	0.008	0.0	0.0
PVR	P15151	False	PVR_HUMAN		CPI-SS00561BBD7	0.0	0.0	0.006	0.004	0.0	0.0	0.0	0.008	0.0	0.0	0.008	0.0	0.0
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0B87FE6E0	0.012	0.012	0.068	0.033	0.007	0.011	0.01	0.025	0.045	0.034	0.041	0.003	0.069
CD46	P15529	False	MCP_HUMAN		CPI-SS01A07768A	0.125	0.089	0.056	0.131	0.178	0.166	0.133	0.136	0.043	0.151	0.105	0.252	0.166
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0E5AF12B6	0.012	0.012	0.068	0.033	0.007	0.011	0.01	0.025	0.045	0.034	0.041	0.003	0.069
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0607D1101	0.012	0.012	0.068	0.033	0.007	0.011	0.01	0.025	0.045	0.034	0.041	0.003	0.069
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS003C9A532	0.015	0.019	0.121	0.089	0.012	0.013	0.01	0.087	0.046	0.017	0.03	0.027	0.06
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS09D379E5B	0.013	0.005	0.001	0.008	0.0	0.003	0.003	0.0	0.0	0.0	0.007	0.002	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS09C52F54E	0.333	0.178	0.601	0.724	0.172	0.147	0.158	0.759	0.305	0.215	0.325	0.095	0.629
APP	P05067	False	A4_HUMAN		CPI-SS07ACDDCD6	0.089	0.183	0.067	0.054	0.066	0.077	0.026	0.088	0.07	0.143	0.029	0.073	0.565
MDK	P21741	False	MK_HUMAN		CPI-SS083CBFACD	0.041	0.0	0.07	0.117	0.044	0.027	0.022	0.042	0.068	0.015	0.025	0.009	0.025
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS002DF6C31	0.333	0.178	0.601	0.724	0.172	0.147	0.158	0.759	0.305	0.215	0.325	0.095	0.629
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0CE693E3E	0.333	0.178	0.601	0.724	0.172	0.147	0.158	0.759	0.305	0.215	0.325	0.095	0.629
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0BC7CD11B	0.333	0.178	0.601	0.724	0.172	0.147	0.158	0.759	0.305	0.215	0.325	0.095	0.629
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0419B80C4	0.333	0.178	0.601	0.724	0.172	0.147	0.158	0.759	0.305	0.215	0.325	0.095	0.629
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS02928C71A	0.002	0.0	0.013	0.005	0.004	0.001	0.01	0.031	0.0	0.006	0.0	0.004	0.052
MDK	P21741	False	MK_HUMAN		CPI-SS006C6537E	0.041	0.0	0.07	0.117	0.044	0.027	0.022	0.042	0.068	0.015	0.025	0.009	0.025
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS014958F32	0.333	0.178	0.601	0.724	0.172	0.147	0.158	0.759	0.305	0.215	0.325	0.095	0.629
SIRPA	P78324	False	SHPS1_HUMAN		CPI-SS0339AE950	0.004	0.032	0.247	0.143	0.001	0.0	0.0	0.181	0.022	0.052	0.007	0.003	0.063
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0BD9F32BA	0.333	0.178	0.601	0.724	0.172	0.147	0.158	0.759	0.305	0.215	0.325	0.095	0.629
TNF	P01375	False	TNFA_HUMAN		CPI-SS0F8EFEECF	0.016	0.125	0.08	0.148	0.002	0.005	0.005	0.045	0.0	0.012	0.012	0.01	0.077
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0A9FB762A	0.333	0.178	0.601	0.724	0.172	0.147	0.158	0.759	0.305	0.215	0.325	0.095	0.629
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0CB863B46	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0E23CEB91	0.333	0.178	0.601	0.724	0.172	0.147	0.158	0.759	0.305	0.215	0.325	0.095	0.629
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0889E281D	0.007	0.0	0.002	0.001	0.012	0.005	0.058	0.024	0.0	0.009	0.01	0.009	0.013
CRTAM	O95727	False	CRTAM_HUMAN		CPI-SS0C9696AAA	0.0	0.017	0.057	0.071	0.0	0.049	0.014	0.013	0.0	0.041	0.082	0.019	0.0
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC028882919	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC0C91660AB	0.0	0.004	0.018	0.0	0.001	0.003	0.0	0.014	0.0	0.006	0.0	0.0	0.0
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC0251EEF61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC07F654CB3	0.0	0.0	0.001	0.0	0.003	0.005	0.008	0.0	0.0	0.01	0.015	0.0	0.0
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC01BE5E1F7	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC039737584	0.002	0.0	0.001	0.006	0.015	0.023	0.01	0.0	0.022	0.044	0.007	0.049	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC0B4771D76	0.0	0.0	0.027	0.008	0.001	0.0	0.0	0.018	0.022	0.013	0.0	0.0	0.0
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC0FD500AF3	0.11	0.026	0.001	0.001	0.0	0.0	0.0	0.002	0.025	0.0	0.007	0.006	0.0
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0A210DC1F	0.004	0.0	0.001	0.003	0.0	0.002	0.0	0.008	0.0	0.0	0.003	0.0	0.0
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0423059DF	0.018	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC09E4E673B	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC08DBCCFF0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC0549A759B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0F9FB6DCB	0.0	0.0	0.001	0.0	0.003	0.005	0.008	0.0	0.0	0.01	0.015	0.0	0.0
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC027893337	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC0C739EDCE	0.002	0.0	0.001	0.006	0.015	0.023	0.01	0.0	0.022	0.044	0.007	0.049	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC0E509A5C6	0.0	0.0	0.027	0.008	0.001	0.0	0.0	0.018	0.022	0.013	0.0	0.0	0.0
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC0DC74CBE5	0.11	0.026	0.001	0.001	0.0	0.0	0.0	0.002	0.025	0.0	0.007	0.006	0.0
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0270AA5D9	0.004	0.0	0.001	0.003	0.0	0.002	0.0	0.008	0.0	0.0	0.003	0.0	0.0
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC079D293A2	0.018	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC073A7317A	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
SEMA7A	O75326	False	SEM7A_HUMAN		CPI-SC03AF43F8B	0.088	0.199	0.001	0.0	0.001	0.001	0.013	0.016	0.0	0.0	0.011	0.022	0.058
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC04BCFC59C	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC01D1C56CC	0.0	0.004	0.018	0.0	0.001	0.003	0.0	0.014	0.0	0.006	0.0	0.0	0.0
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC0CCB0D955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC01A5C5096	0.0	0.0	0.001	0.0	0.003	0.005	0.008	0.0	0.0	0.01	0.015	0.0	0.0
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC0E85E1FB0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC04BD52124	0.002	0.0	0.001	0.006	0.015	0.023	0.01	0.0	0.022	0.044	0.007	0.049	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC05640277E	0.0	0.0	0.027	0.008	0.001	0.0	0.0	0.018	0.022	0.013	0.0	0.0	0.0
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC0BB68FB34	0.11	0.026	0.001	0.001	0.0	0.0	0.0	0.002	0.025	0.0	0.007	0.006	0.0
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0A916E0E2	0.004	0.0	0.001	0.003	0.0	0.002	0.0	0.008	0.0	0.0	0.003	0.0	0.0
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0BDD04147	0.018	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC088A27EA5	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC0A460766C	0.004	0.004	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDH1	P12830	False	CADH1_HUMAN		CPI-SC0A2DB962D	0.0	0.0	0.0	0.002	0.003	0.001	0.0	0.002	0.0	0.0	0.0	0.0	0.102
FN1	P02751	False	FINC_HUMAN		CPI-SC0149E8473	0.0	0.004	0.018	0.0	0.001	0.003	0.0	0.014	0.0	0.006	0.0	0.0	0.0
THBS1	P07996	False	TSP1_HUMAN		CPI-SC0D085D655	0.01	0.03	0.526	0.063	0.004	0.005	0.011	0.255	0.11	0.149	0.014	0.02	0.062
CD40LG	P29965	False	CD40L_HUMAN		CPI-SC0AFB661A4	0.004	0.0	0.004	0.001	0.081	0.037	0.025	0.0	0.016	0.033	0.003	0.1	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC08C485EAE	0.0	0.004	0.018	0.0	0.001	0.003	0.0	0.014	0.0	0.006	0.0	0.0	0.0
THBS1	P07996	False	TSP1_HUMAN		CPI-SC0B80B8591	0.01	0.03	0.526	0.063	0.004	0.005	0.011	0.255	0.11	0.149	0.014	0.02	0.062
FN1	P02751	False	FINC_HUMAN		CPI-SC034EE8AAA	0.0	0.004	0.018	0.0	0.001	0.003	0.0	0.014	0.0	0.006	0.0	0.0	0.0
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC06C0A2080	0.0	0.0	0.0	0.001	0.0	0.001	0.018	0.0	0.0	0.0	0.0	0.0	0.016
MADCAM1	Q13477	False	MADCA_HUMAN		CPI-SC056FC1F11	0.007	0.0	0.0	0.001	0.002	0.005	0.01	0.0	0.0	0.0	0.008	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC06C3BA86F	0.0	0.004	0.018	0.0	0.001	0.003	0.0	0.014	0.0	0.006	0.0	0.0	0.0
CD40LG	P29965	False	CD40L_HUMAN		CPI-SC03A4FA18B	0.004	0.0	0.004	0.001	0.081	0.037	0.025	0.0	0.016	0.033	0.003	0.1	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC08F923F07	0.0	0.004	0.018	0.0	0.001	0.003	0.0	0.014	0.0	0.006	0.0	0.0	0.0
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC024FAED24	0.004	0.004	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDH1	P12830	False	CADH1_HUMAN		CPI-SS0CC5DCE80	0.0	0.0	0.0	0.002	0.003	0.001	0.0	0.002	0.0	0.0	0.0	0.0	0.102
CDH1	P12830	False	CADH1_HUMAN		CPI-SC09D882C18	0.0	0.0	0.0	0.002	0.003	0.001	0.0	0.002	0.0	0.0	0.0	0.0	0.102
THBS1	P07996	False	TSP1_HUMAN		CPI-SS0C93E48D7	0.01	0.03	0.526	0.063	0.004	0.005	0.011	0.255	0.11	0.149	0.014	0.02	0.062
FCER2	P06734	False	FCER2_HUMAN		CPI-SC00D92ECAF	0.071	0.06	0.003	0.006	0.001	0.0	0.0	0.003	0.0	0.0	0.0	0.003	0.0
