target	r	p	drug
ERBB2	-0.397645549222643	9.04003503923649e-05	AEE788 | afatinib | ARRY-334543 | AST-1306 | AV-412 | AZD8931 | BIBX-1382 | BMS-536924 | BMS-599626 | BMS-690514 | canertinib | CP-724714 | CUDC-101 | dacomitinib | FERb-033 | GW-583340 | lapatinib | mubritinib | neratinib | PD-168393 | poziotinib | TAK-285 | tucatinib | tyrphostin-AG-825 | tyrphostin-AG-879 | vandetanib | WAY-200070 | WZ-4002 | XL-647
PLD1	0.125093252961714	0.231743787089746	afimoxifene | choline | FIPI | halopemide | VU0155069
PRKCZ	-0.478051982930978	1.71789570596412e-06	afimoxifene | arachidonic-acid | GF109203X | go-6983 | tamoxifen
CDK2	0.49621019963594	6.12919506586597e-07	AG-555 | alvocidib | aminopurvalanol-a | AT-7519 | BMS-265246 | BMS-387032 | BMS-536924 | bosutinib | BX-795 | BX-912 | CGP-60474 | dinaciclib | indirubin-3-monoxime | JNJ-7706621 | NSC-625987 | NU-2058 | NU6027 | olomoucine | PF-573228 | PHA-793887 | PHA-848125 | purvalanol-a | purvalanol-b | R547 | RGB-286638 | roscovitine | RX-3117 | ryuvidine | SB-216763 | SCH-900776 | SU9516 | TG-02
IDH1	-0.352645400017905	0.000568173510222504	AGI-5198 | enasidenib | ivosidenib
IDH2	-0.503894243681179	3.89649324770467e-07	AGI-6780
METAP2	0.0715138312792814	0.495069583393974	AGM-1470 | fumagillin | methionine | nitroxoline | oxyquinoline
NISCH	0.132314762316851	0.20573888765847	agmatine | AGN-192403 | tizanidine
CBFB	0.317716570678285	0.0020040300693098	AI-10-49
SIRT2	-0.314448986899824	0.00223908384139514	AK-7 | SirReal-2 | sirtinol | tenovin-6
ALOX5	0.124421831637373	0.234273714474941	AKBA | AM-24 | aminosalicylate | baicalein | balsalazide | BW-A4C | BW-B70C | caffeic-acid | CBS-1114 | diclofenac | diethylcarbamazine | docebenone | honokiol | ibuproxam | kaempferol | licofelone | masoprocol | meclofenamic-acid | mesalazine | minocycline | montelukast | quiflapon | REV-5901 | SB-202190 | SB-203580 | silibinin | SKF-86002 | sulfasalazine | tepoxalin | vitamin-E | zileuton
ACE	0.106905195309003	0.307173364528608	alacepril | benazepril | butein | C11-Acetate | captopril | cilazapril | delapril | deserpidine | enalapril | enalaprilat | fosinopril | fosinoprilat | hyperin | imidapril | lisinopril | methiopril | moexipril | perindopril | perindoprilat | quinapril | quinaprilat | ramipril | temocapril | trandolapril | zofenopril-calcium
AARS2	-0.295425382710155	0.00417375569885192	alanine
AGXT	-0.560994897197935	8.62842357973467e-09	alanine | AZD4282 | MC-1
GPT	-0.502581241980245	4.21319706797963e-07	alanine | L-glutamic-acid | MC-1 | phenelzine
GPT2	-0.322162871892811	0.0017200587993974	alanine | L-glutamic-acid | MC-1 | phenelzine
KYNU	-0.190713497060667	0.0671683718656259	alanine | MC-1
NFS1	-0.217316701978455	0.0365863945933458	alanine | L-cysteine | MC-1
PHYKPL	-0.601190653815165	0	alanine | MC-1
SLC1A4	0.26188415744084	0.0114124547087439	alanine
CYP3A4	-0.297961863268777	0.00384978312397683	alclometasone-dipropionate | ambroxol | arbidol | benfluralin | BMS-536924 | brivanib | cefradine | clarithromycin | clotrimazole | cobicistat | curcumin | cyclophosphamide | dapivirine | darunavir | deferasirox | delanzomib | delavirdine | dolutegravir | ebastine | efavirenz | enilconazole | erythromycin-estolate | erythromycin-ethylsuccinate | etravirine | GSK1070916 | ifosfamide | indinavir | isavuconazole | isoniazid | methoxsalen | metronidazole | ML-3403 | nafcillin | nefazodone | nelfinavir | nevirapine | paliperidone | palmatine-chloride | PF-4981517 | posaconazole | rifapentine | ritonavir | saquinavir | SB-203580 | simeprevir | SKF-96365 | sulfanilamide | telithromycin | thiotepa | tofisopam | verapamil | voriconazole
SERPINA6	-0.211005341529647	0.0425032420722238	alclometasone-dipropionate | beclomethasone | ciclesonide | fludroxycortide | flumethasone-pivalate | fluocinolone-acetonide | fluocinonide | prednisolone | rimexolone | triamcinolone
ALDH2	-0.603816657217033	0	alda-1 | coenzyme-i | CVT-10216 | disulfiram | guanidine | nadide
MET	-0.0959088060636806	0.359804867936832	alectinib | altiratinib | AMG-208 | AMG-337 | AMG458 | amuvatinib | BMS-536924 | BMS-777607 | BMS-817378 | cabozantinib | crizotinib | EMD-1214063 | foretinib | golvatinib | INC-280 | JNJ-38877605 | LY2801653 | MGCD-265 | MK-2461 | MK-8033 | NVP-BVU972 | PF-04217903 | PHA-665752 | savolitinib | SGX523 | SU-11274 | tivantinib
ATP6V1A	0.269001223478858	0.00930749917235965	alendronate | etidronic-acid | tiludronate
FDPS	-0.163021097550058	0.11834435919666	alendronate | ibandronate | minodronic-acid | neridronic-acid | pamidronate | risedronate | zoledronic-acid
PTPRE	0.294589836173197	0.00428570023501562	alendronate
PTPMT1	-0.266613947658978	0.00997192053850815	alexidine
XDH	-0.641356569484647	0	allopurinol | amflutizole | baicalein | curcumin | eniluracil | febuxostat | flavin-adenine-dinucleotide | MF-101 | oxypurinol | topiroxostat
ATP1A1	-0.319850198442303	0.00186285157741413	almitrine | artemether | bepridil | bretylium | chloroprocaine | ciclopirox | deslanoside | diazoxide | digitoxigenin | digitoxin | digoxin | etacrynic-acid | hydroflumethiazide | istaroxime | k-strophanthidin | lumefantrine | ouabain | rostafuroxine | trichlormethiazide
CASP8	-0.0155172928292203	0.882461949546647	aloe-emodin
CTSG	0.254513443346961	0.0140210963994195	aloxistatin | delanzomib
HMGCR	-0.209513294142222	0.0440131378199891	alpha-Asarone | atorvastatin | benfluorex | coenzyme-a | coenzyme-i | delta-Tocotrienol | fluvastatin | lovastatin | meglutol | mevastatin | nadide | pitavastatin | pravastatin | rosuvastatin | simvastatin
FADS2	0.255722001730775	0.0135606926797573	alpha-linolenic-acid
HSP90AA1	0.381397153173585	0.000180746163732999	alvespimycin | AT13387 | BIIB021 | CCT018159 | EC-144 | ganetespib | gedunin | geldanamycin | hexylene-glycol | nedocromil | NVP-AUY922 | NVP-HSP990 | PU-H71 | retaspimycin | rhein | rifabutin | SNX-5422 | tanespimycin | VER-49009
CDK7	0.352675240965653	0.000567527846515594	alvocidib | BMS-387032 | BS-181 | PF-573228 | PHA-793887 | PHA-848125 | R547 | RGB-286638 | TG-02 | THZ1 | THZ1-R | THZ2
CDK9	0.195204559696816	0.0608906703317945	alvocidib | AT-7519 | BMS-387032 | CDK9-IN-6 | dinaciclib | LY2857785 | P276-00 | PHA-793887 | RGB-286638 | roscovitine | TG-02
FAAH	-0.505878666706455	3.46038320567465e-07	AM-404 | amperozide | JNJ-1661010 | JNJ-42165279 | JZL-195 | LY2183240 | paracetamol | PDP-EA | PF-04457845 | PF-3845 | PF-750 | propofol | SA-47 | TC-F-2 | thiopental | URB597
ALOX5AP	0.258064516129032	0.0127057249186548	AM679 | GSK2190915 | quiflapon | veliflapon
ANXA1	0.0805556384470771	0.442048364911696	amcinonide | dexamethasone | hydrocortisone-phosphate
EIF2AK4	-0.109053743546895	0.297510119443422	AMG-PERK-44
PRMT1	0.439587001283161	1.28479404832912e-05	AMI-1 | furamidine
ENPP1	-0.287547372504551	0.00534125728361387	amifostine | ribavirin
TRPV2	0.0306764942854585	0.769985356186468	amiloride | SKF-96365
LPA	-0.241010414490764	0.0201649470625262	aminocaproic-acid | ki16198
PLG	0.153531676166035	0.141563035526916	aminocaproic-acid | tranexamic-acid
PDE3B	-0.309241741517711	0.00266552189626782	aminophylline | amrinone | caffeine | cilostamide | cilostazol | dipyridamole | IBMX | milrinone | pentoxifylline | quazinone
S100A12	0.482662409358121	1.32917291061849e-06	amlexanox | olopatadine
CACNA2D1	-0.340634418549133	0.000890346783521805	amlodipine | cyclandelate | diltiazem | felodipine | gabapentin | gabapentin-enacarbil | ibutilide | isradipine | lercanidipine | nicardipine | nifedipine | nilvadipine | nisoldipine | nitrendipine | pregabalin | spironolactone | Z160
SMPD1	-0.377846080391513	0.000209358582491705	amlodipine | chlorpromazine | desipramine
SLCO1B1	-0.469726358509146	2.70687459273725e-06	ammonium-glycyrrhizinate | cyclosporine | gemfibrozil | indocyanine-green | pravastatin | rifampin | rifamycin | sildenafil
SLCO1B3	-0.0911193339500462	0.38437923254058	ammonium-glycyrrhizinate | cyclosporine | gemfibrozil | rifampin | rifamycin | sildenafil
HNMT	-0.299543433499448	0.00365937130390428	amodiaquine | SKF-91488
TOP2B	0.328802482766853	0.00136355015277488	amonafide | amrubicin | daunorubicin | dexrazoxane | etoposide | teniposide
CYP2C19	-0.162230312434723	0.120158794215698	amoxicillin | carisoprodol | cyclophosphamide | efavirenz | etravirine | ifosfamide | isoniazid | nelfinavir | ritonavir | sulfanilamide | tolperisone | voriconazole
SLC15A1	-0.131583659097013	0.208272102467086	amoxicillin | cefadroxil
CASP3	0.372295664110292	0.000262590190745441	amygdalin | AZ-10417808 | DBeQ | minocycline | NQDI-1 | PAC-1 | PETCM | sanguinarium-chloride
CETP	-0.0611441019366775	0.559775452155483	anacetrapib | CP-532623 | dalcetrapib | evacetrapib | torcetrapib
NFKB1	0.223240130106532	0.0316791619190845	andrographolide | arglabin | aspirin | pranlukast | SP-100030 | thalidomide | triflusal
GGCX	-0.420309749037629	3.24580221844776e-05	anisindione | L-glutamic-acid | menadione | menadione-bisulfite | phytonadione
RPL11	0.279923010354809	0.0067397721591411	anisomycin | puromycin
RPL13A	0.196398197606756	0.0593054490056961	anisomycin | puromycin
RPL15	0.315388976753902	0.00216903426942887	anisomycin | puromycin
RPL19	0.235788248634777	0.0230988579271521	anisomycin | puromycin
RPL23	0.216600519232491	0.0372208878882941	anisomycin | puromycin
RPL23A	0.196696607084241	0.0589144720147393	anisomycin | puromycin
RPL26L1	0.0594133269672645	0.57095668195379	anisomycin | puromycin
RPL3	0.373101369699502	0.000254155335387086	anisomycin | cycloheximide | homoharringtonine | puromycin
RPL37	0.0614574318880368	0.557762532600026	anisomycin | puromycin
RPL8	0.241860881501596	0.0197188972014542	anisomycin | puromycin
CYCS	-0.280654113574647	0.00659284345430758	antimycin-a | minocycline
BRD3	0.338873802631972	0.000949606457084081	apabetalone | I-BET151 | I-BET-762 | LY303511 | OTX015 | XD-14
CSK	-0.0175017158544955	0.867552799344921	apatinib | SRC-kinase-inhibitor-I
AKT2	-0.444421234818418	1.00993008207808e-05	API-1 | ARQ-092 | AT13148 | AT7867 | AZD5363 | GDC-0068 | GSK2110183 | GSK690693 | MK-2206 | PHT-427 | triciribine | uprosertib
F10	0.242383098087195	0.0194492428521393	apixaban | edoxaban | menadione | octopamine | otamixaban | rivaroxaban
BCHE	-0.166602011279878	0.110392393682018	apoptosis-activator-II | bambuterol | choline | demecarium | dipivefrine | edrophonium | galantamine | isoflurophate | malathion | meptazinol | mestinon | mivacurium | phenserine | physostigmine | pralidoxime | pralidoxime-chloride | rivastigmine | sodium-butyrate | tacrine
ADAM17	0.1671689892871	0.109172475192195	apratastat | cipemastat
PIKFYVE	0.170018799797082	0.103199469728527	APY0201
SERPINC1	-0.416042493509594	3.95710167263883e-05	ardeparin
SERPIND1	-0.114559398406493	0.273672981717335	ardeparin
F2	0.120632031273313	0.248915991196545	argatroban | bivalirudin | dabigatran | dabigatran-etexilate | menadione | proflavine-hemisulfate | suramin
FNTA	0.104846169914356	0.31662442959235	arglabin | L-778123 | lonafarnib | perillyl-alcohol | tipifarnib
MAPK3	0.321327325355853	0.00177046051533008	arsenic-trioxide | CID-5458317 | FR-180204 | GDC-0994 | purvalanol-b | ravoxertinib | sulindac
TXNRD1	0.0183223419175793	0.861400625263762	arsenic-trioxide | flavin-adenine-dinucleotide | fotemustine | NADPH | PX-12 | spermidine
CYP2B6	-0.621243770702157	0	artemisinin | benfluralin | bifonazole | cyclophosphamide | efavirenz | enilconazole | ifosfamide | nelfinavir | nevirapine | ritonavir | thiotepa
BRD4	0.240264390797052	0.0205633475109595	ARV-825 | BI-2536 | CPI-0610 | CPI-203 | I-BET151 | I-BET-762 | JQ1-(+) | LY303511 | OTX015 | OXF-BD-02 | PFI-1 | TG-101348 | XD-14
IRAK4	-0.121751066813882	0.244528247721143	AS-2444697
MAP2K2	-0.0277968428277282	0.791062242769826	AS-703026 | BI-847325 | bosutinib | MEK1-2-inhibitor | MEK162 | PD-198306 | refametinib | Ro-5126766 | trametinib | U-0126
BBOX1	-0.419757691504282	3.33055153990116e-05	ascorbic-acid | meldonium | succinic-acid
EGLN1	-0.0106830592939632	0.918944189998765	ascorbic-acid | daprodustat | FG-2216 | IOX1 | IOX2
OGFOD2	-0.398824266658709	8.58550897105851e-05	ascorbic-acid
P3H1	0.254319477186595	0.0140962426378973	ascorbic-acid | L-proline | succinic-acid
P4HA1	0.563218047805198	7.22843809402128e-09	ascorbic-acid | hydralazine | L-proline | succinic-acid
PHYH	-0.364253528692071	0.000362171126472142	ascorbic-acid
PLOD1	0.411581271821193	4.85502490355651e-05	ascorbic-acid | succinic-acid
PLOD2	0.486019515979827	1.10030128019301e-06	ascorbic-acid
PLOD3	0.178433947062159	0.0870502789791031	ascorbic-acid | succinic-acid
SLC23A1	-0.435886723762347	1.54121611584162e-05	ascorbic-acid | phloretin
TMLHE	-0.094804690996986	0.365381739095478	ascorbic-acid | succinic-acid
HSPA5	0.126122765659037	0.227901877399341	aspirin
NFKB2	0.185924024947032	0.0744325229260897	aspirin | glucosamine | tyloxapol
PRKAA2	-0.110620393303691	0.290591876663598	aspirin
PRKAG1	-0.472606009966876	2.31581488484975e-06	aspirin | ZLN-024
PRKAG2	-0.437781623944376	1.40442704073961e-05	aspirin
RPS6KA3	0.508803079585808	2.90123378832887e-07	aspirin | BI-D1870 | BRD-7389
ROCK2	0.224747097967831	0.0305236521204122	AT13148 | fasudil | GSK269962 | KD025 | LX7101 | OXA-06 | ripasudil | RKI-1447 | SB-772077B | SR-3677 | Y-27632 | Y-39983
SGK3	-0.184745307510967	0.0763141689473125	AT13148
DMD	-0.483199546417594	1.28974540733229e-06	ataluren
ITGA5	0.152800572946197	0.143486018376707	ATN-161
ITGAV	-0.0399421085613679	0.703368025920336	ATN-161 | cilengitide | integrin-antagonist-1 | SB-683698
ITGB1	0.140386738682821	0.179228250918978	ATN-161 | BIO-1211 | BIO-5192 | BTT-3033 | SB-683698 | TC-I-15 | TCS-2314
ITGB3	-0.0938945420906568	0.370018733431317	ATN-161 | cilengitide | DU-728 | eptifibatide | GR-144053 | tirofiban
AHR	-0.151562173614634	0.146788360658918	atorvastatin | CH223191 | diosmin | flutamide | indole-3-carbinol | ITE | leflunomide | mexiletine | nimodipine | phortress | stemregenin-1
DHODH	-0.496627972904419	5.98167593400178e-07	atovaquone | brequinar | leflunomide | orotic-acid | riboflavin-5-phosphate-sodium | teriflunomide
PRDX5	-0.485825549819462	1.11243655277588e-06	auranofin | benzoic-acid | diminazene-aceturate
PRKCI	0.275402106770911	0.00771456289720284	aurothioglucose | GF109203X | tamoxifen
YES1	0.120005371370595	0.251396731799567	AVL-292 | dasatinib | saracatinib
IMPDH2	0.41223777267166	4.71189131950497e-05	AVN-944 | BMS-566419 | coenzyme-i | mercaptopurine | mycophenolate-mofetil | mycophenolic-acid | nadide | polyinosine | ribavirin | thioguanine
MTOR	-0.107755662319835	0.30332406534287	AZ20 | AZD2014 | AZD8055 | beta-hydroxy-beta-methylbutyrate | BGT226 | CC-115 | CC-223 | CH5132799 | chrysophanic-acid | compound-401 | deforolimus | everolimus | GDC-0980 | GSK2126458 | ku-0063794 | LY294002 | LY3023414 | MLN0128 | NVP-BEZ235 | OSI-027 | palomid-529 | PF-04691502 | PF-05212384 | PI-103 | pimecrolimus | PKI-179 | PP-121 | PP242 | SAR-245409 | SB-2343 | sirolimus | temsirolimus | torin-1 | torin-2 | VE-822 | voxtalisib | WAY-600 | WYE-125132 | WYE-354 | WYE-687 | XL388
SMYD2	0.124675479693235	0.233315702772834	AZ505
BRAF	0.0282444570439557	0.787775696664478	AZ-628 | CEP-32496 | dabrafenib | GDC-0879 | KG-5 | LGX818 | LY3009120 | ML-786 | PLX-4720 | PLX8394 | RAF265 | regorafenib | Ro-5126766 | SB-590885 | sorafenib | TAK-632 | vemurafenib | ZM-336372
RAF1	-0.0503118379039718	0.631413585835914	AZ-628 | CEP-32496 | dabrafenib | GW-5074 | LY3009120 | ML-786 | PD-98059 | regorafenib | Ro-5126766 | SB-203580 | sorafenib | U-0126 | vemurafenib | ZM-336372
DNMT1	0.398496016233475	8.70989824973734e-05	azacitidine | decitabine | dimercaptosuccinic-acid | flucytosine | procainamide | RG108 | RX-3117 | SGI-1027 | triclabendazole | triclosan | zebularine
HPRT1	0.221002059025395	0.0334634747659704	azathioprine | C11-Acetate | mercaptopurine | polyinosine
PPAT	0.33293545403002	0.00117705217840281	azathioprine | glutamine-(l) | mercaptopurine
JAK1	-0.29870788696249	0.00375888647342188	AZD1480 | baricitinib | curcumol | cyt387 | filgotinib | itacitinib | NS-018 | pacritinib | peficitinib | ruxolitinib | ruxolitinib-(S) | solcitinib | TG-101348 | tofacitinib | WHI-P154 | XL019 | ZM-39923
ALAS1	-0.1875652770732	0.0718750367554821	AZD4282 | MC-1
BAAT	-0.554146399689654	1.45390804973793e-08	AZD4282
GATM	-0.663021097550058	0	AZD4282 | gamma-aminobutyric-acid | ornithine
GCAT	-0.285100414789174	0.00575894406163365	AZD4282 | MC-1
GCSH	-0.460013130017009	4.53865332850186e-06	AZD4282
GLDC	-0.371624242785951	0.000269816187910011	AZD4282 | MC-1
GLYAT	-0.697636596938319	0	AZD4282
GLYATL1	-0.742935155620542	0	AZD4282
PIPOX	-0.6477574527767	0	AZD4282
SHMT1	-0.496568291008922	6.00254176845306e-07	AZD4282 | MC-1 | mimosine | tetrahydrofolic-acid
SHMT2	-0.441377458148071	1.17567091365942e-05	AZD4282 | MC-1 | mimosine | tetrahydrofolic-acid
FGFR4	0.176837456357614	0.0899484815674291	AZD4547 | BLU9931 | erdafitinib | LY2874455 | nintedanib | NVP-BGJ398 | PD-173074 | ponatinib
BIRC2	0.044119841246158	0.674017573414589	AZD5582 | birinapant | GDC-0152 | LCL-161 | SM-164
XIAP	-0.0792873981677658	0.449285984535176	AZD5582 | birinapant | cisplatin | CUDC-427 | embelin | GDC-0152 | LCL-161 | SM-164 | UC-112
PDK1	0.315642624809764	0.00215047473845123	AZD7545 | BX-795 | BX-912 | dichloroacetate
ERBB3	-0.1512339231894	0.147673229508671	AZD8931 | vandetanib | WAY-200070
ELANE	0.39075229029274	0.000121792518525078	AZD9668 | delanzomib | epigallocatechin-gallate-(-) | GW-311616 | sivelestat
AKR1D1	-0.448449762764465	8.24218001492524e-06	azelaic-acid | finasteride
SLC12A2	0.150472979021814	0.14973999053358	azosemide | bumetanide | furosemide | piretanide | quinethazone
A2M	-0.0588015875384202	0.57493363012203	bacitracin
IDE	0.258959744561487	0.0123916443889849	bacitracin
KCTD12	-0.0642326400286473	0.54008726233805	baclofen | CGP-54626 | CGP-55845 | gamma-aminobutyric-acid | saclofen
BCR	-0.157187192265226	0.132240244022289	bafetinib | bosutinib | GNF-2 | GNF-5 | GZD824 | metatinib | ponatinib | PPY-A | rebastinib
LYN	0.313822326997105	0.00228691319569817	bafetinib | bosutinib | dasatinib | ponatinib | PP-2 | rebastinib | tolimidone
GLO1	0.00131300170093402	0.990070868725826	baicalein | delphinidin | glutathione | indomethacin | kaempferol | naringenin
PREP	-0.0989824236817761	0.344560045884053	baicalein | baicalin | Y-29794
BAX	0.269762167646444	0.009104070175787	BAM7 | BAX-channel-blocker
GPI	-0.218271612306407	0.0357545759607345	barium-6-O-phosphonato-D-glucose
MMP8	0.339276655426576	0.000935737613135872	batimastat | cipemastat | doxycycline | ilomastat | marimastat | ONO-4817
PDE2A	-0.560144430187103	9.22280733318477e-09	bay-60-7550 | caffeine | dipyridamole | IBMX | milrinone | pentoxifylline | tofisopam
SYK	0.325728865148757	0.00151926275122762	BAY-61-3606 | ellagic-acid | ER-27319 | fostamatinib | GDC-0980 | GS-9973 | MNS-(3,4-Methylenedioxy-nitrostyrene) | PRT062070 | PRT062607 | R112 | R406
CFD	-0.0667840410611441	0.524085416393453	BCX-1470
HDAC10	-0.312882337143028	0.00236039001568272	belinostat | bufexamac | chidamide | JNJ-26481585 | PCI-34051 | SB-939 | trichostatin-a | vorinostat
HDAC4	0.160633821730178	0.123887358359914	belinostat | dacinostat | givinostat | JNJ-26481585 | LMK-235 | panobinostat | romidepsin | SB-939 | scriptaid | tasquinimod | trichostatin-a
CYP1A2	-0.411282862343708	4.92142051437878e-05	benfluralin | efavirenz | enilconazole | isoniazid | methoxsalen | nafcillin | nelfinavir | nevirapine | ritonavir | simeprevir | telithromycin | tenofovir-disoproxil
SULT2A1	-0.335367491271523	0.00107848897761927	benfluralin | dehydroepiandrosterone
UGT1A1	-0.233281609023903	0.024632476042113	benfluralin | dolutegravir
DDC	-0.28884545373161	0.00513082656032536	benserazide | carbidopa | MC-1 | melevodopa | methyldopa | pyridoxine
HPN	-0.230939094625645	0.0261435718177464	bentiromide
ABCC1	0.353182537077378	0.000556654182548339	benzbromarone | Ko143 | reversan | sulfinpyrazone
DAO	-0.71940556832085	0	benzoic-acid | flavin-adenine-dinucleotide | SEP-227900
RAB9A	0.047282981707499	0.652113710068614	benzoic-acid
PLK1	-0.17542001133956	0.0925854443642522	BI-2536 | GSK461364 | GW-843682X | HMN-214 | LY294002 | NMS-1286937 | rigosertib | SBE-13 | TAK-960 | volasertib | wortmannin
HSPB1	-0.125376741965325	0.2306813681981	bicyclol | SB-242235
RPS6KA1	-0.158052579749933	0.130103555737903	BI-D1870 | BRD-7389 | dorsomorphin | GSK1838705A | purvalanol-a
AKR1C3	-0.165826146638417	0.112078952637818	bimatoprost | C11-Acetate | coenzyme-i | diclofenac | flufenamic-acid | hexylene-glycol | rutin
ITGA4	0.0714690698576587	0.495340150790056	BIO-1211 | BIO-5192 | CT-7758 | firategrast | SB-683698 | TCS-2314
ACACA	0.231520993106741	0.025761006387474	biotin | CP-640186 | KD-023
HLCS	0.0469547312822655	0.65437342317575	biotin
MCCC1	-0.433753095998329	1.71019817840893e-05	biotin
MCCC2	-0.594998657157351	0	biotin
PCCA	-0.571767479335144	3.47612046493807e-09	biotin
PCCB	-0.588373966757184	4.41518276989971e-10	biotin | val
SLC5A6	0.360717376383874	0.00041613237066012	biotin | thioctic-acid
CTSC	0.431261376861329	1.92955295132416e-05	bipenamol
PTPN1	0.422876070544	2.87769594734317e-05	bis(maltolato)oxovanadium(IV) | BVT-948 | C11-Acetate | corosolic-acid | evans-blue | hexylene-glycol | licochalcone-a | rheochrysidin | SNAP | S-Nitrosoglutathione | tiludronate | ursolic-acid | usniacin-(+)
SIRT1	0.186640207692996	0.0733076433331166	bisindolylmaleimide-ix | EX-527 | sirtinol | splitomycin | SRT1720 | SRT2104 | tenovin-1 | tenovin-6
MCL1	-0.134433469606995	0.198522769035748	bithionol | morin | rosmarinic-acid | TW-37
LIG1	0.455820476858345	5.64783535632235e-06	bleomycin
LIG3	0.362567515144281	0.000387038901823415	bleomycin
FABP4	-0.341067112291486	0.000876310345006312	BMS-309403 | ethanolamine-oleate | linoleic-acid
ITGAL	-0.0102205246038614	0.922444850353659	BMS-587101 | lovastatin
ITGB2	0.400047745516397	8.13631264182103e-05	BMS-587101 | simvastatin
MERTK	-0.181999940318104	0.0808453794722304	BMS-777607 | LDC1267 | MK-2461 | UNC2025 | UNC2250
CTSA	0.134090298707887	0.199679005392423	boceprevir | telaprevir
CTSF	-0.381606039807824	0.000179181623739246	boceprevir
CTSL	0.0166661693175375	0.873824978903926	boceprevir | cathepsin-inhibitor-1 | felbinac | pepstatin | VBY-825
CTSS	0.000462534690101758	0.996538911022029	boceprevir | E-64 | LY3000328 | VBY-825
PSMA1	-0.360478648801886	0.000420029702902917	bortezomib | carfilzomib
PSMA2	-0.452194801706902	6.80881379354686e-06	bortezomib | carfilzomib
PSMA3	-0.281952194801707	0.00633896135113444	bortezomib | carfilzomib
PSMA4	-0.30179642505446	0.00340271128799688	bortezomib | carfilzomib
PSMA5	-0.283981379248605	0.00595946370835971	bortezomib | carfilzomib
PSMA6	-0.0328847244188475	0.753934798683321	bortezomib | carfilzomib
PSMA7	-0.206379994628629	0.0473297159615501	bortezomib | carfilzomib
PSMB1	-0.337889051356271	0.000984302460315738	bortezomib | carfilzomib | MG-132
PSMB10	-0.093432007400555	0.37238901281692	bortezomib | carfilzomib
PSMB2	-0.0443138074065232	0.672666291183385	bortezomib | carfilzomib
PSMB3	-0.400390916415505	8.01431056879983e-05	bortezomib | carfilzomib
PSMB4	-0.393124645638745	0.00010999448484829	bortezomib | carfilzomib
PSMB5	-0.124183104055385	0.235177883299357	bortezomib | carfilzomib
PSMB6	-0.20866282713139	0.0448936026973453	bortezomib | carfilzomib
PSMB7	-0.360135477902778	0.000425691047320015	bortezomib | carfilzomib
PSMB8	-0.198740712005013	0.0562927263622458	bortezomib | carfilzomib
PSMB9	-0.20785712154218	0.045741206258804	bortezomib | carfilzomib
PSMD1	0.115767956790308	0.268618028361804	bortezomib
PSMD2	-0.00364059562531706	0.972373395649003	bortezomib
CAMK1D	-0.0817940377786398	0.435045075941337	bosutinib
CAMK2G	0.0808689683984363	0.44027045279957	bosutinib
FRK	-0.156500850467011	0.133953861920118	bosutinib | dasatinib | regorafenib
HCK	0.237429500760944	0.0221396694373556	bosutinib | dasatinib | PP-1 | PP-121 | quercetin | rebastinib
MAP3K2	-0.102518575989973	0.32753268418561	bosutinib | PD-184352 | URMC-099
STK10	0.0720658888126287	0.491739006834033	bosutinib
STK24	0.302512607800424	0.00332457998710932	bosutinib
STK4	0.366939213989436	0.000325584486514651	bosutinib
RALA	0.231371788367999	0.0258586415997425	BQU57 | RBC8
RALB	0.00566978007221509	0.956955482740684	BQU57 | RBC8
CA5A	-0.325191728089284	0.00154807735396793	brinzolamide | ellagic-acid | ethoxzolamide | zonisamide
ITGA2	0.419623407239414	3.35147740731612e-05	BTT-3033 | TC-I-15
SLC12A4	-0.125898958550924	0.228733239014573	bumetanide
TPP2	-0.0481036077705828	0.646478245604963	butabindide
SQLE	-0.114365432246128	0.274490210691921	butenafine | ellagic-acid | naftifine | terbinafine
GCLM	-0.102279848407985	0.328664939749556	buthionine-sulfoximine | L-cysteine | L-glutamic-acid
PTPN11	-0.35501775536391	0.000518896312421946	BVT-948 | SHP099
PTPN2	0.300826594252633	0.00351114283797605	BVT-948
LTA4H	-0.164796633941094	0.114347783076595	C11-Acetate | captopril | ubenimex
SOD1	-0.543523022291188	3.10423212883124e-08	C11-Acetate | tetraethylenepentamine
EP300	0.335785264540002	0.00106233653709941	C646 | curcumin | epigallocatechin-gallate-(-) | I-CBP-112 | SGC-CBP30
TUBA4A	-0.245635761391782	0.017840227174352	cabazitaxel | colchicine | epothilone-b | epothilone-d | ixabepilone | podophyllotoxin | vincristine | vinorelbine
ATM	0.161469368267136	0.12192499278948	caffeine | CGK-733 | KU-55933 | KU-60019 | VE-822
ITPR2	-0.235176509205932	0.0234653768508735	caffeine
ITPR3	0.232804153859927	0.0249342593536434	caffeine
PDE8A	-0.49133120467906	8.12848090639905e-07	caffeine | dipyridamole | IBMX | ketotifen | pentoxifylline
MYLK	-0.628151950105935	0	CaMKII-IN-1 | RKI-1447
RRM1	0.469174300975799	2.7886560409005e-06	caracemide | cladribine | clofarabine | didox | enocitabine | fludarabine | fludarabine-phosphate | gemcitabine | gemcitabine-elaidate | hydroxyurea | imexon | triapine
CTNNB1	-0.270090418071678	0.00901753285456233	cardionogen-1 | CCT-031374 | ICG-001 | iCRT-14 | PNU-74654 | urea
CPS1	-0.470770791680344	2.55832394384733e-06	carglumic-acid
