"id","species","taxonId","ensembl","entrez","name","fullname","synonym","signature","chromStart","chromEnd","chromStrand","chromName","band","goTerms","function","goFunctions","goLocalizations","cerebralLocalization","nrIntxsValidated","nrIntxsPredicted","transcripts","humanOrthologs","mouseOrthologs","bovineOrthologs","lastModified"
"63454","Homo sapiens","9606","ENSG00000144218","3899","AFF3","AF4/FMR2 family, member 3 ","LAF4|MLLT2-like","AFF3|IDBG-63454|ENSG00000144218|3899","99545419","100142739","-1","2","q11.2","GO:0003690|double-stranded DNA binding|molecular_function#GO:0005634|nucleus|cellular_component#GO:0006351|transcription, DNA-templated|biological_process#GO:0006355|regulation of transcription, DNA-templated|biological_process#GO:0034612|response to tumor necrosis factor|biological_process#GO:0035116|embryonic hindlimb morphogenesis|biological_process"," double-stranded DNA binding","GO:0003690: double-stranded DNA binding","GO:0003690: double-stranded DNA binding","Nucleus","2","0","63458|295162|295160|383590|383593|383594|383595|383596|383600|383601|383602|383604|383606","","Aff3|IDBG-146921|ENSMUSG00000037138|16764","AFF3|IDBG-630378|ENSBTAG00000012449|787488","2017-02-20"
"63543","Homo sapiens","9606","ENSG00000125968","3397","ID1","inhibitor of DNA binding 1, dominant negative helix-loop-helix protein ","bHLHb24|ID","ID1|IDBG-63543|ENSG00000125968|3397","31605283","31606515","1","20","q11.21","GO:0000122|negative regulation of transcription from RNA polymerase II promoter|biological_process#GO:0001525|angiogenesis|biological_process#GO:0001886|endothelial cell morphogenesis|biological_process#GO:0003700|sequence-specific DNA binding transcription factor activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005634|nucleus|cellular_component#GO:0005654|nucleoplasm|cellular_component#GO:0005737|cytoplasm|cellular_component#GO:0005794|Golgi apparatus|cellular_component#GO:0006351|transcription, DNA-templated|biological_process#GO:0007179|transforming growth factor beta receptor signaling pathway|biological_process#GO:0007507|heart development|biological_process#GO:0010621|negative regulation of transcription by transcription factor localization|biological_process#GO:0030509|BMP signaling pathway|biological_process#GO:0031648|protein destabilization|biological_process#GO:0032963|collagen metabolic process|biological_process#GO:0043066|negative regulation of apoptotic process|biological_process#GO:0043392|negative regulation of DNA binding|biological_process#GO:0043408|regulation of MAPK cascade|biological_process#GO:0043433|negative regulation of sequence-specific DNA binding transcription factor activity|biological_process#GO:0043534|blood vessel endothelial cell migration|biological_process#GO:0045668|negative regulation of osteoblast differentiation|biological_process#GO:0045765|regulation of angiogenesis|biological_process#GO:0045892|negative regulation of transcription, DNA-templated|biological_process#GO:0046677|response to antibiotic|biological_process#GO:0046983|protein dimerization activity|molecular_function#GO:0048514|blood vessel morphogenesis|biological_process#GO:0060425|lung morphogenesis|biological_process#GO:0060426|lung vasculature development|biological_process"," protein dimerization activity","GO:0003700: sequence-specific DNA binding transcription factor activity#GO:0005515: protein binding#GO:0046983: protein dimerization activity","GO:0003700: sequence-specific DNA binding transcription factor activity,GO:0005515: protein binding,GO:0046983: protein dimerization activity","Nucleus","33","10","63545|63547","","Id1|IDBG-209844|ENSMUSG00000042745|15901","ID1|IDBG-641533|ENSBTAG00000016169|497011","2017-02-20"
"63670","Homo sapiens","9606","ENSG00000169255","8706","B3GALNT1","beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group) ","B3GALT3|beta3Gal-T3|galT3|Gb4Cer|GLCT3|GLOB|P|P1","B3GALNT1|IDBG-63670|ENSG00000169255|8706","161083883","161105384","-1","3","q26.1","GO:0000139|Golgi membrane|cellular_component#GO:0006486|protein glycosylation|biological_process#GO:0008378|galactosyltransferase activity|molecular_function#GO:0008499|UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity|molecular_function#GO:0009312|oligosaccharide biosynthetic process|biological_process#GO:0016020|membrane|cellular_component#GO:0016021|integral component of membrane|cellular_component#GO:0016757|transferase activity, transferring glycosyl groups|molecular_function#GO:0047273|galactosylgalactosylglucosylceramide beta-D-acetylgalactosaminyltransferase activity|molecular_function","beta-N-acetylglucosamine beta-1","GO:0008378: galactosyltransferase activity#GO:0008499: UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity#GO:0016757: transferase activity, transferring glycosyl groups#GO:0047273: galactosylgalactosylglucosylceramide beta-D-acetylgalactosaminyltransferase activity","GO:0008378: galactosyltransferase activity,GO:0008499: UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity,GO:0016757: transferase activity, transferring glycosyl groups,GO:0047273: galactosylgalactosylglucosylceramide beta-D-acetylgalactosaminyltransferase activity","Plasma membrane","1","0","63672|244964|244968|385133|481552|482281|474679|484251|482266|482004|477906|482625|475064","","B3galnt1|IDBG-151548|ENSMUSG00000043300|26879","BT.30969|IDBG-647296|ENSBTAG00000046104|767844","2017-02-20"
"63673","Homo sapiens","9606","ENSG00000171552","598","BCL2L1","BCL2-like 1 ","Bcl-X|bcl-xL|BCL-XL/S|bcl-xS|BCL2L|BCLX|BCLXL|BCLXS|PPP1R52","BCL2L1|IDBG-63673|ENSG00000171552|598","31664452","31723989","-1","20","q11.21","GO:0000910|cytokinesis|biological_process#GO:0001541|ovarian follicle development|biological_process#GO:0001701|in utero embryonic development|biological_process#GO:0001836|release of cytochrome c from mitochondria|biological_process#GO:0005515|protein binding|molecular_function#GO:0005622|intracellular|cellular_component#GO:0005634|nucleus|cellular_component#GO:0005730|nucleolus|cellular_component#GO:0005737|cytoplasm|cellular_component#GO:0005739|mitochondrion|cellular_component#GO:0005741|mitochondrial outer membrane|cellular_component#GO:0005743|mitochondrial inner membrane|cellular_component#GO:0005759|mitochondrial matrix|cellular_component#GO:0005813|centrosome|cellular_component#GO:0005829|cytosol|cellular_component#GO:0006897|endocytosis|biological_process#GO:0006915|apoptotic process|biological_process#GO:0007093|mitotic cell cycle checkpoint|biological_process#GO:0007281|germ cell development|biological_process#GO:0007283|spermatogenesis|biological_process#GO:0008283|cell proliferation|biological_process#GO:0008284|positive regulation of cell proliferation|biological_process#GO:0008584|male gonad development|biological_process#GO:0008630|intrinsic apoptotic signaling pathway in response to DNA damage|biological_process#GO:0008637|apoptotic mitochondrial changes|biological_process#GO:0009314|response to radiation|biological_process#GO:0009566|fertilization|biological_process#GO:0009615|response to virus|biological_process#GO:0010507|negative regulation of autophagy|biological_process#GO:0016020|membrane|cellular_component#GO:0016021|integral component of membrane|cellular_component#GO:0019050|suppression by virus of host apoptotic process|biological_process#GO:0019901|protein kinase binding|molecular_function#GO:0030054|cell junction|cellular_component#GO:0030672|synaptic vesicle membrane|cellular_component#GO:0031965|nuclear membrane|cellular_component#GO:0031966|mitochondrial membrane|cellular_component#GO:0034097|response to cytokine|biological_process#GO:0035872|nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway|biological_process#GO:0040007|growth|biological_process#GO:0042802|identical protein binding|molecular_function#GO:0042803|protein homodimerization activity|molecular_function#GO:0042981|regulation of apoptotic process|biological_process#GO:0043065|positive regulation of apoptotic process|biological_process#GO:0043066|negative regulation of apoptotic process|biological_process#GO:0043524|negative regulation of neuron apoptotic process|biological_process#GO:0045087|innate immune response|biological_process#GO:0046898|response to cycloheximide|biological_process#GO:0046902|regulation of mitochondrial membrane permeability|biological_process#GO:0046982|protein heterodimerization activity|molecular_function#GO:0051402|neuron apoptotic process|biological_process#GO:0051434|BH3 domain binding|molecular_function#GO:0051881|regulation of mitochondrial membrane potential|biological_process#GO:0060154|cellular process regulating host cell cycle in response to virus|biological_process#GO:0070584|mitochondrion morphogenesis|biological_process#GO:0071230|cellular response to amino acid stimulus|biological_process#GO:0071312|cellular response to alkaloid|biological_process#GO:0071480|cellular response to gamma radiation|biological_process#GO:0071839|apoptotic process in bone marrow|biological_process#GO:0090005|negative regulation of establishment of protein localization to plasma membrane|biological_process#GO:0090201|negative regulation of release of cytochrome c from mitochondria|biological_process#GO:0097136|Bcl-2 family protein complex|cellular_component#GO:0097192|extrinsic apoptotic signaling pathway in absence of ligand|biological_process#GO:0097193|intrinsic apoptotic signaling pathway|biological_process#GO:0097284|hepatocyte apoptotic process|biological_process#GO:1900118|negative regulation of execution phase of apoptosis|biological_process#GO:1902230|negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage|biological_process#GO:2000811|negative regulation of anoikis|biological_process#GO:2001240|negative regulation of extrinsic apoptotic signaling pathway in absence of ligand|biological_process#GO:2001243|negative regulation of intrinsic apoptotic signaling pathway|biological_process#GO:2001244|positive regulation of intrinsic apoptotic signaling pathway|biological_process"," BH3 domain binding","GO:0005515: protein binding#GO:0019901: protein kinase binding#GO:0042802: identical protein binding#GO:0042803: protein homodimerization activity#GO:0046982: protein heterodimerization activity#GO:0051434: BH3 domain binding","GO:0005515: protein binding,GO:0019901: protein kinase binding,GO:0042802: identical protein binding,GO:0042803: protein homodimerization activity,GO:0046982: protein heterodimerization activity,GO:0051434: BH3 domain binding","Nucleus","177","8","63675|63677|63681|370467|370475|370479|370484|370485|370487","","Bcl2l1|IDBG-209867|ENSMUSG00000007659|12048","BCL2L1|IDBG-641541|ENSBTAG00000006526|282152","2017-02-20"
"63688","Homo sapiens","9606","ENSG00000185344","23545","ATP6V0A2","ATPase, H+ transporting, lysosomal V0 subunit a2 ","A2|ARCL|ARCL2A|ATP6A2|ATP6N1D|J6B7|RTF|STV1|TJ6|TJ6M|TJ6S|VPH1|WSS","ATP6V0A2|IDBG-63688|ENSG00000185344|23545","123712318","123761755","1","12","q24.31","GO:0000220|vacuolar proton-transporting V-type ATPase, V0 domain|cellular_component#GO:0001669|acrosomal vesicle|cellular_component#GO:0005515|protein binding|molecular_function#GO:0005737|cytoplasm|cellular_component#GO:0005765|lysosomal membrane|cellular_component#GO:0005886|plasma membrane|cellular_component#GO:0006879|cellular iron ion homeostasis|biological_process#GO:0006955|immune response|biological_process#GO:0008286|insulin receptor signaling pathway|biological_process#GO:0010008|endosome membrane|cellular_component#GO:0015078|hydrogen ion transmembrane transporter activity|molecular_function#GO:0015991|ATP hydrolysis coupled proton transport|biological_process#GO:0016021|integral component of membrane|cellular_component#GO:0030670|phagocytic vesicle membrane|cellular_component#GO:0033179|proton-transporting V-type ATPase, V0 domain|cellular_component#GO:0033572|transferrin transport|biological_process#GO:0051701|interaction with host|biological_process#GO:0055085|transmembrane transport|biological_process#GO:0090382|phagosome maturation|biological_process"," hydrogen ion transmembrane transporter activity","GO:0005515: protein binding#GO:0015078: hydrogen ion transmembrane transporter activity","GO:0005515: protein binding,GO:0015078: hydrogen ion transmembrane transporter activity","Plasma membrane","8","1","63690|590284|603266|587430|813173","","Atp6v0a2|IDBG-200994|ENSMUSG00000038023|21871","ATP6V0A2|IDBG-632091|ENSBTAG00000007272|338038","2017-02-20"
"63703","Homo sapiens","9606","ENSG00000015285","7454","WAS","Wiskott-Aldrich syndrome ","IMD2|SCNX|THC|THC1|WASP","WAS|IDBG-63703|ENSG00000015285|7454","48676596","48691427","1","X","p11.23","GO:0003779|actin binding|molecular_function#GO:0005083|small GTPase regulator activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005829|cytosol|cellular_component#GO:0005911|cell-cell junction|cellular_component#GO:0006461|protein complex assembly|biological_process#GO:0006952|defense response|biological_process#GO:0006955|immune response|biological_process#GO:0007015|actin filament organization|biological_process#GO:0007596|blood coagulation|biological_process#GO:0008154|actin polymerization or depolymerization|biological_process#GO:0008544|epidermis development|biological_process#GO:0012506|vesicle membrane|cellular_component#GO:0015629|actin cytoskeleton|cellular_component#GO:0016197|endosomal transport|biological_process#GO:0030041|actin filament polymerization|biological_process#GO:0030048|actin filament-based movement|biological_process#GO:0038096|Fc-gamma receptor signaling pathway involved in phagocytosis|biological_process#GO:0042110|T cell activation|biological_process#GO:0042802|identical protein binding|molecular_function#GO:0045087|innate immune response|biological_process#GO:0050790|regulation of catalytic activity|biological_process#GO:0050852|T cell receptor signaling pathway|biological_process#GO:0070062|extracellular vesicular exosome|cellular_component#GO:2000601|positive regulation of Arp2/3 complex-mediated actin nucleation|biological_process"," identical protein binding","GO:0003779: actin binding#GO:0005083: small GTPase regulator activity#GO:0005515: protein binding#GO:0042802: identical protein binding","GO:0003779: actin binding,GO:0005083: small GTPase regulator activity,GO:0005515: protein binding,GO:0042802: identical protein binding","Cell surface","116","18","63705|370520","","Was|IDBG-130090|ENSMUSG00000031165|22376","WAS|IDBG-636860|ENSBTAG00000046555|","2017-02-20"
"63742","Homo sapiens","9606","ENSG00000087191","5705","PSMC5","proteasome (prosome, macropain) 26S subunit, ATPase, 5 ","p45|p45/SUG|S8|SUG-1|SUG1|TBP10|TRIP1","PSMC5|IDBG-63742|ENSG00000087191|5705","63827152","63832026","1","17","q23.3","GO:0000082|G1/S transition of mitotic cell cycle|biological_process#GO:0000209|protein polyubiquitination|biological_process#GO:0000278|mitotic cell cycle|biological_process#GO:0000502|proteasome complex|cellular_component#GO:0002474|antigen processing and presentation of peptide antigen via MHC class I|biological_process#GO:0002479|antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent|biological_process#GO:0003712|transcription cofactor activity|molecular_function#GO:0005102|receptor binding|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005524|ATP binding|molecular_function#GO:0005634|nucleus|cellular_component#GO:0005654|nucleoplasm|cellular_component#GO:0005737|cytoplasm|cellular_component#GO:0005829|cytosol|cellular_component#GO:0005838|proteasome regulatory particle|cellular_component#GO:0006200|ATP catabolic process|biological_process#GO:0006281|DNA repair|biological_process#GO:0006310|DNA recombination|biological_process#GO:0006366|transcription from RNA polymerase II promoter|biological_process#GO:0006521|regulation of cellular amino acid metabolic process|biological_process#GO:0006915|apoptotic process|biological_process#GO:0006977|DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest|biological_process#GO:0008134|transcription factor binding|molecular_function#GO:0008152|metabolic process|biological_process#GO:0009378|four-way junction helicase activity|molecular_function#GO:0010467|gene expression|biological_process#GO:0016020|membrane|cellular_component#GO:0016032|viral process|biological_process#GO:0016070|RNA metabolic process|biological_process#GO:0016071|mRNA metabolic process|biological_process#GO:0016234|inclusion body|cellular_component#GO:0016787|hydrolase activity|molecular_function#GO:0016887|ATPase activity|molecular_function#GO:0017025|TBP-class protein binding|molecular_function#GO:0017111|nucleoside-triphosphatase activity|molecular_function#GO:0022624|proteasome accessory complex|cellular_component#GO:0030163|protein catabolic process|biological_process#GO:0031145|anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process|biological_process#GO:0031410|cytoplasmic vesicle|cellular_component#GO:0031531|thyrotropin-releasing hormone receptor binding|molecular_function#GO:0031595|nuclear proteasome complex|cellular_component#GO:0031597|cytosolic proteasome complex|cellular_component#GO:0034641|cellular nitrogen compound metabolic process|biological_process#GO:0042590|antigen processing and presentation of exogenous peptide antigen via MHC class I|biological_process#GO:0042981|regulation of apoptotic process|biological_process#GO:0043066|negative regulation of apoptotic process|biological_process#GO:0043069|negative regulation of programmed cell death|biological_process#GO:0043161|proteasome-mediated ubiquitin-dependent protein catabolic process|biological_process#GO:0044281|small molecule metabolic process|biological_process#GO:0045892|negative regulation of transcription, DNA-templated|biological_process#GO:0045893|positive regulation of transcription, DNA-templated|biological_process#GO:0051436|negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle|biological_process#GO:0051437|positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle|biological_process#GO:0051439|regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle|biological_process#GO:0070062|extracellular vesicular exosome|cellular_component#GO:0072562|blood microparticle|cellular_component#GO:0090261|positive regulation of inclusion body assembly|biological_process"," thyrotropin-releasing hormone receptor binding","GO:0003712: transcription cofactor activity#GO:0005102: receptor binding#GO:0005515: protein binding#GO:0005524: ATP binding#GO:0008134: transcription factor binding#GO:0009378: four-way junction helicase activity#GO:0016787: hydrolase activity#GO:0016887: ATPase activity#GO:0017025: TBP-class protein binding#GO:0017111: nucleoside-triphosphatase activity#GO:0031531: thyrotropin-releasing hormone receptor binding","GO:0003712: transcription cofactor activity,GO:0005102: receptor binding,GO:0005515: protein binding,GO:0005524: ATP binding,GO:0008134: transcription factor binding,GO:0009378: four-way junction helicase activity,GO:0016787: hydrolase activity,GO:0016887: ATPase activity,GO:0017025: TBP-class protein binding,GO:0017111: nucleoside-triphosphatase activity,GO:0031531: thyrotropin-releasing hormone receptor binding","Nucleus","203","8","63744|63746|761659|762545|762966|764762|762749|758351|762201|764440|760452|764861","","Psmc5|IDBG-213426|ENSMUSG00000020708|19184","PSMC5|IDBG-641700|ENSBTAG00000021061|282015","2017-02-20"
"63774","Homo sapiens","9606","ENSG00000104951","259307","IL4I1","interleukin 4 induced 1 ","","IL4I1|IDBG-63774|ENSG00000104951|259307","49889654","49929539","-1","19","q13.33","GO:0001716|L-amino-acid oxidase activity|molecular_function#GO:0005576|extracellular region|cellular_component#GO:0005764|lysosome|cellular_component#GO:0016491|oxidoreductase activity|molecular_function#GO:0050660|flavin adenine dinucleotide binding|molecular_function#GO:0055114|oxidation-reduction process|biological_process"," flavin adenine dinucleotide binding","GO:0001716: L-amino-acid oxidase activity#GO:0016491: oxidoreductase activity#GO:0050660: flavin adenine dinucleotide binding","GO:0001716: L-amino-acid oxidase activity,GO:0016491: oxidoreductase activity,GO:0050660: flavin adenine dinucleotide binding","Extracellular","0","0","63776|246903|762604|762284|766217|764719|761058|762481","","Il4i1|IDBG-179780|ENSMUSG00000074141|100328588,14204","IL4I1|IDBG-640892|ENSBTAG00000005766|100138517","2017-02-20"
"63781","Homo sapiens","9606","ENSG00000054967","84957","RELT","RELT tumor necrosis factor receptor ","","RELT|IDBG-63781|ENSG00000054967|84957","73376264","73397474","1","11","q13.4","GO:0005737|cytoplasm|cellular_component#GO:0005886|plasma membrane|cellular_component#GO:0016021|integral component of membrane|cellular_component#GO:0070062|extracellular vesicular exosome|cellular_component","","","","Plasma membrane","2","0","63783|243336|587792|588927","","Relt|IDBG-201680|ENSMUSG00000008318|320100","RELT|IDBG-635302|ENSBTAG00000016494|505716","2017-02-20"
"63853","Homo sapiens","9606","ENSG00000071054","9448","MAP4K4","mitogen-activated protein kinase kinase kinase kinase 4 ","FLH21957|HEL-S-31|HGK|MEKKK4|NIK","MAP4K4|IDBG-63853|ENSG00000071054|9448","101696850","101894689","1","2","q11.2","GO:0004672|protein kinase activity|molecular_function#GO:0004674|protein serine/threonine kinase activity|molecular_function#GO:0004713|protein tyrosine kinase activity|molecular_function#GO:0005083|small GTPase regulator activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005524|ATP binding|molecular_function#GO:0005737|cytoplasm|cellular_component#GO:0006468|protein phosphorylation|biological_process#GO:0010977|negative regulation of neuron projection development|biological_process#GO:0016772|transferase activity, transferring phosphorus-containing groups|molecular_function#GO:0023014|signal transduction by phosphorylation|biological_process#GO:0035556|intracellular signal transduction|biological_process#GO:0046328|regulation of JNK cascade|biological_process#GO:0050790|regulation of catalytic activity|biological_process#GO:0061179|negative regulation of insulin secretion involved in cellular response to glucose stimulus|biological_process#GO:0070571|negative regulation of neuron projection regeneration|biological_process"," transferase activity","GO:0004672: protein kinase activity#GO:0004674: protein serine/threonine kinase activity#GO:0004713: protein tyrosine kinase activity#GO:0005083: small GTPase regulator activity#GO:0005515: protein binding#GO:0005524: ATP binding#GO:0016772: transferase activity, transferring phosphorus-containing groups","GO:0004672: protein kinase activity,GO:0004674: protein serine/threonine kinase activity,GO:0004713: protein tyrosine kinase activity,GO:0005083: small GTPase regulator activity,GO:0005515: protein binding,GO:0005524: ATP binding,GO:0016772: transferase activity, transferring phosphorus-containing groups","Cytoplasm","29","5","63855|63857|63859|63861|63863|383792|383808|383810|383811|383812|383813|383814","","Map4k4|IDBG-147835|ENSMUSG00000026074|26921","MAP4K4|IDBG-630617|ENSBTAG00000013023|","2017-02-20"
"63914","Homo sapiens","9606","ENSG00000161640","114132","SIGLEC11","sialic acid binding Ig-like lectin 11 ","","SIGLEC11|IDBG-63914|ENSG00000161640|114132","49948985","49961172","-1","19","q13.33","GO:0005515|protein binding|molecular_function#GO:0007155|cell adhesion|biological_process#GO:0016021|integral component of membrane|cellular_component#GO:0045087|innate immune response|biological_process"," protein binding","GO:0005515: protein binding","GO:0005515: protein binding","Plasma membrane","4","0","383603|383609|383611","","","","2017-02-20"
"63921","Homo sapiens","9606","ENSG00000114204","5276","SERPINI2","serpin peptidase inhibitor, clade I (pancpin), member 2 ","MEPI|PANCPIN|PI14|TSA2004","SERPINI2|IDBG-63921|ENSG00000114204|5276","167441789","167479004","-1","3","q26.1","GO:0004867|serine-type endopeptidase inhibitor activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005615|extracellular space|cellular_component#GO:0006928|cellular component movement|biological_process#GO:0010951|negative regulation of endopeptidase activity|biological_process#GO:0030155|regulation of cell adhesion|biological_process#GO:0030162|regulation of proteolysis|biological_process"," protein binding","GO:0004867: serine-type endopeptidase inhibitor activity#GO:0005515: protein binding","GO:0004867: serine-type endopeptidase inhibitor activity,GO:0005515: protein binding","Extracellular","4","0","63923|482122|476562|476260|482262|485060|811136","","Serpini2|IDBG-152263|ENSMUSG00000034139|67931","SERPINI2|IDBG-636843|ENSBTAG00000011423|519219","2017-02-20"
"63952","Homo sapiens","9606","ENSG00000073060","949","SCARB1","scavenger receptor class B, member 1 ","CD36L1|CLA-1|CLA1|HDLQTL6|SR-BI|SRB1","SCARB1|IDBG-63952|ENSG00000073060|949","124776856","124882668","-1","12","q24.31","GO:0001530|lipopolysaccharide binding|molecular_function#GO:0001786|phosphatidylserine binding|molecular_function#GO:0001875|lipopolysaccharide receptor activity|molecular_function#GO:0001935|endothelial cell proliferation|biological_process#GO:0005215|transporter activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005545|1-phosphatidylinositol binding|molecular_function#GO:0005737|cytoplasm|cellular_component#GO:0005765|lysosomal membrane|cellular_component#GO:0005886|plasma membrane|cellular_component#GO:0005887|integral component of plasma membrane|cellular_component#GO:0005901|caveola|cellular_component#GO:0006702|androgen biosynthetic process|biological_process#GO:0006707|cholesterol catabolic process|biological_process#GO:0006869|lipid transport|biological_process#GO:0006898|receptor-mediated endocytosis|biological_process#GO:0006910|phagocytosis, recognition|biological_process#GO:0007155|cell adhesion|biological_process#GO:0008035|high-density lipoprotein particle binding|molecular_function#GO:0009986|cell surface|cellular_component#GO:0010595|positive regulation of endothelial cell migration|biological_process#GO:0010867|positive regulation of triglyceride biosynthetic process|biological_process#GO:0010886|positive regulation of cholesterol storage|biological_process#GO:0010899|regulation of phosphatidylcholine catabolic process|biological_process#GO:0015914|phospholipid transport|biological_process#GO:0015920|lipopolysaccharide transport|biological_process#GO:0016020|membrane|cellular_component#GO:0016021|integral component of membrane|cellular_component#GO:0016032|viral process|biological_process#GO:0030169|low-density lipoprotein particle binding|molecular_function#GO:0030301|cholesterol transport|biological_process#GO:0030666|endocytic vesicle membrane|cellular_component#GO:0031528|microvillus membrane|cellular_component#GO:0031663|lipopolysaccharide-mediated signaling pathway|biological_process#GO:0032497|detection of lipopolysaccharide|biological_process#GO:0033344|cholesterol efflux|biological_process#GO:0034185|apolipoprotein binding|molecular_function#GO:0034186|apolipoprotein A-I binding|molecular_function#GO:0034375|high-density lipoprotein particle remodeling|biological_process#GO:0034383|low-density lipoprotein particle clearance|biological_process#GO:0034384|high-density lipoprotein particle clearance|biological_process#GO:0042060|wound healing|biological_process#GO:0042157|lipoprotein metabolic process|biological_process#GO:0042632|cholesterol homeostasis|biological_process#GO:0042803|protein homodimerization activity|molecular_function#GO:0043534|blood vessel endothelial cell migration|biological_process#GO:0043654|recognition of apoptotic cell|biological_process#GO:0043691|reverse cholesterol transport|biological_process#GO:0044281|small molecule metabolic process|biological_process#GO:0044406|adhesion of symbiont to host|biological_process#GO:0045087|innate immune response|biological_process#GO:0050764|regulation of phagocytosis|biological_process#GO:0051000|positive regulation of nitric-oxide synthase activity|biological_process#GO:0070062|extracellular vesicular exosome|cellular_component#GO:0070328|triglyceride homeostasis|biological_process#GO:0070506|high-density lipoprotein particle receptor activity|molecular_function#GO:0070508|cholesterol import|biological_process"," high-density lipoprotein particle receptor activity","GO:0001530: lipopolysaccharide binding#GO:0001786: phosphatidylserine binding#GO:0001875: lipopolysaccharide receptor activity#GO:0005215: transporter activity#GO:0005515: protein binding#GO:0005545: 1-phosphatidylinositol binding#GO:0008035: high-density lipoprotein particle binding#GO:0030169: low-density lipoprotein particle binding#GO:0034185: apolipoprotein binding#GO:0034186: apolipoprotein A-I binding#GO:0042803: protein homodimerization activity#GO:0070506: high-density lipoprotein particle receptor activity","GO:0001530: lipopolysaccharide binding,GO:0001786: phosphatidylserine binding,GO:0001875: lipopolysaccharide receptor activity,GO:0005215: transporter activity,GO:0005515: protein binding,GO:0005545: 1-phosphatidylinositol binding,GO:0008035: high-density lipoprotein particle binding,GO:0030169: low-density lipoprotein particle binding,GO:0034185: apolipoprotein binding,GO:0034186: apolipoprotein A-I binding,GO:0042803: protein homodimerization activity,GO:0070506: high-density lipoprotein particle receptor activity","Cell surface","7","0","63954|63958|385019|597107|597222|592067","","Scarb1|IDBG-201281|ENSMUSG00000037936|20778","SCARB1|IDBG-631911|ENSBTAG00000014269|282346","2017-02-20"
"63979","Homo sapiens","9606","ENSG00000136754","10006","ABI1","abl-interactor 1 ","ABI-1|ABLBP4|E3B1|NAP1BP|SSH3BP|SSH3BP1","ABI1|IDBG-63979|ENSG00000136754|10006","26746593","26861087","-1","10","p12.1","GO:0001756|somitogenesis|biological_process#GO:0005515|protein binding|molecular_function#GO:0005622|intracellular|cellular_component#GO:0005634|nucleus|cellular_component#GO:0005737|cytoplasm|cellular_component#GO:0005783|endoplasmic reticulum|cellular_component#GO:0005829|cytosol|cellular_component#GO:0006928|cellular component movement|biological_process#GO:0007169|transmembrane receptor protein tyrosine kinase signaling pathway|biological_process#GO:0008092|cytoskeletal protein binding|molecular_function#GO:0008154|actin polymerization or depolymerization|biological_process#GO:0008285|negative regulation of cell proliferation|biological_process#GO:0009987|cellular process|biological_process#GO:0014069|postsynaptic density|cellular_component#GO:0018108|peptidyl-tyrosine phosphorylation|biological_process#GO:0030027|lamellipodium|cellular_component#GO:0030054|cell junction|cellular_component#GO:0030175|filopodium|cellular_component#GO:0030296|protein tyrosine kinase activator activity|molecular_function#GO:0030426|growth cone|cellular_component#GO:0031209|SCAR complex|cellular_component#GO:0031252|cell leading edge|cellular_component#GO:0032403|protein complex binding|molecular_function#GO:0035855|megakaryocyte development|biological_process#GO:0038096|Fc-gamma receptor signaling pathway involved in phagocytosis|biological_process#GO:0043005|neuron projection|cellular_component#GO:0045087|innate immune response|biological_process#GO:0045211|postsynaptic membrane|cellular_component#GO:0070062|extracellular vesicular exosome|cellular_component#GO:0072673|lamellipodium morphogenesis|biological_process"," protein complex binding","GO:0005515: protein binding#GO:0008092: cytoskeletal protein binding#GO:0030296: protein tyrosine kinase activator activity#GO:0032403: protein complex binding","GO:0005515: protein binding,GO:0008092: cytoskeletal protein binding,GO:0030296: protein tyrosine kinase activator activity,GO:0032403: protein complex binding","Nucleus","80","22","63981|63983|63985|63987|63989|63993|63995|63997|63999|64001|584033|598792","","Abi1|IDBG-141468|ENSMUSG00000058835|11308","ABI1|IDBG-637176|ENSBTAG00000005136|540815","2017-02-20"
