Interactor	Canonical Name	Naming Convention	Major Loc With Loc Score	Minor Loc	Loc Experimental System Type	Loc Source DB	Interaction Source DB	Taxonomy ID
Q9Y5L0	Transportin-3	UniProtKB/Swiss-Prot/P	Cytosol(0.988)|Nucleus(0.992)	GO:0005737|GO:0043231|GO:0043231|GO:0005634|GO:0005634|GO:0005634|GO:0031965	Predicted: inferred from biological aspect of ancestor|Experimental: inferred from direct assay|Experimental: annotated protein expression (APE)|Predicted: SVM decision tree|Predicted: pTarget method|Predicted: PAML algorithm|Predicted: inferred from biological aspect of ancestor	GO|GO|The Human Protein Atlas|eSLDB|LOCATE|PA-GOSUB|GO	BioGRID	9606
Q9UPT9	Ubiquitin carboxyl-terminal hydrolase 22	UniProtKB/Swiss-Prot/P	Cytosol(0.973)|Nucleus(0.999)	GO:0005737|GO:0005737|GO:0005737|GO:0005654|GO:0016607|GO:0016607|GO:0070461|GO:0000124	Predicted: SVM decision tree|Predicted: pTarget method|Predicted: PAML algorithm|Unknown: traceable author statement|Experimental: inferred from direct assay|Experimental: annotated protein expression (APE)|Experimental: inferred from direct assay|Experimental: inferred from direct assay	eSLDB|LOCATE|PA-GOSUB|GO|GO|The Human Protein Atlas|GO|GO	BioGRID	9606
Q9H9E3	Conserved oligomeric Golgi complex subunit 4	UniProtKB/Swiss-Prot/P	Cytosol(0.988)|Secretory-pathway(0.994)|Extracellular(0.8)	GO:0005737|GO:0005737|GO:0043231|GO:0005794|GO:0005794|GO:0000139|GO:0017119|GO:0032588|GO:0005576	Predicted: SVM decision tree|Experimental: experimental|Experimental: annotated protein expression (APE)|Predicted: PAML algorithm|Experimental: annotated protein expression (APE)|Unknown: traceable author statement|Experimental: inferred from direct assay|Unknown: traceable author statement|Experimental: experimental	eSLDB|Human Proteinpedia|The Human Protein Atlas|PA-GOSUB|The Human Protein Atlas|GO|GO|GO|MatrixDB	BioGRID	9606
J3KT10	Nuclear pore complex protein Nup85	UniProtKB/TrEmbl/P	Cytosol(0.8)|Nucleus(0.8)	GO:0005829|GO:0005634	Experimental: annotated protein expression (APE)|Experimental: annotated protein expression (APE)	The Human Protein Atlas|The Human Protein Atlas	BioGRID	9606
Q9NRY5	Protein FAM114A2	UniProtKB/Swiss-Prot/P	N/A(0.3)|Cytosol(0.995)|Secretory-pathway(0.7)	GO:0005575|GO:0005737|GO:0005737|GO:0005737|GO:0043231|GO:0005794	Unknown: no biological data available|Predicted: SVM decision tree|Predicted: pTarget method|Predicted: PAML algorithm|Experimental: annotated protein expression (APE)|Predicted: PAML algorithm	GO|eSLDB|LOCATE|PA-GOSUB|The Human Protein Atlas|PA-GOSUB	BioGRID	9606
Q08AM6	Protein VAC14 homolog	UniProtKB/Swiss-Prot/P	Cytosol(0.992)|Nucleus(0.7)|Secretory-pathway(0.952)|Extracellular(0.8)	GO:0005737|GO:0005829|GO:0043231|GO:0005634|GO:0005783|GO:0000139|GO:0031902|GO:0031901|GO:0010008|GO:0070772|GO:0005576	Predicted: PAML algorithm|Experimental: annotated protein expression (APE)|Experimental: annotated protein expression (APE)|Predicted: SVM decision tree|Unknown: inferred from electronic annotation|Unknown: traceable author statement|Unknown: traceable author statement|Unknown: traceable author statement|Experimental: inferred from direct assay|Unknown: inferred from electronic annotation|Experimental: experimental	PA-GOSUB|The Human Protein Atlas|The Human Protein Atlas|eSLDB|GO|GO|GO|GO|GO|GO|MatrixDB	BioGRID	9606
O14787	Transportin-2	UniProtKB/Swiss-Prot/P	Cytosol(0.973)|Nucleus(1)	GO:0005737|GO:0005737|GO:0005737|GO:0005634|GO:0005634|GO:0005634|GO:0005634|GO:0005634|GO:0034399|GO:0005730|GO:0031965	Predicted: SVM decision tree|Predicted: inferred from biological aspect of ancestor|Predicted: PAML algorithm|Unknown: traceable author statement|Experimental: experimental|Experimental: experimental|Predicted: PAML algorithm|Experimental: annotated protein expression (APE)|Predicted: inferred from biological aspect of ancestor|Experimental: annotated protein expression (APE)|Predicted: inferred from biological aspect of ancestor	eSLDB|GO|PA-GOSUB|GO|Human Proteinpedia|Organelle|PA-GOSUB|The Human Protein Atlas|GO|The Human Protein Atlas|GO	BioGRID	9606
Q9UNW1	Multiple inositol polyphosphate phosphatase 1	UniProtKB/Swiss-Prot/P	Secretory-pathway(0.994)|Cytosol(0.86)|Nucleus(0.8)|Extracellular(0.7)	GO:secretory_pathway|GO:0005737|GO:0005634|GO:0005783|GO:0005783|GO:0005783|GO:0005788|GO:0005576|GO:0070062	Predicted: SVM decision tree|Experimental: experimental|Experimental: experimental|Experimental: experimental|Unknown: traceable author statement|Experimental: experimental|Unknown: traceable author statement|Predicted: PAML algorithm|Unknown: HDA	eSLDB|Human Proteinpedia|Human Proteinpedia|eSLDB|GO|Organelle|GO|PA-GOSUB|GO	BioGRID	9606
Q13315	Serine-protein kinase ATM	UniProtKB/Swiss-Prot/P	Cytosol(0.7)|Nucleus(1)|Secretory-pathway(0.3)	GO:0005737|GO:0005634|GO:0005634|GO:0005730|GO:0005654|GO:0005654|GO:0031410|GO:0000784|GO:0000781	Predicted: SVM decision tree|Experimental: inferred from direct assay|Predicted: PAML algorithm|Experimental: inferred from direct assay|Unknown: traceable author statement|Experimental: annotated protein expression (APE)|Unknown: inferred from electronic annotation|Unknown: inferred by curator|Experimental: inferred from direct assay	eSLDB|GO|PA-GOSUB|GO|GO|The Human Protein Atlas|GO|GO|GO	BioGRID	9606
Q6YHU6	Thyroid adenoma-associated protein	UniProtKB/Swiss-Prot/P	Cytosol(0.8)|Nucleus(0.7)	GO:0005829|GO:0005634	Experimental: annotated protein expression (APE)|Predicted: SVM decision tree	The Human Protein Atlas|eSLDB	BioGRID	9606
Q05D48	TNPO2 protein	UniProtKB/TrEmbl/P	Cytosol(0.7)	GO:0005737	Predicted: SVM decision tree	eSLDB	BioGRID	9606
Q9UIA9	Exportin-7	UniProtKB/Swiss-Prot/P	Cytosol(0.996)|Mitochondrion(0.8)|Nucleus(0.998)	GO:0012505|GO:0005737|GO:0005737|GO:0005737|GO:0046930|GO:0005634|GO:0005634|GO:0005634|GO:0005643	Experimental: experimental|Predicted: SVM decision tree|Experimental: inferred from direct assay|Predicted: PAML algorithm|Experimental: experimental|Experimental: inferred from direct assay|Experimental: experimental|Experimental: annotated protein expression (APE)|Experimental: inferred from direct assay	Organelle|eSLDB|GO|PA-GOSUB|Organelle|GO|Organelle|The Human Protein Atlas|GO	BioGRID	9606
Q4LE69	PIK4CA variant protein	UniProtKB/TrEmbl/P	Cytosol(0.94)	GO:0005737|GO:0005737	Predicted: SVM decision tree|Experimental: experimental	eSLDB|Human Proteinpedia	BioGRID	9606
Q9NTI5	Sister chromatid cohesion protein PDS5 homolog B	UniProtKB/Swiss-Prot/P	Cytosol(0.79)|Nucleus(1)	GO:0005737|GO:0005829|GO:0005634|GO:0005634|GO:0005634|GO:0005634|GO:0005634|GO:0005654|GO:0005654|GO:0005694|GO:0000785|GO:0000775	Predicted: pTarget method|Unknown: traceable author statement|Predicted: SVM decision tree|Predicted: inferred from sequence or structural similarity|Predicted: pTarget method|Experimental: experimental|Predicted: PAML algorithm|Experimental: inferred from direct assay|Experimental: annotated protein expression (APE)|Unknown: traceable author statement|Experimental: inferred from direct assay|Unknown: traceable author statement	LOCATE|GO|eSLDB|GO|LOCATE|Organelle|PA-GOSUB|GO|The Human Protein Atlas|GO|GO|GO	BioGRID	9606
Q6NUQ1	RAD50-interacting protein 1	UniProtKB/Swiss-Prot/P	Cytosol(0.992)|Secretory-pathway(0.994)|Extracellular(0.8)	GO:0005737|GO:0005737|GO:0070939|GO:0005829|GO:0005783|GO:0005783|GO:0005789|GO:0005794|GO:0005576	Experimental: experimental|Predicted: pTarget method|Experimental: inferred from direct assay|Unknown: traceable author statement|Experimental: experimental|Experimental: inferred from direct assay|Unknown: inferred from electronic annotation|Experimental: annotated protein expression (APE)|Experimental: experimental	eSLDB|LOCATE|GO|GO|eSLDB|GO|GO|The Human Protein Atlas|MatrixDB	BioGRID	9606
P83436	Conserved oligomeric Golgi complex subunit 7	UniProtKB/Swiss-Prot/P	Nucleus(0.8)|Secretory-pathway(1)|Extracellular(0.8)	GO:0005730|GO:0005794|GO:0005794|GO:0005794|GO:0005794|GO:0000139|GO:0017119|GO:0032588|GO:0005576	Experimental: inferred from direct assay|Experimental: experimental|Experimental: inferred from direct assay|Predicted: PAML algorithm|Experimental: annotated protein expression (APE)|Unknown: traceable author statement|Experimental: inferred from direct assay|Unknown: traceable author statement|Experimental: experimental	GO|eSLDB|GO|PA-GOSUB|The Human Protein Atlas|GO|GO|GO|MatrixDB	BioGRID	9606
Q8WTW3	Conserved oligomeric Golgi complex subunit 1	UniProtKB/Swiss-Prot/P	Secretory-pathway(0.996)|Extracellular(0.8)	GO:0005794|GO:0005794|GO:0005794|GO:0000139|GO:0017119|GO:0032588|GO:0005576	Experimental: experimental|Experimental: inferred from direct assay|Predicted: PAML algorithm|Unknown: traceable author statement|Unknown: non-traceable author statement|Unknown: traceable author statement|Experimental: experimental	eSLDB|GO|PA-GOSUB|GO|GO|GO|MatrixDB	BioGRID	9606
Q6FI27	GSK3B protein	UniProtKB/TrEmbl/P	Nucleus(0.7)	GO:0005634	Predicted: SVM decision tree	eSLDB	BioGRID	9606
Q4LE48	STAG1 variant protein	UniProtKB/TrEmbl/P	Cytosol(0.7)	GO:0005737	Predicted: SVM decision tree	eSLDB	BioGRID	9606
A0A024R6Z6	Conserved oligomeric Golgi complex subunit 8	UniProtKB/TrEmbl/P	Extracellular(0.8)	GO:0005576	Experimental: experimental	MatrixDB	BioGRID	9606
Q8WVM7	Cohesin subunit SA-1	UniProtKB/Swiss-Prot/P	Cytosol(0.958)|Nucleus(1)	GO:0005737|GO:0005829|GO:0005634|GO:0005634|GO:0005634|GO:0005634|GO:0016363|GO:0005654|GO:0016604|GO:0016604|GO:0097431|GO:0005694|GO:0000785|GO:0000775|GO:0008278	Predicted: SVM decision tree|Unknown: traceable author statement|Experimental: inferred from direct assay|Predicted: pTarget method|Predicted: PAML algorithm|Experimental: annotated protein expression (APE)|Experimental: inferred from direct assay|Experimental: inferred from direct assay|Experimental: inferred from direct assay|Experimental: annotated protein expression (APE)|Experimental: inferred from direct assay|Unknown: traceable author statement|Experimental: inferred from direct assay|Unknown: traceable author statement|Experimental: inferred from direct assay	eSLDB|GO|GO|LOCATE|PA-GOSUB|The Human Protein Atlas|GO|GO|GO|The Human Protein Atlas|GO|GO|GO|GO|GO	BioGRID	9606
Q06124	Tyrosine-protein phosphatase non-receptor type 11	UniProtKB/Swiss-Prot/P	Cytosol(0.999)|Mitochondrion(0.3)|Nucleus(0.999)	GO:0005737|GO:0005737|GO:0005737|GO:0005829|GO:0005829|GO:0005739|GO:0005634|GO:0005634|GO:0005730|GO:0005654|GO:0032991|GO:0015629	Predicted: SVM decision tree|Experimental: inferred from direct assay|Predicted: PAML algorithm|Unknown: traceable author statement|Experimental: annotated protein expression (APE)|Unknown: inferred from electronic annotation|Experimental: inferred from direct assay|Experimental: annotated protein expression (APE)|Experimental: annotated protein expression (APE)|Unknown: traceable author statement|Experimental: inferred from mutant phenotype|Experimental: annotated protein expression (APE)	eSLDB|GO|PA-GOSUB|GO|The Human Protein Atlas|GO|GO|The Human Protein Atlas|The Human Protein Atlas|GO|GO|The Human Protein Atlas	BioGRID	9606
A0A0A0MS45	Conserved oligomeric Golgi complex subunit 4	UniProtKB/TrEmbl/P	Cytosol(0.8)|Secretory-pathway(0.8)	GO:0043231|GO:0005794	Experimental: annotated protein expression (APE)|Experimental: annotated protein expression (APE)	The Human Protein Atlas|The Human Protein Atlas	BioGRID	9606
O43156	TELO2-interacting protein 1 homolog	UniProtKB/Swiss-Prot/P	Cytosol(1)|Nucleus(0.8)	GO:0005737|GO:0005737|GO:0005737|GO:0031931|GO:0031932|GO:0043231|GO:0005654	Predicted: SVM decision tree|Experimental: inferred from direct assay|Predicted: pTarget method|Experimental: inferred from direct assay|Experimental: inferred from direct assay|Experimental: annotated protein expression (APE)|Experimental: annotated protein expression (APE)	eSLDB|GO|LOCATE|GO|GO|The Human Protein Atlas|The Human Protein Atlas	BioGRID	9606
B3KMX1	cDNA FLJ12848 fis, clone NT2RP2003391, highly similar to Transportin-3	UniProtKB/TrEmbl/P					BioGRID	9606
A0A0M3M0G7	Programmed cell death 1 protein	UniProtKB/TrEmbl/P					BioGRID	9606
I6L9D5	FAM114A2 protein	UniProtKB/TrEmbl/P					BioGRID	9606
B2RWN5	HEAT repeat containing 1	UniProtKB/TrEmbl/P					BioGRID	9606
A0A024R7F7	Transportin 2 (Importin 3, karyopherin beta 2b), isoform CRA_b	UniProtKB/TrEmbl/P					BioGRID	9606
A0A024R3C7	Serine-protein kinase ATM	UniProtKB/TrEmbl/P					BioGRID	9606
B4DYG5	cDNA FLJ60960, highly similar to Phosphatidylinositol 4-kinase alpha	UniProtKB/TrEmbl/P					BioGRID	9606
B1ALW7	Component of oligomeric golgi complex 2, isoform CRA_a	UniProtKB/TrEmbl/P					BioGRID	9606
A0A0S2Z597	Dolichol kinase isoform 1	UniProtKB/TrEmbl/P					BioGRID	9606
A0A0S2Z652	Component of oligomeric golgi complex 7 isoform 1	UniProtKB/TrEmbl/P					BioGRID	9606
Q4LE60	TNPO2 variant protein	UniProtKB/TrEmbl/P					BioGRID	9606
A0A024RDA1	Exocyst complex component 1, isoform CRA_a	UniProtKB/TrEmbl/P					BioGRID	9606
A0A024RAM0	Transportin 1, isoform CRA_a	UniProtKB/TrEmbl/P					BioGRID	9606
A0A024RDA9	Exocyst complex component 1, isoform CRA_b	UniProtKB/TrEmbl/P					BioGRID	9606
A0A140VKG4	Testis tissue sperm-binding protein Li 81P	UniProtKB/TrEmbl/P					BioGRID	9606
G1UCX3	Synoviocyte proliferation-associated in collagen-induced arthritis 1	UniProtKB/TrEmbl/P					BioGRID	9606
B3KQW8	cDNA FLJ33218 fis, clone ASTRO2000381, highly similar to Huntingtin-interacting protein 1	UniProtKB/TrEmbl/P					BioGRID	9606
B3KNG9	cDNA FLJ14581 fis, clone NT2RM4001382, highly similar to Importin-7	UniProtKB/TrEmbl/P					BioGRID	9606
B3KTE4	cDNA FLJ38127 fis, clone D6OST2000245	UniProtKB/TrEmbl/P					BioGRID	9606
B4DPL0	cDNA FLJ50827, highly similar to Huntingtin-interacting protein 1	UniProtKB/TrEmbl/P					BioGRID	9606
A0A024QZ48	Integrator complex subunit 2, isoform CRA_a	UniProtKB/TrEmbl/P					BioGRID	9606
B4DQT0	cDNA FLJ56229	UniProtKB/TrEmbl/P					BioGRID	9606
A0A024R794	Transportin 3, isoform CRA_b	UniProtKB/TrEmbl/P					BioGRID	9606
