Interactor	Canonical Name	Naming Convention	Major Loc With Loc Score	Minor Loc	Loc Experimental System Type	Loc Source DB	Interaction Source DB	Taxonomy ID
Q9H334	Forkhead box protein P1	UniProtKB/Swiss-Prot/P	Cytosol(0.79)|Nucleus(1)	GO:0005737|GO:0005737|GO:0005634|GO:0005634|GO:0005634|GO:0005634|GO:0005654|GO:0005654	Predicted: SVM decision tree|Unknown: inferred from electronic annotation|Experimental: experimental|Experimental: inferred from direct assay|Predicted: pTarget method|Predicted: PAML algorithm|Experimental: inferred from direct assay|Experimental: annotated protein expression (APE)	eSLDB|GO|eSLDB|GO|LOCATE|PA-GOSUB|GO|The Human Protein Atlas	BioGRID	9606
P51513	RNA-binding protein Nova-1	UniProtKB/Swiss-Prot/P	Cytosol(0.8)|Nucleus(1)	GO:0043231|GO:0005634|GO:0005634|GO:0005634|GO:0005634|GO:0005730|GO:0005730	Experimental: inferred from direct assay|Predicted: SVM decision tree|Experimental: inferred from direct assay|Predicted: PAML algorithm|Experimental: annotated protein expression (APE)|Experimental: inferred from direct assay|Experimental: annotated protein expression (APE)	GO|eSLDB|GO|PA-GOSUB|The Human Protein Atlas|GO|The Human Protein Atlas	BioGRID	9606
Q9NZI7	Upstream-binding protein 1	UniProtKB/Swiss-Prot/P	Cytosol(0.8)|Nucleus(1)	GO:0005829|GO:0005634|GO:0005634|GO:0005634|GO:0005634|GO:0005634|GO:0005654|GO:0005654	Experimental: inferred from direct assay|Predicted: SVM decision tree|Unknown: traceable author statement|Predicted: pTarget method|Experimental: experimental|Predicted: PAML algorithm|Experimental: inferred from direct assay|Experimental: annotated protein expression (APE)	GO|eSLDB|GO|LOCATE|Organelle|PA-GOSUB|GO|The Human Protein Atlas	BioGRID	9606
Q96BF6	Nucleus accumbens-associated protein 2	UniProtKB/Swiss-Prot/P	Cytosol(0.7)|Mitochondrion(0.96)|Nucleus(1)	GO:0005737|GO:0005739|GO:0005739|GO:0005634|GO:0005634|GO:0005730|GO:0005730|GO:0016604|GO:0000790	Predicted: SVM decision tree|Experimental: inferred from direct assay|Experimental: annotated protein expression (APE)|Predicted: inferred from sequence or structural similarity|Predicted: PAML algorithm|Experimental: inferred from direct assay|Experimental: annotated protein expression (APE)|Predicted: inferred from sequence or structural similarity|Experimental: inferred from direct assay	eSLDB|GO|The Human Protein Atlas|GO|PA-GOSUB|GO|The Human Protein Atlas|GO|GO	BioGRID	9606
P0DMV9	Heat shock 70 kDa protein 1B	UniProtKB/Swiss-Prot/P	Cytosol(1)|Mitochondrion(0.86)|Nucleus(1)|Secretory-pathway(0.86)|Extracellular(0.51)|Membrane(0.86)	GO:0000151|GO:0016234|GO:0016235|GO:0005737|GO:0005737|GO:0005737|GO:0005737|GO:0005829|GO:0048471|GO:0043231|GO:0005739|GO:0005739|GO:0005634|GO:0005634|GO:0005654|GO:0005654|GO:0016607|GO:0032991|GO:0005783|GO:0005783|GO:0005813|GO:0005814|GO:0005576|GO:0072562|GO:0016020|GO:0031982|GO:0070062|GO:0005925	Experimental: inferred from direct assay|Experimental: inferred from direct assay|Experimental: inferred from direct assay|Predicted: SVM decision tree|Experimental: inferred from direct assay|Experimental: experimental|Predicted: PAML algorithm|Experimental: inferred from direct assay|Experimental: inferred from direct assay|Experimental: annotated protein expression (APE)|Unknown: traceable author statement|Experimental: experimental|Experimental: inferred from direct assay|Experimental: experimental|Unknown: traceable author statement|Experimental: annotated protein expression (APE)|Experimental: inferred from direct assay|Experimental: inferred from direct assay|Unknown: traceable author statement|Experimental: experimental|Experimental: inferred from direct assay|Experimental: inferred from direct assay|Unknown: traceable author statement|Unknown: HDA|Experimental: experimental|Unknown: HDA|Unknown: HDA|Unknown: HDA	GO|GO|GO|eSLDB|GO|Human Proteinpedia|PA-GOSUB|GO|GO|The Human Protein Atlas|GO|Organelle|GO|Organelle|GO|The Human Protein Atlas|GO|GO|GO|Organelle|GO|GO|GO|GO|MatrixDB|GO|GO|GO	BioGRID	9606
Q86Z02	Homeodomain-interacting protein kinase 1	UniProtKB/Swiss-Prot/P	Cytosol(1)|Nucleus(1)	GO:0005737|GO:0005737|GO:0005737|GO:0005829|GO:0005829|GO:0005634|GO:0005634|GO:0005634|GO:0005654|GO:0005654|GO:0016607|GO:0016605|GO:0005813|GO:0005813	Experimental: experimental|Experimental: inferred from direct assay|Predicted: PAML algorithm|Experimental: inferred from direct assay|Experimental: annotated protein expression (APE)|Predicted: SVM decision tree|Experimental: inferred from direct assay|Predicted: PAML algorithm|Experimental: inferred from direct assay|Experimental: annotated protein expression (APE)|Unknown: inferred from electronic annotation|Unknown: inferred from electronic annotation|Experimental: inferred from direct assay|Experimental: annotated protein expression (APE)	eSLDB|GO|PA-GOSUB|GO|The Human Protein Atlas|eSLDB|GO|PA-GOSUB|GO|The Human Protein Atlas|GO|GO|GO|The Human Protein Atlas	BioGRID	9606
Q5T5X7	BEN domain-containing protein 3	UniProtKB/Swiss-Prot/P	Nucleus(1)	GO:0005634|GO:0005730|GO:0005654|GO:0005654|GO:0005720	Predicted: SVM decision tree|Experimental: inferred from direct assay|Experimental: inferred from direct assay|Experimental: annotated protein expression (APE)|Experimental: inferred from direct assay	eSLDB|GO|GO|The Human Protein Atlas|GO	BioGRID	9606
Q96RE7	Nucleus accumbens-associated protein 1	UniProtKB/Swiss-Prot/P	Cytosol(0.958)|Nucleus(1)|Membrane(0.8)	GO:0005737|GO:0005737|GO:0043231|GO:0005634|GO:0005634|GO:0005654|GO:0005654|GO:0016604|GO:0030054	Predicted: SVM decision tree|Unknown: inferred from electronic annotation|Experimental: inferred from direct assay|Experimental: inferred from direct assay|Predicted: PAML algorithm|Experimental: inferred from direct assay|Experimental: annotated protein expression (APE)|Experimental: inferred from direct assay|Experimental: inferred from direct assay	eSLDB|GO|GO|GO|PA-GOSUB|GO|The Human Protein Atlas|GO|GO	BioGRID	9606
Q8WUI4	Histone deacetylase 7	UniProtKB/Swiss-Prot/P	Cytosol(0.998)|Nucleus(0.999)	GO:0005737|GO:0005737|GO:0005829|GO:0005829|GO:0005634|GO:0005634|GO:0005634|GO:0005634|GO:0005634|GO:0005654|GO:0000118	Experimental: experimental|Experimental: inferred from direct assay|Experimental: inferred from direct assay|Experimental: annotated protein expression (APE)|Predicted: SVM decision tree|Experimental: inferred from direct assay|Predicted: pTarget method|Experimental: experimental|Predicted: PAML algorithm|Unknown: traceable author statement|Unknown: inferred from electronic annotation	eSLDB|GO|GO|The Human Protein Atlas|eSLDB|GO|LOCATE|Organelle|PA-GOSUB|GO|GO	BioGRID	9606
Q9UKM9	RNA-binding protein Raly	UniProtKB/Swiss-Prot/P	Nucleus(0.999)	GO:0005634|GO:0005634|GO:0005634|GO:0005654|GO:0071013	Predicted: SVM decision tree|Experimental: inferred from direct assay|Predicted: PAML algorithm|Experimental: annotated protein expression (APE)|Experimental: inferred from direct assay	eSLDB|GO|PA-GOSUB|The Human Protein Atlas|GO	BioGRID	9606
Q16656	Nuclear respiratory factor 1	UniProtKB/Swiss-Prot/P	Cytosol(0.992)|Nucleus(0.999)	GO:0005737|GO:0005829|GO:0005829|GO:0005634|GO:0005634|GO:0005634|GO:0005654|GO:0005654|GO:0070062	Predicted: SVM decision tree|Experimental: inferred from direct assay|Experimental: annotated protein expression (APE)|Experimental: experimental|Predicted: inferred from sequence or structural similarity|Predicted: PAML algorithm|Experimental: inferred from direct assay|Experimental: annotated protein expression (APE)|Unknown: HDA	eSLDB|GO|The Human Protein Atlas|eSLDB|GO|PA-GOSUB|GO|The Human Protein Atlas|GO	BioGRID	9606
Q96S55	ATPase WRNIP1	UniProtKB/Swiss-Prot/P	Secretory-pathway(0.7)|Cytosol(0.988)|Nucleus(0.999)|Extracellular(0.8)|Membrane(0.3)	GO:secretory_pathway|GO:0005737|GO:0048471|GO:0005634|GO:0005634|GO:0005634|GO:0005654|GO:0000784|GO:0005576|GO:0016020|GO:0031982	Predicted: SVM decision tree|Predicted: SVM decision tree|Experimental: inferred from direct assay|Predicted: SVM decision tree|Predicted: inferred from sequence or structural similarity|Predicted: PAML algorithm|Experimental: annotated protein expression (APE)|Experimental: inferred from direct assay|Experimental: experimental|Unknown: HDA|Experimental: experimental	eSLDB|eSLDB|GO|eSLDB|GO|PA-GOSUB|The Human Protein Atlas|GO|MatrixDB|GO|eSLDB	BioGRID	9606
O15409	Forkhead box protein P2	UniProtKB/Swiss-Prot/P	Cytosol(0.7)|Nucleus(0.999)|Membrane(0.7)	GO:0005737|GO:0005634|GO:0005634|GO:0005634|GO:0005634|GO:0005654|GO:0016021	Predicted: SVM decision tree|Experimental: experimental|Predicted: inferred from biological aspect of ancestor|Predicted: pTarget method|Predicted: PAML algorithm|Experimental: annotated protein expression (APE)|Predicted: SVM decision tree	eSLDB|eSLDB|GO|LOCATE|PA-GOSUB|The Human Protein Atlas|eSLDB	BioGRID	9606
Q5TC79	Zinc finger and BTB domain-containing protein 37	UniProtKB/Swiss-Prot/P	Cytosol(0.94)|Nucleus(0.998)	GO:0005737|GO:0005829|GO:0005634|GO:0005634|GO:0005634|GO:0005634|GO:0001650	Predicted: SVM decision tree|Experimental: annotated protein expression (APE)|Experimental: experimental|Unknown: inferred from electronic annotation|Predicted: PAML algorithm|Experimental: annotated protein expression (APE)|Experimental: annotated protein expression (APE)	eSLDB|The Human Protein Atlas|eSLDB|GO|PA-GOSUB|The Human Protein Atlas|The Human Protein Atlas	BioGRID	9606
Q9UNW9	RNA-binding protein Nova-2	UniProtKB/Swiss-Prot/P	Nucleus(0.998)|Secretory-pathway(0.8)	GO:0005634|GO:0005634|GO:0005634|GO:0005654|GO:0016604|GO:0005794	Experimental: experimental|Unknown: inferred from electronic annotation|Predicted: PAML algorithm|Experimental: annotated protein expression (APE)|Experimental: annotated protein expression (APE)|Experimental: annotated protein expression (APE)	eSLDB|GO|PA-GOSUB|The Human Protein Atlas|The Human Protein Atlas|The Human Protein Atlas	BioGRID	9606
P51784	Ubiquitin carboxyl-terminal hydrolase 11	UniProtKB/Swiss-Prot/P	Cytosol(0.94)|Nucleus(0.998)	GO:0005737|GO:0005829|GO:0005634|GO:0005634|GO:0005654|GO:0005654|GO:0005694	Predicted: SVM decision tree|Experimental: inferred from direct assay|Experimental: inferred from direct assay|Predicted: PAML algorithm|Experimental: inferred from direct assay|Experimental: annotated protein expression (APE)|Unknown: inferred from electronic annotation	eSLDB|GO|GO|PA-GOSUB|GO|The Human Protein Atlas|GO	BioGRID	9606
Q9UNE7	E3 ubiquitin-protein ligase CHIP	UniProtKB/Swiss-Prot/P	Cytosol(1)|Nucleus(0.998)|Secretory-pathway(0.8)	GO:0000151|GO:0005737|GO:0005737|GO:0005737|GO:0005829|GO:0005829|GO:0031371|GO:0005634|GO:0042405|GO:0005654|GO:0005654|GO:0005783|GO:0030018	Experimental: inferred from direct assay|Experimental: experimental|Predicted: inferred from sequence or structural similarity|Predicted: PAML algorithm|Experimental: inferred from direct assay|Experimental: annotated protein expression (APE)|Unknown: traceable author statement|Predicted: inferred from sequence or structural similarity|Experimental: inferred from direct assay|Experimental: inferred from direct assay|Experimental: annotated protein expression (APE)|Experimental: inferred from direct assay|Unknown: inferred from electronic annotation	GO|eSLDB|GO|PA-GOSUB|GO|The Human Protein Atlas|GO|GO|GO|GO|The Human Protein Atlas|GO|GO	BioGRID	9606
P35453	Homeobox protein Hox-D13	UniProtKB/Swiss-Prot/P	Nucleus(0.998)	GO:0005634|GO:0005634|GO:0005634|GO:0005634	Experimental: experimental|Experimental: inferred from direct assay|Predicted: PAML algorithm|Experimental: annotated protein expression (APE)	eSLDB|GO|PA-GOSUB|The Human Protein Atlas	BioGRID	9606
Q96I24	Far upstream element-binding protein 3	UniProtKB/Swiss-Prot/P	Cytosol(0.988)|Nucleus(0.998)|Extracellular(0.8)|Membrane(0.3)	GO:0005737|GO:0005737|GO:0005829|GO:0005634|GO:0005634|GO:0005634|GO:0005654|GO:0005576|GO:0016020	Experimental: inferred from direct assay|Predicted: pTarget method|Experimental: annotated protein expression (APE)|Experimental: experimental|Experimental: inferred from direct assay|Predicted: PAML algorithm|Experimental: annotated protein expression (APE)|Experimental: experimental|Unknown: HDA	GO|LOCATE|The Human Protein Atlas|eSLDB|GO|PA-GOSUB|The Human Protein Atlas|MatrixDB|GO	BioGRID	9606
Q9H6T0	Epithelial splicing regulatory protein 2	UniProtKB/Swiss-Prot/P	Cytosol(0.7)|Nucleus(0.998)	GO:0005737|GO:0005634|GO:0005634|GO:0005654|GO:0005654	Predicted: PAML algorithm|Experimental: inferred from direct assay|Predicted: PAML algorithm|Experimental: inferred from direct assay|Experimental: annotated protein expression (APE)	PA-GOSUB|GO|PA-GOSUB|GO|The Human Protein Atlas	BioGRID	9606
Q8NCN2	Zinc finger and BTB domain-containing protein 34	UniProtKB/Swiss-Prot/P	Nucleus(0.998)	GO:0005634|GO:0005634|GO:0005654|GO:0005654	Experimental: experimental|Predicted: PAML algorithm|Experimental: inferred from direct assay|Experimental: annotated protein expression (APE)	eSLDB|PA-GOSUB|GO|The Human Protein Atlas	BioGRID	9606
P31276	Homeobox protein Hox-C13	UniProtKB/Swiss-Prot/P	Nucleus(0.997)	GO:0005634|GO:0005634|GO:0005634|GO:0005634|GO:0005634	Experimental: experimental|Unknown: inferred from electronic annotation|Predicted: pTarget method|Experimental: experimental|Predicted: PAML algorithm	eSLDB|GO|LOCATE|Organelle|PA-GOSUB	BioGRID	9606
Q9UKT9	Zinc finger protein Aiolos	UniProtKB/Swiss-Prot/P	Cytosol(0.972)|Nucleus(0.996)|Membrane(0.86)	GO:0005737|GO:0005829|GO:0005829|GO:0005634|GO:0005634|GO:0005634|GO:0005654|GO:0005886|GO:0005886	Experimental: inferred from direct assay|Experimental: inferred from direct assay|Unknown: unspecified method|Predicted: SVM decision tree|Experimental: inferred from direct assay|Predicted: PAML algorithm|Experimental: inferred from direct assay|Experimental: inferred from direct assay|Unknown: unspecified method	GO|GO|The Human Protein Atlas|eSLDB|GO|PA-GOSUB|GO|GO|The Human Protein Atlas	BioGRID	9606
Q8IVH2	Forkhead box protein P4	UniProtKB/Swiss-Prot/P	Cytosol(0.8)|Nucleus(0.996)	GO:0005829|GO:0005634|GO:0005634|GO:0005634|GO:0005654	Experimental: annotated protein expression (APE)|Experimental: experimental|Predicted: inferred from biological aspect of ancestor|Predicted: PAML algorithm|Experimental: annotated protein expression (APE)	The Human Protein Atlas|eSLDB|GO|PA-GOSUB|The Human Protein Atlas	BioGRID	9606
Q12769	Nuclear pore complex protein Nup160	UniProtKB/Swiss-Prot/P	Cytosol(0.958)|Mitochondrion(0.8)|Nucleus(0.996)	GO:0012505|GO:0005737|GO:0005829|GO:0046930|GO:0005634|GO:0005635|GO:0005643|GO:0031080|GO:0000776	Experimental: experimental|Predicted: SVM decision tree|Unknown: traceable author statement|Experimental: experimental|Experimental: experimental|Unknown: traceable author statement|Experimental: inferred from direct assay|Unknown: non-traceable author statement|Experimental: inferred from direct assay	Organelle|eSLDB|GO|Organelle|Organelle|GO|GO|GO|GO	BioGRID	9606
Q04864	Proto-oncogene c-Rel	UniProtKB/Swiss-Prot/P	Cytosol(0.91)|Nucleus(0.994)	GO:0005829|GO:0033256|GO:0005634|GO:0005634|GO:0005634|GO:0005654|GO:0005667	Predicted: inferred from biological aspect of ancestor|Predicted: inferred from biological aspect of ancestor|Experimental: experimental|Experimental: inferred from mutant phenotype|Predicted: PAML algorithm|Unknown: traceable author statement|Unknown: inferred from electronic annotation	GO|GO|eSLDB|GO|PA-GOSUB|GO|GO	BioGRID	9606
Q9UJX2	Cell division cycle protein 23 homolog	UniProtKB/Swiss-Prot/P	Cytosol(0.997)|Nucleus(0.992)	GO:0005622|GO:0005737|GO:0005737|GO:0005737|GO:0005829|GO:0005634|GO:0005634|GO:0005654|GO:0005680	Experimental: inferred from direct assay|Predicted: SVM decision tree|Experimental: experimental|Predicted: PAML algorithm|Unknown: traceable author statement|Experimental: experimental|Predicted: pTarget method|Unknown: traceable author statement|Experimental: inferred from direct assay	GO|eSLDB|Human Proteinpedia|PA-GOSUB|GO|Human Proteinpedia|LOCATE|GO|GO	BioGRID	9606
Q96KR1	Zinc finger RNA-binding protein	UniProtKB/Swiss-Prot/P	Cytosol(0.79)|Nucleus(0.991)	GO:0005737|GO:0005737|GO:0005634|GO:0005634|GO:0005634|GO:0005654|GO:0005694	Predicted: SVM decision tree|Unknown: inferred from electronic annotation|Unknown: inferred from electronic annotation|Predicted: pTarget method|Predicted: PAML algorithm|Experimental: annotated protein expression (APE)|Unknown: inferred from electronic annotation	eSLDB|GO|GO|LOCATE|PA-GOSUB|The Human Protein Atlas|GO	BioGRID	9606
Q9H9T3	Elongator complex protein 3	UniProtKB/Swiss-Prot/P	Cytosol(0.992)|Mitochondrion(0.7)|Nucleus(0.988)	GO:0005737|GO:0005737|GO:0033588|GO:0005739|GO:0005634|GO:0005730|GO:0008023	Experimental: inferred from direct assay|Experimental: experimental|Experimental: inferred from direct assay|Predicted: pTarget method|Predicted: SVM decision tree|Experimental: inferred from direct assay|Experimental: inferred from direct assay	GO|Human Proteinpedia|GO|LOCATE|eSLDB|GO|GO	BioGRID	9606
Q8N6B5	Forkhead box P2, isoform CRA_d	UniProtKB/TrEmbl/P	Nucleus(0.982)	GO:0005634|GO:0005634|GO:0005654	Predicted: pTarget method|Predicted: PAML algorithm|Experimental: annotated protein expression (APE)	LOCATE|PA-GOSUB|The Human Protein Atlas	BioGRID	9606
Q6IPS5	SMC2 protein	UniProtKB/TrEmbl/P	Cytosol(0.91)|Nucleus(0.973)	GO:0005737|GO:0005737|GO:0005634|GO:0005634|GO:0005634	Predicted: SVM decision tree|Predicted: pTarget method|Predicted: SVM decision tree|Predicted: pTarget method|Predicted: PAML algorithm	eSLDB|LOCATE|eSLDB|LOCATE|PA-GOSUB	BioGRID	9606
Q6PIV2	Forkhead box protein R1	UniProtKB/Swiss-Prot/P	Nucleus(0.973)	GO:0005634|GO:0005634|GO:0005634	Predicted: SVM decision tree|Predicted: inferred from biological aspect of ancestor|Predicted: PAML algorithm	eSLDB|GO|PA-GOSUB	BioGRID	9606
P02768	Serum albumin	UniProtKB/Swiss-Prot/P	Secretory-pathway(1)|Membrane(0.86)|Cytosol(0.972)|Nucleus(0.972)|Extracellular(0.991)	GO:secretory_pathway|GO:0043209|GO:0005737|GO:0005634|GO:0005634|GO:0032991|GO:0005783|GO:0005783|GO:0005788|GO:0005794|GO:0005794|GO:0031093|GO:0005856|GO:0005576|GO:0005576|GO:0005576|GO:0005615|GO:0072562|GO:0016020|GO:0070062	Experimental: experimental|Unknown: inferred from electronic annotation|Experimental: experimental|Unknown: HDA|Experimental: experimental|Experimental: inferred from direct assay|Experimental: inferred from direct assay|Experimental: annotated protein expression (APE)|Unknown: traceable author statement|Experimental: inferred from direct assay|Experimental: annotated protein expression (APE)|Unknown: traceable author statement|Experimental: experimental|Unknown: non-traceable author statement|Predicted: pTarget method|Predicted: PAML algorithm|Experimental: inferred from direct assay|Unknown: HDA|Experimental: experimental|Unknown: HDA	eSLDB|GO|Human Proteinpedia|GO|Human Proteinpedia|GO|GO|The Human Protein Atlas|GO|GO|The Human Protein Atlas|GO|Human Proteinpedia|GO|LOCATE|PA-GOSUB|GO|GO|MatrixDB|GO	BioGRID	9606
F5H4S8	Nuclear factor of-activated T-cells, cytoplasmic 1	UniProtKB/TrEmbl/P	Nucleus(0.96)	GO:0005654|GO:0016604	Experimental: annotated protein expression (APE)|Experimental: annotated protein expression (APE)	The Human Protein Atlas|The Human Protein Atlas	BioGRID	9606
Q93062	RNA-binding protein with multiple splicing	UniProtKB/Swiss-Prot/P	Cytosol(0.999)|Nucleus(0.96)	GO:0005737|GO:0010494|GO:0000932|GO:0005685|GO:0005829|GO:0005829|GO:0005654|GO:0005654	Predicted: SVM decision tree|Experimental: inferred from direct assay|Unknown: inferred from electronic annotation|Predicted: inferred from biological aspect of ancestor|Experimental: inferred from direct assay|Experimental: annotated protein expression (APE)|Experimental: inferred from direct assay|Experimental: annotated protein expression (APE)	eSLDB|GO|GO|GO|GO|The Human Protein Atlas|GO|The Human Protein Atlas	BioGRID	9606
O15304	Apoptosis regulatory protein Siva	UniProtKB/Swiss-Prot/P	Secretory-pathway(0.7)|Cytosol(0.987)|Nucleus(0.96)|Membrane(0.8)	GO:secretory_pathway|GO:0005737|GO:0005737|GO:0005737|GO:0005737|GO:0005654|GO:0005654|GO:0005886	Predicted: SVM decision tree|Experimental: experimental|Unknown: inferred from electronic annotation|Predicted: pTarget method|Predicted: PAML algorithm|Experimental: inferred from direct assay|Experimental: annotated protein expression (APE)|Experimental: experimental	eSLDB|eSLDB|GO|LOCATE|PA-GOSUB|GO|The Human Protein Atlas|Organelle	BioGRID	9606
M0R2Z9	SURP and G-patch domain-containing protein 2	UniProtKB/TrEmbl/P	Nucleus(0.96)	GO:0005654|GO:0016604	Experimental: annotated protein expression (APE)|Experimental: annotated protein expression (APE)	The Human Protein Atlas|The Human Protein Atlas	BioGRID	9606
Q6IT96	Histone deacetylase	UniProtKB/TrEmbl/P	Nucleus(0.94)	GO:0005634|GO:0005634	Experimental: experimental|Predicted: pTarget method	eSLDB|LOCATE	BioGRID	9606
Q53GL6	RNA binding protein (Autoantigenic, hnRNP-associated with lethal yellow) long isoform variant	UniProtKB/TrEmbl/P	Nucleus(0.94)	GO:0005634|GO:0005634	Experimental: experimental|Predicted: PAML algorithm	eSLDB|PA-GOSUB	BioGRID	9606
A0A0C4DFQ2	Zinc finger and BTB domain-containing protein 34	UniProtKB/TrEmbl/P	Nucleus(0.94)	GO:0005634|GO:0005654	Predicted: SVM decision tree|Experimental: annotated protein expression (APE)	eSLDB|The Human Protein Atlas	BioGRID	9606
Q8N6B6	Forkhead/winged helix transcription factor	UniProtKB/TrEmbl/P	Nucleus(0.94)	GO:0005634|GO:0005634	Experimental: experimental|Predicted: pTarget method	eSLDB|LOCATE	BioGRID	9606
Q9NRG4	N-lysine methyltransferase SMYD2	UniProtKB/Swiss-Prot/P	Cytosol(0.999)|Mitochondrion(0.8)|Nucleus(0.937)	GO:0005737|GO:0005737|GO:0005829|GO:0005829|GO:0005739|GO:0005634|GO:0005634|GO:0005654|GO:0045111	Predicted: SVM decision tree|Predicted: inferred from sequence or structural similarity|Predicted: inferred from sequence or structural similarity|Experimental: annotated protein expression (APE)|Experimental: annotated protein expression (APE)|Predicted: inferred from sequence or structural similarity|Predicted: pTarget method|Unknown: traceable author statement|Experimental: annotated protein expression (APE)	eSLDB|GO|GO|The Human Protein Atlas|The Human Protein Atlas|GO|LOCATE|GO|The Human Protein Atlas	BioGRID	9606
Q7Z6C1	EP300 protein	UniProtKB/TrEmbl/P	Nucleus(0.91)	GO:0005634|GO:0005634	Predicted: SVM decision tree|Predicted: pTarget method	eSLDB|LOCATE	BioGRID	9606
Q8N2P0	cDNA FLJ90088 fis, clone HEMBA1005246	UniProtKB/TrEmbl/P	Nucleus(0.91)	GO:0005634|GO:0005634	Predicted: SVM decision tree|Predicted: PAML algorithm	eSLDB|PA-GOSUB	BioGRID	9606
Q05BV1	SMC2 protein	UniProtKB/TrEmbl/P	Cytosol(0.91)|Nucleus(0.91)	GO:0005737|GO:0005737|GO:0005634|GO:0005634	Predicted: SVM decision tree|Predicted: pTarget method|Predicted: SVM decision tree|Predicted: pTarget method	eSLDB|LOCATE|eSLDB|LOCATE	BioGRID	9606
Q05D74	SMC2 protein	UniProtKB/TrEmbl/P	Cytosol(0.91)|Nucleus(0.91)	GO:0005737|GO:0005737|GO:0005634|GO:0005634	Predicted: SVM decision tree|Predicted: pTarget method|Predicted: SVM decision tree|Predicted: pTarget method	eSLDB|LOCATE|eSLDB|LOCATE	BioGRID	9606
Q7Z2X1	SMC2 protein	UniProtKB/TrEmbl/P	Cytosol(0.91)|Nucleus(0.91)	GO:0005737|GO:0005737|GO:0005634|GO:0005634	Predicted: SVM decision tree|Predicted: pTarget method|Predicted: SVM decision tree|Predicted: pTarget method	eSLDB|LOCATE|eSLDB|LOCATE	BioGRID	9606
P28066	Proteasome subunit alpha type-5	UniProtKB/Swiss-Prot/P	Cytosol(1)|Nucleus(0.902)|Secretory-pathway(0.3)|Extracellular(0.3)|Membrane(0.8)	GO:0005737|GO:0005737|GO:0005829|GO:0005829|GO:0000502|GO:0005839|GO:0019773|GO:0005634|GO:0005634|GO:0005654|GO:0034774|GO:0005576|GO:0016020|GO:0070062	Experimental: experimental|Experimental: experimental|Experimental: inferred from direct assay|Experimental: annotated protein expression (APE)|Experimental: inferred from direct assay|Predicted: inferred from sequence or structural similarity|Predicted: inferred from sequence or structural similarity|Experimental: experimental|Unknown: HDA|Unknown: traceable author statement|Unknown: traceable author statement|Unknown: traceable author statement|Experimental: experimental|Unknown: HDA	eSLDB|Human Proteinpedia|GO|The Human Protein Atlas|GO|GO|GO|eSLDB|GO|GO|GO|GO|MatrixDB|GO	BioGRID	9606
P28070	Proteasome subunit beta type-4	UniProtKB/Swiss-Prot/P	Cytosol(1)|Mitochondrion(0.91)|Nucleus(0.902)	GO:0005737|GO:0005829|GO:0005829|GO:0000502|GO:0005839|GO:0019774|GO:0005739|GO:0005739|GO:0005634|GO:0005634|GO:0005654|GO:0045111|GO:0005813|GO:0070062	Experimental: experimental|Unknown: traceable author statement|Experimental: annotated protein expression (APE)|Experimental: inferred from direct assay|Predicted: inferred from sequence or structural similarity|Predicted: inferred from sequence or structural similarity|Predicted: SVM decision tree|Predicted: pTarget method|Unknown: traceable author statement|Experimental: experimental|Unknown: traceable author statement|Experimental: annotated protein expression (APE)|Experimental: annotated protein expression (APE)|Unknown: HDA	Human Proteinpedia|GO|The Human Protein Atlas|GO|GO|GO|eSLDB|LOCATE|GO|Organelle|GO|The Human Protein Atlas|The Human Protein Atlas|GO	BioGRID	9606
B7Z3P7	cDNA, FLJ79008, highly similar to Histone deacetylase 9	UniProtKB/TrEmbl/P	Nucleus(0.8)	GO:0005654	Experimental: annotated protein expression (APE)	The Human Protein Atlas	BioGRID	9606
B4E3T4	HCG2043421, isoform CRA_c	UniProtKB/TrEmbl/P	Cytosol(0.8)|Nucleus(0.8)	GO:0005829|GO:0005654	Experimental: annotated protein expression (APE)|Experimental: annotated protein expression (APE)	The Human Protein Atlas|The Human Protein Atlas	BioGRID	9606
B0QZ35	NAD-dependent protein deacetylase sirtuin-1	UniProtKB/TrEmbl/P	Cytosol(0.8)|Mitochondrion(0.8)|Nucleus(0.8)	GO:0005829|GO:0005739|GO:0005634	Experimental: annotated protein expression (APE)|Experimental: annotated protein expression (APE)|Experimental: annotated protein expression (APE)	The Human Protein Atlas|The Human Protein Atlas|The Human Protein Atlas	BioGRID	9606
E9PC49	NAD-dependent protein deacetylase sirtuin-1	UniProtKB/TrEmbl/P	Cytosol(0.8)|Mitochondrion(0.8)|Nucleus(0.8)	GO:0005829|GO:0005739|GO:0005634	Experimental: annotated protein expression (APE)|Experimental: annotated protein expression (APE)|Experimental: annotated protein expression (APE)	The Human Protein Atlas|The Human Protein Atlas|The Human Protein Atlas	BioGRID	9606
A0A0B4J2F3	Forkhead box protein P1	UniProtKB/TrEmbl/P	Nucleus(0.8)	GO:0005654	Experimental: annotated protein expression (APE)	The Human Protein Atlas	BioGRID	9606
Q548T7	12CC4	UniProtKB/TrEmbl/P	Nucleus(0.8)	GO:0005634	Experimental: experimental	eSLDB	BioGRID	9606
Q8TEA2	cDNA FLJ23741 fis, clone HEP15377	UniProtKB/TrEmbl/P	Nucleus(0.8)	GO:0005634	Experimental: experimental	eSLDB	BioGRID	9606
Q59FT3	SATB family member 2 variant	UniProtKB/TrEmbl/P	Nucleus(0.8)	GO:0005634	Experimental: experimental	eSLDB	BioGRID	9606
