"gene_id"	"gene_type"	"gene_name"
"ENSG00000239877"	"antisense"	"IGSF11-AS1"
"ENSG00000240254"	"antisense"	"B4GALT4-AS1"
"ENSG00000241155"	"antisense"	"ARHGAP31-AS1"
"ENSG00000272662"	"lincRNA"	"RP11-190C22.8"
"ENSG00000272967"	"antisense"	"RP11-190C22.9"
"ENSG00000239994"	"antisense"	"RP11-169N13.4"
"ENSG00000242622"	"lincRNA"	"RP11-18H7.1"
"ENSG00000240661"	"antisense"	"RP11-174O3.3"
"ENSG00000243593"	"lincRNA"	"RP11-500K19.1"
"ENSG00000272758"	"antisense"	"RP11-299J3.8"
"ENSG00000273033"	"lincRNA"	"RP11-67L2.2"
"ENSG00000273454"	"lincRNA"	"RP11-797D24.3"
"ENSG00000272678"	"antisense"	"RP11-797D24.4"
"ENSG00000239523"	"antisense"	"MYLK-AS1"
"ENSG00000250174"	"antisense"	"MYLK-AS2"
"ENSG00000273123"	"antisense"	"RP11-9N20.3"
"ENSG00000260391"	"sense_overlapping"	"RP11-71H17.7"
"ENSG00000244286"	"antisense"	"ITGB5-AS1"
"ENSG00000280042"	"TEC"	"RP11-71H17.8"
"ENSG00000272840"	"lincRNA"	"RP11-379B18.6"
"ENSG00000241288"	"processed_transcript"	"RP11-379B18.5"
"ENSG00000248787"	"lincRNA"	"RP11-666A20.4"
"ENSG00000248607"	"antisense"	"RP11-158I23.1"
"ENSG00000250012"	"antisense"	"RP11-124N2.1"
"ENSG00000250218"	"antisense"	"ALDH1L1-AS1"
"ENSG00000246022"	"antisense"	"ALDH1L1-AS2"
"ENSG00000250934"	"lincRNA"	"RP11-71E19.1"
"ENSG00000251448"	"lincRNA"	"RP11-71E19.2"
"ENSG00000249833"	"antisense"	"CCDC37-AS1"
"ENSG00000279328"	"TEC"	"RP11-203H19.2"
"ENSG00000280053"	"TEC"	"RP11-61K12.2"
"ENSG00000244215"	"lincRNA"	"RP11-88I21.2"
"ENSG00000239921"	"lincRNA"	"LINC01471"
"ENSG00000240562"	"lincRNA"	"RP11-59J16.2"
"ENSG00000239608"	"antisense"	"RUVBL1-AS1"
"ENSG00000242049"	"antisense"	"DNAJB8-AS1"
"ENSG00000244300"	"antisense"	"GATA2-AS1"
"ENSG00000198685"	"lincRNA"	"LINC01565"
"ENSG00000261159"	"lincRNA"	"RP11-723O4.9"
"ENSG00000231305"	"antisense"	"RP11-723O4.2"
"ENSG00000279507"	"TEC"	"RP11-723O4.7"
"ENSG00000273174"	"antisense"	"RP11-434H6.6"
"ENSG00000273437"	"lincRNA"	"RP11-434H6.7"
"ENSG00000206417"	"antisense"	"H1FX-AS1"
"ENSG00000203644"	"sense_intronic"	"RP11-332M2.1"
"ENSG00000271270"	"antisense"	"TMCC1-AS1"
"ENSG00000250643"	"antisense"	"RP11-93K22.6"
"ENSG00000248243"	"lincRNA"	"RP11-93K22.13"
"ENSG00000249846"	"lincRNA"	"RP11-77P16.4"
"ENSG00000250592"	"antisense"	"RP11-39E3.3"
"ENSG00000250129"	"antisense"	"RP11-265F19.1"
"ENSG00000250608"	"processed_transcript"	"RP11-933H2.4"
"ENSG00000261167"	"sense_overlapping"	"RP11-517B11.7"
"ENSG00000248468"	"antisense"	"RP11-517B11.4"
"ENSG00000248724"	"antisense"	"NPHP3-AS1"
"ENSG00000249725"	"lincRNA"	"RP11-469L4.1"
"ENSG00000251011"	"antisense"	"TMEM108-AS1"
"ENSG00000249993"	"antisense"	"BFSP2-AS1"
"ENSG00000272832"	"lincRNA"	"RP11-91K8.5"
"ENSG00000243832"	"lincRNA"	"RP11-202A13.1"
"ENSG00000240006"	"lincRNA"	"RP11-200A1.1"
"ENSG00000260633"	"lincRNA"	"RP11-375I20.6"
"ENSG00000240086"	"processed_transcript"	"RP11-657O9.1"
"ENSG00000273455"	"antisense"	"RP11-305O4.3"
"ENSG00000261758"	"antisense"	"RP11-102M11.2"
"ENSG00000273486"	"antisense"	"RP11-731C17.2"
"ENSG00000239213"	"antisense"	"NCK1-AS1"
"ENSG00000249407"	"antisense"	"IL20RB-AS1"
"ENSG00000239513"	"lincRNA"	"LINC01210"
"ENSG00000261146"	"lincRNA"	"RP11-2A4.4"
"ENSG00000272609"	"antisense"	"RP11-461M2.2"
"ENSG00000280399"	"TEC"	"RP11-80P20.3"
"ENSG00000244578"	"lincRNA"	"LINC01391"
"ENSG00000232416"	"lincRNA"	"BPESC1"
"ENSG00000281473"	"lincRNA"	"PISRT1"
"ENSG00000272656"	"antisense"	"RP11-219D15.3"
"ENSG00000248932"	"antisense"	"RP11-319G6.1"
"ENSG00000248790"	"antisense"	"RP11-319G6.3"
"ENSG00000261763"	"lincRNA"	"RP11-442N1.2"
"ENSG00000250543"	"lincRNA"	"RP11-442N1.1"
"ENSG00000251471"	"lincRNA"	"RP11-166D18.1"
"ENSG00000249290"	"antisense"	"RP11-68L1.2"
"ENSG00000251058"	"antisense"	"RP11-68L1.1"
"ENSG00000250433"	"antisense"	"CLSTN2-AS1"
"ENSG00000261826"	"lincRNA"	"RP11-691G17.1"
"ENSG00000248773"	"sense_intronic"	"RP11-231L11.3"
"ENSG00000251270"	"antisense"	"RP11-231L11.1"
"ENSG00000249417"	"antisense"	"RP11-438D8.2"
"ENSG00000250170"	"sense_intronic"	"RASA2-IT1"
"ENSG00000242104"	"lincRNA"	"RP11-340E6.1"
"ENSG00000244124"	"antisense"	"ATP1B3-AS1"
"ENSG00000279147"	"TEC"	"RP11-271K21.12"
"ENSG00000244327"	"sense_overlapping"	"RP11-383G6.3"
"ENSG00000239641"	"antisense"	"PLS1-AS1"
"ENSG00000243818"	"antisense"	"RP11-372E1.4"
"ENSG00000241570"	"antisense"	"PAQR9-AS1"
"ENSG00000268129"	"lincRNA"	"RP11-91G21.1"
"ENSG00000243733"	"lincRNA"	"RP11-80H8.3"
"ENSG00000241679"	"processed_transcript"	"RP11-80H8.4"
"ENSG00000240888"	"sense_intronic"	"RP13-635I23.3"
"ENSG00000240012"	"antisense"	"SLC9A9-AS1"
"ENSG00000244493"	"antisense"	"SLC9A9-AS2"
"ENSG00000280397"	"TEC"	"RP11-42F12.1"
"ENSG00000244358"	"lincRNA"	"RP11-88H10.2"
"ENSG00000240095"	"lincRNA"	"RP11-88H10.3"
"ENSG00000261051"	"sense_overlapping"	"RP11-274H2.5"
"ENSG00000243415"	"antisense"	"RP11-274H2.2"
"ENSG00000240032"	"antisense"	"RP11-274H2.3"
"ENSG00000279320"	"TEC"	"RP11-329N15.3"
"ENSG00000241457"	"antisense"	"PLSCR5-AS1"
"ENSG00000243620"	"antisense"	"RP11-649A16.1"
"ENSG00000242671"	"lincRNA"	"RP11-232M24.1"
"ENSG00000241202"	"antisense"	"ZIC4-AS1"
"ENSG00000239661"	"lincRNA"	"RP11-78O22.1"
"ENSG00000239922"	"lincRNA"	"RP11-71N10.1"
"ENSG00000241131"	"lincRNA"	"RP11-639B1.1"
"ENSG00000241792"	"lincRNA"	"RP11-501O2.1"
"ENSG00000244650"	"lincRNA"	"RP11-501O2.3"
"ENSG00000243347"	"lincRNA"	"RP11-501O2.4"
"ENSG00000242440"	"lincRNA"	"RP11-501O2.5"
"ENSG00000240521"	"antisense"	"RP11-680B3.2"
"ENSG00000239718"	"antisense"	"HLTF-AS1"
"ENSG00000244468"	"antisense"	"RP11-206M11.7"
"ENSG00000240541"	"antisense"	"TM4SF1-AS1"
"ENSG00000243885"	"lincRNA"	"RP11-278L15.2"
"ENSG00000241985"	"sense_intronic"	"WWTR1-IT1"
"ENSG00000241313"	"antisense"	"WWTR1-AS1"
"ENSG00000242791"	"lincRNA"	"RP11-651P23.5"
"ENSG00000243944"	"antisense"	"RP11-167H9.4"
"ENSG00000243321"	"lincRNA"	"RP11-167H9.3"
"ENSG00000241048"	"lincRNA"	"RP11-167H9.5"
"ENSG00000244541"	"lincRNA"	"LINC01213"
"ENSG00000243550"	"lincRNA"	"LINC01214"
"ENSG00000240137"	"antisense"	"ERICH6-AS1"
"ENSG00000244265"	"antisense"	"SIAH2-AS1"
"ENSG00000239265"	"antisense"	"CLRN1-AS1"
"ENSG00000243273"	"antisense"	"RP11-166N6.2"
"ENSG00000244382"	"lincRNA"	"RP11-373I8.1"
"ENSG00000241151"	"lincRNA"	"RP11-454C18.1"
"ENSG00000242908"	"antisense"	"AADACL2-AS1"
"ENSG00000250271"	"lincRNA"	"RP11-64D22.5"
"ENSG00000239941"	"lincRNA"	"RP11-246A10.1"
"ENSG00000229619"	"antisense"	"MBNL1-AS1"
"ENSG00000243305"	"antisense"	"RP11-362A9.3"
"ENSG00000244545"	"lincRNA"	"RP11-788A4.1"
"ENSG00000244268"	"antisense"	"RP11-529G21.2"
"ENSG00000241220"	"lincRNA"	"RP11-292E2.1"
"ENSG00000241912"	"lincRNA"	"RP11-292E2.2"
"ENSG00000238755"	"processed_transcript"	"RP11-23D24.2"
"ENSG00000243012"	"lincRNA"	"RP11-292E2.4"
"ENSG00000237787"	"lincRNA"	"C3orf79"
"ENSG00000243486"	"lincRNA"	"RP11-217E22.5"
"ENSG00000243069"	"processed_transcript"	"ARHGEF26-AS1"
"ENSG00000279305"	"TEC"	"RP11-316N24.2"
"ENSG00000243861"	"lincRNA"	"RP11-656A15.1"
"ENSG00000243969"	"lincRNA"	"RP11-439C8.1"
"ENSG00000243953"	"lincRNA"	"RP11-439C8.2"
"ENSG00000240666"	"antisense"	"MME-AS1"
"ENSG00000241336"	"lincRNA"	"LINC01487"
"ENSG00000240045"	"lincRNA"	"RP11-451G4.2"
"ENSG00000242790"	"lincRNA"	"RP11-451G4.3"
"ENSG00000239508"	"antisense"	"PLCH1-AS1"
"ENSG00000242925"	"antisense"	"PLCH1-AS2"
"ENSG00000214919"	"sense_intronic"	"RP11-674E16.4"
"ENSG00000240596"	"antisense"	"KCNAB1-AS2"
"ENSG00000242370"	"antisense"	"KCNAB1-AS1"
"ENSG00000272990"	"antisense"	"RP11-305K5.1"
"ENSG00000243926"	"antisense"	"TIPARP-AS1"
"ENSG00000240875"	"lincRNA"	"LINC00886"
"ENSG00000243629"	"lincRNA"	"LINC00880"
"ENSG00000241544"	"lincRNA"	"RP11-6F2.5"
"ENSG00000241135"	"lincRNA"	"LINC00881"
"ENSG00000241770"	"antisense"	"RP11-555M1.3"
"ENSG00000243176"	"processed_transcript"	"RP11-550I24.2"
"ENSG00000239716"	"lincRNA"	"RP11-290K4.1"
"ENSG00000242536"	"lincRNA"	"RP11-290K4.2"
"ENSG00000243150"	"antisense"	"RP11-538P18.2"
"ENSG00000272087"	"lincRNA"	"RP11-379F4.7"
"ENSG00000272440"	"lincRNA"	"RP11-379F4.6"
"ENSG00000240207"	"antisense"	"RP11-379F4.4"
"ENSG00000271778"	"sense_intronic"	"RP11-379F4.8"
"ENSG00000272247"	"antisense"	"RP11-379F4.9"
"ENSG00000279311"	"TEC"	"RP11-170K4.2"
"ENSG00000241211"	"antisense"	"IQCJ-SCHIP1-AS1"
"ENSG00000244040"	"antisense"	"IL12A-AS1"
"ENSG00000242107"	"lincRNA"	"LINC01100"
"ENSG00000260572"	"antisense"	"RP11-16N11.2"
"ENSG00000240567"	"lincRNA"	"RP11-3P17.4"
"ENSG00000269888"	"lincRNA"	"RP11-3P17.5"
"ENSG00000240354"	"lincRNA"	"RP11-774I5.1"
"ENSG00000241168"	"lincRNA"	"RP11-10O22.1"
"ENSG00000241369"	"lincRNA"	"LINC01192"
"ENSG00000240792"	"lincRNA"	"RP11-418B12.1"
"ENSG00000241636"	"lincRNA"	"LINC01323"
"ENSG00000241767"	"lincRNA"	"LINC01324"
"ENSG00000239205"	"lincRNA"	"RP11-747D18.1"
"ENSG00000244128"	"lincRNA"	"LINC01322"
"ENSG00000244321"	"lincRNA"	"LINC01326"
"ENSG00000240033"	"lincRNA"	"RP11-12K11.2"
"ENSG00000241669"	"lincRNA"	"LINC01327"
"ENSG00000242924"	"lincRNA"	"RP11-298O21.6"
"ENSG00000244214"	"lincRNA"	"RP11-298O21.7"
"ENSG00000244706"	"lincRNA"	"RP11-298O21.3"
"ENSG00000240292"	"lincRNA"	"RP11-298O21.2"
"ENSG00000244227"	"lincRNA"	"LINC01330"
"ENSG00000241882"	"lincRNA"	"RP11-637O11.2"
"ENSG00000242268"	"lincRNA"	"RP11-368I23.2"
"ENSG00000272797"	"lincRNA"	"RP11-368I23.3"
"ENSG00000273177"	"lincRNA"	"RP11-368I23.4"
"ENSG00000241383"	"lincRNA"	"RP11-152C17.1"
"ENSG00000241479"	"antisense"	"RP11-641D5.2"
"ENSG00000242795"	"sense_intronic"	"RP11-3K16.2"
"ENSG00000270141"	"lincRNA"	"TERC"
"ENSG00000269889"	"antisense"	"RP11-816J6.3"
"ENSG00000269984"	"antisense"	"RP11-362K14.5"
"ENSG00000270135"	"antisense"	"RP11-362K14.7"
"ENSG00000270096"	"antisense"	"RP11-362K14.6"
"ENSG00000239219"	"antisense"	"RP11-379K17.4"
"ENSG00000240373"	"antisense"	"SEC62-AS1"
"ENSG00000268220"	"antisense"	"RP11-379K17.12"
"ENSG00000239628"	"lincRNA"	"RP11-543D10.2"
"ENSG00000242578"	"lincRNA"	"RP11-469J4.3"
"ENSG00000244738"	"sense_intronic"	"RP11-373E16.3"
"ENSG00000239739"	"lincRNA"	"RP11-373E16.4"
"ENSG00000279673"	"TEC"	"RP11-185E8.2"
"ENSG00000240497"	"lincRNA"	"RP11-185E8.1"
"ENSG00000234717"	"lincRNA"	"TMEM212-AS1"
"ENSG00000235943"	"sense_intronic"	"TMEM212-IT1"
"ENSG00000279862"	"TEC"	"RP11-423E7.2"
"ENSG00000223387"	"lincRNA"	"RP11-408H1.3"
"ENSG00000237473"	"lincRNA"	"RP11-324C10.1"
"ENSG00000228213"	"antisense"	"NLGN1-AS1"
"ENSG00000230292"	"processed_transcript"	"NAALADL2-AS3"
"ENSG00000226779"	"antisense"	"NAALADL2-AS2"
"ENSG00000225552"	"antisense"	"NAALADL2-AS1"
"ENSG00000260217"	"lincRNA"	"RP11-809F4.3"
"ENSG00000223715"	"lincRNA"	"LINC01208"
"ENSG00000232461"	"lincRNA"	"RP11-644C3.1"
"ENSG00000228308"	"lincRNA"	"LINC01209"
"ENSG00000231310"	"antisense"	"TBL1XR1-AS1"
"ENSG00000203645"	"lincRNA"	"LINC00501"
"ENSG00000226782"	"lincRNA"	"RP11-706D8.3"
"ENSG00000228221"	"lincRNA"	"LINC00578"
"ENSG00000236385"	"lincRNA"	"RP11-114M1.2"
"ENSG00000228561"	"lincRNA"	"RP11-114M1.1"
"ENSG00000231574"	"lincRNA"	"RP11-91K9.1"
"ENSG00000225790"	"lincRNA"	"RP11-2L8.1"
"ENSG00000270321"	"lincRNA"	"RP11-2L8.2"
"ENSG00000223930"	"lincRNA"	"RP11-33A14.1"
"ENSG00000223941"	"sense_intronic"	"LINC01014"
"ENSG00000237978"	"antisense"	"KCNMB2-AS1"
"ENSG00000229102"	"lincRNA"	"RP11-360P21.2"
"ENSG00000260743"	"lincRNA"	"RP11-255C15.3"
"ENSG00000242539"	"antisense"	"AC007620.3"
"ENSG00000272699"	"antisense"	"RP11-145M9.5"
"ENSG00000272910"	"antisense"	"RP11-15L13.4"
"ENSG00000272660"	"antisense"	"RP11-145M9.6"
"ENSG00000270178"	"lincRNA"	"RP11-494H4.3"
"ENSG00000243799"	"antisense"	"PEX5L-AS1"
"ENSG00000244302"	"antisense"	"PEX5L-AS2"
"ENSG00000241696"	"lincRNA"	"RP11-420J11.2"
"ENSG00000239774"	"lincRNA"	"RP11-496B10.3"
"ENSG00000243187"	"antisense"	"CCDC39-AS1"
"ENSG00000242808"	"sense_overlapping"	"SOX2-OT"
"ENSG00000241231"	"lincRNA"	"RP11-275H4.1"
"ENSG00000239381"	"lincRNA"	"RP11-4B14.3"
"ENSG00000242512"	"lincRNA"	"LINC01206"
"ENSG00000240478"	"lincRNA"	"RP11-416O18.2"
"ENSG00000242012"	"lincRNA"	"RP11-338L18.1"
"ENSG00000241098"	"lincRNA"	"FLJ46066"
"ENSG00000244247"	"lincRNA"	"RP11-139K4.2"
"ENSG00000238837"	"lincRNA"	"RP11-646E18.2"
"ENSG00000260377"	"lincRNA"	"RP11-646E18.4"
"ENSG00000240063"	"antisense"	"RP11-225N10.1"
"ENSG00000273261"	"antisense"	"RP11-531F16.4"
"ENSG00000243368"	"antisense"	"MCCC1-AS1"
"ENSG00000242522"	"antisense"	"KLHL6-AS1"
"ENSG00000233885"	"antisense"	"YEATS2-AS1"
"ENSG00000223882"	"antisense"	"ABCC5-AS1"
"ENSG00000238020"	"antisense"	"HTR3E-AS1"
"ENSG00000273181"	"lincRNA"	"RP11-778D9.13"
"ENSG00000272721"	"antisense"	"RP11-778D9.12"
"ENSG00000224153"	"lincRNA"	"RP11-433C9.2"
"ENSG00000227509"	"sense_intronic"	"EIF2B5-IT1"
"ENSG00000230215"	"antisense"	"EIF2B5-AS1"
"ENSG00000272970"	"lincRNA"	"RP11-329B9.4"
"ENSG00000273403"	"lincRNA"	"RP11-329B9.3"
"ENSG00000272922"	"lincRNA"	"RP11-329B9.5"
"ENSG00000229433"	"lincRNA"	"RP11-329B9.1"
"ENSG00000223358"	"antisense"	"EHHADH-AS1"
"ENSG00000163915"	"antisense"	"IGF2BP2-AS1"
"ENSG00000234197"	"antisense"	"ETV5-AS1"
"ENSG00000234548"	"lincRNA"	"RP11-78H24.1"
"ENSG00000224406"	"lincRNA"	"RP11-48F14.1"
"ENSG00000226859"	"lincRNA"	"RP11-48F14.2"
"ENSG00000197099"	"antisense"	"RP11-573D15.8"
"ENSG00000263826"	"antisense"	"RP11-573D15.9"
"ENSG00000231724"	"antisense"	"RP11-573D15.3"
"ENSG00000232233"	"lincRNA"	"RP11-573D15.2"
"ENSG00000226482"	"antisense"	"ADIPOQ-AS1"
"ENSG00000198491"	"antisense"	"RP11-208N14.4"
"ENSG00000280270"	"TEC"	"RP11-560F18.1"
"ENSG00000228952"	"lincRNA"	"RP11-567G11.1"
"ENSG00000228804"	"antisense"	"RP11-211G3.3"
"ENSG00000223401"	"lincRNA"	"RP11-211G3.2"
"ENSG00000224049"	"lincRNA"	"RP11-30O15.1"
"ENSG00000236864"	"lincRNA"	"RP11-44H4.1"
"ENSG00000224187"	"lincRNA"	"RP11-132N15.3"
"ENSG00000225058"	"lincRNA"	"RP11-132N15.1"
"ENSG00000236412"	"lincRNA"	"RP11-132N15.2"
"ENSG00000234238"	"lincRNA"	"RP11-430L16.1"
"ENSG00000270959"	"antisense"	"LPP-AS2"
"ENSG00000279891"	"TEC"	"FLJ42393"
"ENSG00000224563"	"antisense"	"LPP-AS1"
"ENSG00000234076"	"lincRNA"	"TPRG1-AS1"
"ENSG00000230115"	"antisense"	"TPRG1-AS2"
"ENSG00000225764"	"antisense"	"P3H2-AS1"
"ENSG00000273370"	"lincRNA"	"RP11-268E23.2"
"ENSG00000228730"	"lincRNA"	"RP11-95L3.2"
"ENSG00000233308"	"antisense"	"OSTN-AS1"
"ENSG00000223812"	"lincRNA"	"RP11-197K6.1"
"ENSG00000232353"	"lincRNA"	"RP11-655G22.1"
"ENSG00000231383"	"antisense"	"FGF12-AS1"
"ENSG00000230126"	"antisense"	"FGF12-AS2"
"ENSG00000226709"	"antisense"	"FGF12-AS3"
"ENSG00000232130"	"lincRNA"	"RP11-143P4.2"
"ENSG00000236508"	"antisense"	"ATP13A5-AS1"
"ENSG00000225473"	"antisense"	"ATP13A4-AS1"
"ENSG00000224855"	"antisense"	"OPA1-AS1"
"ENSG00000229155"	"lincRNA"	"RP11-528A4.2"
"ENSG00000214146"	"lincRNA"	"RP11-699L21.1"
"ENSG00000238043"	"lincRNA"	"RP11-699L21.2"
"ENSG00000230102"	"processed_transcript"	"RP11-407B7.1"
"ENSG00000276407"	"lincRNA"	"RP11-407B7.3"
"ENSG00000229964"	"lincRNA"	"RP11-135A1.3"
"ENSG00000232874"	"antisense"	"RP11-135A1.2"
"ENSG00000225742"	"lincRNA"	"RP11-513G11.4"
"ENSG00000238097"	"lincRNA"	"RP11-513G11.3"
"ENSG00000228271"	"lincRNA"	"RP11-513G11.2"
"ENSG00000214145"	"lincRNA"	"LINC00887"
"ENSG00000233058"	"antisense"	"LINC00884"
"ENSG00000244675"	"sense_overlapping"	"AC108676.1"
"ENSG00000231770"	"antisense"	"TMEM44-AS1"
"ENSG00000229334"	"antisense"	"AC046143.3"
"ENSG00000272707"	"lincRNA"	"RP11-534C12.1"
"ENSG00000233987"	"lincRNA"	"AC106706.1"
"ENSG00000237222"	"lincRNA"	"AC090505.6"
"ENSG00000230401"	"lincRNA"	"AC090505.4"
"ENSG00000238031"	"lincRNA"	"AC090505.1"
"ENSG00000233303"	"antisense"	"XXYLT1-AS1"
"ENSG00000230266"	"antisense"	"XXYLT1-AS2"
"ENSG00000229325"	"sense_intronic"	"ACAP2-IT1"
"ENSG00000223711"	"antisense"	"AC091633.3"
"ENSG00000272792"	"lincRNA"	"RP11-141C7.4"
"ENSG00000229178"	"lincRNA"	"AC069513.4"
"ENSG00000242086"	"lincRNA"	"LINC00969"
"ENSG00000223783"	"lincRNA"	"AC124944.5"
"ENSG00000224614"	"antisense"	"TNK2-AS1"
"ENSG00000226155"	"antisense"	"AC124944.3"
"ENSG00000273009"	"lincRNA"	"RP11-352G9.1"
"ENSG00000260261"	"lincRNA"	"RP11-480A16.1"
"ENSG00000224652"	"lincRNA"	"LINC00885"
"ENSG00000228028"	"antisense"	"AC069257.8"
"ENSG00000235897"	"antisense"	"TM4SF19-AS1"
"ENSG00000225822"	"antisense"	"UBXN7-AS1"
"ENSG00000273013"	"antisense"	"CTD-2002J20.1"
"ENSG00000232065"	"antisense"	"LINC01063"
"ENSG00000230732"	"sense_intronic"	"AC127904.2"
"ENSG00000225578"	"antisense"	"NCBP2-AS1"
"ENSG00000270170"	"lincRNA"	"NCBP2-AS2"
"ENSG00000228109"	"antisense"	"MFI2-AS1"
"ENSG00000227375"	"antisense"	"DLG1-AS1"
"ENSG00000235126"	"lincRNA"	"AC128709.3"
"ENSG00000229912"	"lincRNA"	"AC128709.4"
"ENSG00000237167"	"lincRNA"	"AC128709.2"
"ENSG00000272989"	"lincRNA"	"RP13-616I3.1"
"ENSG00000273308"	"lincRNA"	"RP11-496H1.2"
"ENSG00000236833"	"lincRNA"	"AC024560.2"
"ENSG00000273375"	"lincRNA"	"RP11-803P9.1"
"ENSG00000234136"	"antisense"	"AC055764.1"
"ENSG00000232832"	"antisense"	"LMLN-AS1"
"ENSG00000236438"	"lincRNA"	"FAM157A"
"ENSG00000275426"	"sense_intronic"	"CH17-262A2.1"
"ENSG00000281016"	"antisense"	"RP11-2H3.7"
"ENSG00000272885"	"lincRNA"	"RP11-2H3.6"
"ENSG00000273238"	"lincRNA"	"RP11-1263C18.1"
"ENSG00000242686"	"antisense"	"RP11-1191J2.2"
"ENSG00000272927"	"antisense"	"RP11-1191J2.5"
"ENSG00000248416"	"antisense"	"RP11-1191J2.4"
"ENSG00000272588"	"antisense"	"RP11-440L14.4"
"ENSG00000249592"	"antisense"	"RP11-440L14.1"
"ENSG00000233799"	"antisense"	"AC139887.4"
"ENSG00000260262"	"lincRNA"	"RP11-440L14.3"
"ENSG00000250259"	"lincRNA"	"RP11-460I19.2"
"ENSG00000251652"	"antisense"	"RP11-20I20.2"
"ENSG00000227189"	"antisense"	"AC092535.3"
"ENSG00000273179"	"antisense"	"RP11-20I20.4"
"ENSG00000280927"	"antisense"	"CTBP1-AS"
"ENSG00000196810"	"antisense"	"CTBP1-AS2"
"ENSG00000254094"	"sense_intronic"	"AC078852.1"
"ENSG00000253399"	"sense_intronic"	"AC078852.2"
"ENSG00000272783"	"lincRNA"	"RP13-1016M1.2"
"ENSG00000244459"	"lincRNA"	"RP11-1398P2.1"
"ENSG00000270195"	"lincRNA"	"RP11-572O17.1"
"ENSG00000250623"	"antisense"	"RP11-317B7.3"
"ENSG00000251148"	"antisense"	"RP11-478C1.7"
"ENSG00000206113"	"lincRNA"	"RP11-503N18.1"
"ENSG00000248399"	"sense_intronic"	"RP11-503N18.4"
"ENSG00000249673"	"antisense"	"NOP14-AS1"
"ENSG00000251075"	"antisense"	"HTT-AS"
"ENSG00000261643"	"sense_overlapping"	"RP11-529E10.6"
"ENSG00000270090"	"lincRNA"	"RP11-529E10.7"
"ENSG00000216560"	"processed_transcript"	"LINC00955"
"ENSG00000250681"	"lincRNA"	"RP3-368B9.2"
"ENSG00000250632"	"lincRNA"	"RP3-513G18.2"
"ENSG00000250986"	"lincRNA"	"AC141928.1"
"ENSG00000253917"	"processed_transcript"	"AC226119.5"
"ENSG00000248516"	"lincRNA"	"RP11-265O12.1"
"ENSG00000248221"	"sense_intronic"	"STX18-IT1"
"ENSG00000247708"	"antisense"	"STX18-AS1"
"ENSG00000280310"	"TEC"	"RP11-326I19.2"
"ENSG00000273396"	"lincRNA"	"LINC01396"
"ENSG00000082929"	"processed_transcript"	"LINC01587"
"ENSG00000249896"	"lincRNA"	"RP11-586D19.1"
"ENSG00000251408"	"lincRNA"	"RP11-586D19.2"
"ENSG00000269908"	"lincRNA"	"RP11-1406H17.1"
"ENSG00000251580"	"lincRNA"	"RP11-539L10.3"
"ENSG00000170846"	"lincRNA"	"AC093323.3"
"ENSG00000246526"	"lincRNA"	"RP11-539L10.2"
"ENSG00000187904"	"sense_overlapping"	"AC097382.5"
"ENSG00000245748"	"antisense"	"RP11-367J11.2"
"ENSG00000245468"	"lincRNA"	"RP11-367J11.3"
"ENSG00000272620"	"antisense"	"AFAP1-AS1"
"ENSG00000228919"	"lincRNA"	"AC097381.1"
"ENSG00000273267"	"antisense"	"RP11-338K13.1"
"ENSG00000251460"	"antisense"	"RP11-1258F18.1"
"ENSG00000249145"	"lincRNA"	"RP11-774O3.2"
"ENSG00000248986"	"lincRNA"	"RP11-774O3.1"
"ENSG00000251615"	"lincRNA"	"RP11-774O3.3"
"ENSG00000251186"	"antisense"	"RP11-689P11.3"
"ENSG00000205959"	"lincRNA"	"RP11-689P11.2"
"ENSG00000250915"	"lincRNA"	"RP11-1338A24.1"
"ENSG00000258507"	"sense_intronic"	"RP13-582L3.4"
"ENSG00000249219"	"antisense"	"RP13-560N11.1"
"ENSG00000250413"	"antisense"	"RP11-448G15.1"
"ENSG00000261490"	"sense_overlapping"	"RP11-448G15.3"
"ENSG00000249334"	"lincRNA"	"RP11-61G19.1"
"ENSG00000251152"	"lincRNA"	"RP11-281P23.1"
"ENSG00000249631"	"lincRNA"	"RP11-281P23.2"
"ENSG00000248300"	"lincRNA"	"RP11-74M11.2"
"ENSG00000248262"	"lincRNA"	"RP11-1J7.1"
"ENSG00000251210"	"lincRNA"	"RP11-168E17.1"
"ENSG00000250371"	"lincRNA"	"RP11-22A3.2"
"ENSG00000250098"	"lincRNA"	"RP11-22A3.1"
"ENSG00000281202"	"lincRNA"	"LINC01097"
"ENSG00000246095"	"lincRNA"	"LINC01096"
"ENSG00000250634"	"lincRNA"	"LINC01182"
"ENSG00000250497"	"lincRNA"	"AC007126.1"
"ENSG00000248698"	"lincRNA"	"LINC01085"
"ENSG00000251679"	"lincRNA"	"RP11-669M16.2"
"ENSG00000249988"	"lincRNA"	"RP11-669M16.1"
"ENSG00000251412"	"lincRNA"	"AC006296.1"
"ENSG00000248425"	"lincRNA"	"AC006296.2"
"ENSG00000248360"	"lincRNA"	"LINC00504"
"ENSG00000247624"	"lincRNA"	"CPEB2-AS1"
"ENSG00000249252"	"antisense"	"RP11-665G4.1"
"ENSG00000251379"	"antisense"	"RP11-484O2.1"
"ENSG00000273133"	"antisense"	"RP11-799M12.2"
"ENSG00000249234"	"antisense"	"RP11-452J21.2"
"ENSG00000263327"	"antisense"	"TAPT1-AS1"
