probe_id,gsym,biotype
ASHG19A3A016465,LINC01818,lincRNA
ASHG19A3A014472,LINC01817,lincRNA
ASHG19A3A014473,RND3,protein_coding
ASHG19A3A014474,LINC01920,lincRNA
ASHG19A3A016466,AC104777.3,lincRNA
ASHG19A3A014475,AC104777.2,lincRNA
ASHG19A3A016467,AC104777.1,lincRNA
ASHG19A3A016468,AC023469.2,antisense
ASHG19A3A014476,AC018731.1,lincRNA
ASHG19A3A016469,FABP5P10,processed_pseudogene
ASHG19A3A014478,RBM43,protein_coding
ASHG19A3A014479,NMI,protein_coding
ASHG19A3A014479,NMI,retained_intron
ASHG19A3A016470,TNFAIP6,protein_coding
ASHG19A3A016470,TNFAIP6,retained_intron
ASHG19A3A016471,RIF1,protein_coding
ASHG19A3A016472,RIF1,protein_coding
ASHG19A3A004306,NEB,protein_coding
ASHG19A3A014484,NEB,protein_coding
ASHG19A3A014487,ARL5A,protein_coding
ASHG19A3A014487,ARL5A,processed_transcript
ASHG19A3A014488,AC068547.1,nonsense_mediated_decay
ASHG19A3A014490,CACNB4,protein_coding
ASHG19A3A014488,CACNB4,protein_coding
ASHG19A3A014488,CACNB4,nonsense_mediated_decay
ASHG19A3A002867,CACNB4,protein_coding
ASHG19A3A014488,CACNB4,retained_intron
ASHG19A3A014489,CACNB4,protein_coding
ASHG19A3A014488,CACNB4,processed_transcript
ASHG19A3A014489,CACNB4,nonsense_mediated_decay
ASHG19A3A002867,CACNB4,nonsense_mediated_decay
ASHG19A3A014490,CACNB4,retained_intron
ASHG19A3A016474,AC079790.1,antisense
ASHG19A3A014491,STAM2,protein_coding
ASHG19A3A014491,STAM2,retained_intron
ASHG19A3A016475,RPL30P2,processed_pseudogene
ASHG19A3A016476,FMNL2,protein_coding
ASHG19A3A014494,PRPF40A,protein_coding
ASHG19A3A014494,PRPF40A,nonsense_mediated_decay
ASHG19A3A014494,PRPF40A,retained_intron
ASHG19A3A007329,ARL6IP6,processed_transcript
ASHG19A3A016477,ARL6IP6,protein_coding
ASHG19A3A016477,ARL6IP6,nonsense_mediated_decay
ASHG19A3A014495,AC009969.1,processed_pseudogene
ASHG19A3A016478,UBQLN4P2,processed_pseudogene
ASHG19A3A016479,ATP5PBP4,processed_pseudogene
ASHG19A3A014496,AC079150.1,lincRNA
ASHG19A3A016480,LINC01850,lincRNA
ASHG19A3A016481,RPL23AP29,processed_pseudogene
ASHG19A3A014497,AC012501.2,transcribed_processed_pseudogene
ASHG19A3A014497,AC012501.1,sense_overlapping
ASHG19A3A014498,RPRM,protein_coding
ASHG19A3A014499,DNAJA1P2,processed_pseudogene
ASHG19A3A016482,GALNT13,protein_coding
ASHG19A3A016482,GALNT13,nonsense_mediated_decay
ASHG19A3A014501,AC009227.1,antisense
ASHG19A3A016484,AC009227.2,lincRNA
ASHG19A3A014502,AC061961.1,antisense
ASHG19A3A016485,KCNJ3,protein_coding
ASHG19A3A016486,KCNJ3,protein_coding
ASHG19A3A016485,KCNJ3,processed_transcript
ASHG19A3A014503,CBX3P6,processed_pseudogene
ASHG19A3A014504,AC092625.1,lincRNA
ASHG19A3A014505,MTCO1P45,processed_pseudogene
ASHG19A3A014506,MTND2P20,processed_pseudogene
ASHG19A3A016487,ATP5F1AP2,transcribed_processed_pseudogene
ASHG19A3A016487,ATP5F1AP2,processed_transcript
ASHG19A3A016488,MTND4P28,processed_pseudogene
ASHG19A3A016489,MTND5P30,processed_pseudogene
ASHG19A3A014507,MTND6P9,processed_pseudogene
ASHG19A3A016490,MTCYBP9,processed_pseudogene
ASHG19A3A014508,LINC01876,lincRNA
ASHG19A3A014509,LINC01876,lincRNA
ASHG19A3A014510,AC073551.1,processed_pseudogene
ASHG19A3A014511,NR4A2,protein_coding
ASHG19A3A014511,NR4A2,nonsense_mediated_decay
ASHG19A3A016492,GPD2,protein_coding
ASHG19A3A016493,GPD2,protein_coding
ASHG19A3A016493,GPD2,processed_transcript
CUST_564_PI426073487,LINC01958,lincRNA
CUST_83_PI426073487,LINC01958,lincRNA
ASHG19A3A014513,RPLP0P7,processed_pseudogene
ASHG19A3A014514,CDK7P1,processed_pseudogene
ASHG19A3A016494,GALNT5,protein_coding
ASHG19A3A016495,GALNT5,protein_coding
ASHG19A3A014515,ERMN,protein_coding
ASHG19A3A000921,ERMN,protein_coding
ASHG19A3A014515,ERMN,nonsense_mediated_decay
ASHG19A3A014516,FAM133DP,processed_pseudogene
ASHG19A3A014517,CYTIP,protein_coding
ASHG19A3A014517,CYTIP,nonsense_mediated_decay
ASHG19A3A014517,CYTIP,processed_transcript
ASHG19A3A014518,ACVR1C,protein_coding
ASHG19A3A014519,ACVR1C,protein_coding
ASHG19A3A001876,ACVR1C,protein_coding
ASHG19A3A001875,ACVR1C,protein_coding
ASHG19A3A014520,AC019186.1,lincRNA
ASHG19A3A014521,ACVR1,protein_coding
ASHG19A3A014522,ACVR1,protein_coding
ASHG19A3A016497,UPP2,protein_coding
ASHG19A3A016498,UPP2,processed_transcript
ASHG19A3A016498,UPP2,protein_coding
ASHG19A3A014523,AC013731.1,lincRNA
ASHG19A3A014524,AC005539.1,processed_pseudogene
ASHG19A3A016499,CCDC148-AS1,antisense
ASHG19A3A014526,CCDC148,protein_coding
ASHG19A3A014526,CCDC148,nonsense_mediated_decay
ASHG19A3A003590,CCDC148,nonsense_mediated_decay
ASHG19A3A016500,HNRNPDLP2,unprocessed_pseudogene
ASHG19A3A016502,PKP4,nonsense_mediated_decay
ASHG19A3A016502,PKP4,protein_coding
ASHG19A3A000799,PKP4,protein_coding
ASHG19A3A016502,PKP4,retained_intron
ASHG19A3A014528,PKP4-AS1,antisense
ASHG19A3A014527,PKP4-AS1,antisense
ASHG19A3A016503,AC005042.2,lincRNA
ASHG19A3A016504,DAPL1,protein_coding
ASHG19A3A016505,OR7E89P,transcribed_unprocessed_pseudogene
ASHG19A3A016506,OR7E28P,transcribed_unprocessed_pseudogene
ASHG19A3A016507,OR7E90P,unprocessed_pseudogene
ASHG19A3A016508,TANC1,protein_coding
ASHG19A3A014530,GSTM3P2,processed_pseudogene
ASHG19A3A014532,WDSUB1,protein_coding
ASHG19A3A006145,WDSUB1,protein_coding
ASHG19A3A014531,WDSUB1,protein_coding
ASHG19A3A014533,BAZ2B,protein_coding
ASHG19A3A014533,BAZ2B,processed_transcript
ASHG19A3A016509,AC008277.1,antisense
ASHG19A3A016510,AC009506.1,antisense
ASHG19A3A000343,AC009961.1,lincRNA
ASHG19A3A016511,MARCH7,protein_coding
ASHG19A3A016511,MARCH7,processed_transcript
ASHG19A3A014536,CD302,protein_coding
ASHG19A3A014536,CD302,processed_transcript
ASHG19A3A014537,LY75-CD302,protein_coding
ASHG19A3A014536,LY75-CD302,protein_coding
ASHG19A3A014537,LY75,protein_coding
ASHG19A3A014537,LY75,retained_intron
ASHG19A3A014539,PLA2R1,processed_transcript
ASHG19A3A014539,PLA2R1,protein_coding
ASHG19A3A014540,PLA2R1,protein_coding
ASHG19A3A014543,ITGB6,protein_coding
ASHG19A3A014543,ITGB6,nonsense_mediated_decay
ASHG19A3A014545,RBMS1,processed_transcript
ASHG19A3A014545,RBMS1,protein_coding
ASHG19A3A014546,AC096656.1,TEC
ASHG19A3A014547,AC009313.2,processed_pseudogene
ASHG19A3A014548,AC009313.1,antisense
ASHG19A3A016517,TANK,protein_coding
ASHG19A3A016517,TANK,nonsense_mediated_decay
ASHG19A3A016517,TANK,retained_intron
ASHG19A3A016516,TANK,protein_coding
ASHG19A3A016517,TANK,processed_transcript
ASHG19A3A014549,AC009299.3,antisense
ASHG19A3A016518,LINC01806,lincRNA
ASHG19A3A016519,LINC01806,lincRNA
ASHG19A3A016520,AC009299.1,processed_pseudogene
ASHG19A3A016521,PSMD14,protein_coding
CUST_568_PI426073487,PSMD14,retained_intron
CUST_87_PI426073487,PSMD14,retained_intron
ASHG19A3A014552,AC009299.2,processed_pseudogene
CUST_569_PI426073487,TBR1,protein_coding
CUST_88_PI426073487,TBR1,protein_coding
ASHG19A3A016522,TBR1,protein_coding
CUST_569_PI426073487,TBR1,retained_intron
CUST_88_PI426073487,TBR1,retained_intron
ASHG19A3A016522,TBR1,retained_intron
ASHG19A3A014553,TBR1,retained_intron
ASHG19A3A014553,AC009487.1,antisense
ASHG19A3A016525,SLC4A10,protein_coding
ASHG19A3A005246,SLC4A10,protein_coding
ASHG19A3A016525,SLC4A10,processed_transcript
ASHG19A3A016526,SLC4A10,processed_transcript
ASHG19A3A016526,SLC4A10,protein_coding
ASHG19A3A005246,SLC4A10,nonsense_mediated_decay
ASHG19A3A016523,AC009487.3,TEC
ASHG19A3A013567,AHCTF1P1,processed_pseudogene
ASHG19A3A014554,AHCTF1P1,processed_pseudogene
ASHG19A3A014555,AC062022.1,processed_pseudogene
ASHG19A3A016524,KRT18P46,processed_pseudogene
ASHG19A3A014556,RPEP5,processed_pseudogene
ASHG19A3A014558,DPP4,protein_coding
ASHG19A3A014558,DPP4,nonsense_mediated_decay
ASHG19A3A014558,DPP4,retained_intron
ASHG19A3A014558,DPP4,processed_transcript
ASHG19A3A016529,AC008063.1,antisense
ASHG19A3A014559,TIMM8AP1,processed_pseudogene
ASHG19A3A016530,EIF3EP2,processed_pseudogene
ASHG19A3A016531,AC008063.2,lincRNA
ASHG19A3A014560,GCG,protein_coding
ASHG19A3A014560,GCG,retained_intron
ASHG19A3A016532,AC007750.1,antisense
ASHG19A3A014562,FAP,protein_coding
ASHG19A3A014562,FAP,retained_intron
ASHG19A3A014562,FAP,nonsense_mediated_decay
ASHG19A3A014563,IFIH1,protein_coding
ASHG19A3A014563,IFIH1,processed_transcript
ASHG19A3A014563,IFIH1,retained_intron
ASHG19A3A016534,GCA,protein_coding
ASHG19A3A016534,GCA,retained_intron
ASHG19A3A014565,KCNH7,protein_coding
ASHG19A3A014566,KCNH7,protein_coding
ASHG19A3A016535,AC011900.1,antisense
ASHG19A3A014567,RPL7P61,processed_pseudogene
ASHG19A3A014568,FIGN,protein_coding
ASHG19A3A014569,AC016766.1,lincRNA
ASHG19A3A016536,PRPS1P1,processed_pseudogene
ASHG19A3A016537,CYP2C56P,processed_pseudogene
ASHG19A3A014570,GRB14,retained_intron
ASHG19A3A014570,GRB14,protein_coding
ASHG19A3A014571,COBLL1,processed_transcript
ASHG19A3A014571,COBLL1,protein_coding
ASHG19A3A014571,COBLL1,retained_intron
ASHG19A3A016538,AC019197.1,antisense
ASHG19A3A016539,AC019197.1,antisense
ASHG19A3A014572,SLC38A11,protein_coding
ASHG19A3A014572,SLC38A11,retained_intron
ASHG19A3A014573,SCN3A,protein_coding
ASHG19A3A001595,SCN3A,protein_coding
ASHG19A3A016540,SCN2A,nonsense_mediated_decay
ASHG19A3A014575,SCN2A,nonsense_mediated_decay
ASHG19A3A016540,SCN2A,protein_coding
ASHG19A3A014575,SCN2A,protein_coding
ASHG19A3A016542,SCN2A,protein_coding
ASHG19A3A016540,SCN2A,processed_transcript
ASHG19A3A016541,SCN2A,protein_coding
ASHG19A3A016541,SCN2A,nonsense_mediated_decay
ASHG19A3A016541,SCN2A,retained_intron
ASHG19A3A014575,SCN2A,retained_intron
ASHG19A3A016543,CSRNP3,protein_coding
ASHG19A3A016544,CSRNP3,protein_coding
ASHG19A3A014576,GALNT3,protein_coding
ASHG19A3A014578,AC009495.3,lincRNA
ASHG19A3A016545,AC009495.3,lincRNA
ASHG19A3A016545,AC009495.1,lincRNA
ASHG19A3A014578,AC009495.1,lincRNA
ASHG19A3A014579,TTC21B,nonsense_mediated_decay
ASHG19A3A014579,TTC21B,protein_coding
ASHG19A3A014579,TTC21B,processed_transcript
ASHG19A3A016546,TTC21B-AS1,antisense
ASHG19A3A000275,TTC21B-AS1,antisense
ASHG19A3A016548,AC010127.1,antisense
ASHG19A3A014582,SCN1A,nonsense_mediated_decay
ASHG19A3A014583,SCN1A,protein_coding
ASHG19A3A014582,SCN1A,protein_coding
ASHG19A3A003312,SCN1A,protein_coding
ASHG19A3A014582,SCN1A,retained_intron
ASHG19A3A014584,SCN9A,protein_coding
ASHG19A3A014584,SCN9A,retained_intron
ASHG19A3A014585,SCN7A,protein_coding
ASHG19A3A014585,SCN7A,nonsense_mediated_decay
ASHG19A3A001554,XIRP2,protein_coding
ASHG19A3A016549,XIRP2,protein_coding
ASHG19A3A014586,AC092601.1,processed_pseudogene
ASHG19A3A016550,AC073050.1,lincRNA
ASHG19A3A014587,CTAGE14P,processed_pseudogene
ASHG19A3A014588,AC016723.1,antisense
ASHG19A3A014588,B3GALT1,protein_coding
ASHG19A3A014589,STK39,protein_coding
ASHG19A3A016553,CERS6,protein_coding
ASHG19A3A014590,CERS6,protein_coding
ASHG19A3A014590,CERS6-AS1,antisense
ASHG19A3A016554,NOSTRIN,protein_coding
ASHG19A3A001316,NOSTRIN,protein_coding
ASHG19A3A005673,NOSTRIN,protein_coding
ASHG19A3A003589,NOSTRIN,protein_coding
ASHG19A3A014592,SPC25,protein_coding
ASHG19A3A014592,SPC25,processed_transcript
ASHG19A3A016555,G6PC2,protein_coding
ASHG19A3A001596,G6PC2,protein_coding
ASHG19A3A016555,G6PC2,nonsense_mediated_decay
ASHG19A3A001596,G6PC2,processed_transcript
ASHG19A3A014593,ABCB11,protein_coding
ASHG19A3A016556,DHRS9,protein_coding
ASHG19A3A016557,DHRS9,protein_coding
ASHG19A3A002476,DHRS9,protein_coding
ASHG19A3A016558,DHRS9,protein_coding
ASHG19A3A016559,AC007556.1,antisense
ASHG19A3A016560,UBE2V1P6,processed_pseudogene
ASHG19A3A014594,LRP2,protein_coding
ASHG19A3A014594,LRP2,nonsense_mediated_decay
ASHG19A3A016561,BBS5,protein_coding
ASHG19A3A055326,BBS5,protein_coding
ASHG19A3A000475,BBS5,protein_coding
ASHG19A3A016561,BBS5,nonsense_mediated_decay
ASHG19A3A016561,BBS5,retained_intron
ASHG19A3A055326,BBS5,retained_intron
ASHG19A3A000475,BBS5,retained_intron
ASHG19A3A016561,AC093899.2,protein_coding
ASHG19A3A016562,AC093899.2,protein_coding
ASHG19A3A016562,KLHL41,protein_coding
ASHG19A3A016562,KLHL41,processed_transcript
ASHG19A3A014596,FASTKD1,protein_coding
ASHG19A3A014597,AC093899.1,processed_pseudogene
ASHG19A3A016563,PPIG,protein_coding
ASHG19A3A016564,PPIG,protein_coding
ASHG19A3A016563,PPIG,nonsense_mediated_decay
ASHG19A3A014598,CCDC173,protein_coding
ASHG19A3A016565,PHOSPHO2,protein_coding
ASHG19A3A016566,KLHL23,protein_coding
ASHG19A3A016567,KLHL23,protein_coding
ASHG19A3A016566,KLHL23,retained_intron
ASHG19A3A014600,PTCHD3P2,processed_pseudogene
ASHG19A3A016569,AC009967.1,processed_pseudogene
ASHG19A3A016571,SSB,protein_coding
ASHG19A3A014601,METTL5,protein_coding
ASHG19A3A016571,METTL5,protein_coding
ASHG19A3A014601,METTL5,retained_intron
ASHG19A3A016572,UBR3,protein_coding
ASHG19A3A016572,UBR3,nonsense_mediated_decay
ASHG19A3A016572,UBR3,processed_transcript
ASHG19A3A016572,UBR3,retained_intron
ASHG19A3A014602,AC092641.1,processed_pseudogene
ASHG19A3A016575,MYO3B,retained_intron
ASHG19A3A016575,MYO3B,processed_transcript
ASHG19A3A001614,MYO3B,protein_coding
ASHG19A3A016576,MYO3B,protein_coding
ASHG19A3A001614,MYO3B,nonsense_mediated_decay
ASHG19A3A016576,MYO3B,nonsense_mediated_decay
ASHG19A3A016575,MYO3B,protein_coding
ASHG19A3A016576,MYO3B,processed_transcript
ASHG19A3A014603,AC012594.1,antisense
ASHG19A3A014604,HMGB1P4,processed_pseudogene
ASHG19A3A014607,AC007277.1,antisense
ASHG19A3A016577,SP5,protein_coding
ASHG19A3A014609,AC007405.1,lincRNA
ASHG19A3A016578,EIF2S2P4,processed_pseudogene
ASHG19A3A016579,AC007405.3,lincRNA
ASHG19A3A016582,GAD1,protein_coding
ASHG19A3A016581,GAD1,protein_coding
ASHG19A3A016582,GAD1,nonsense_mediated_decay
ASHG19A3A000364,AC007405.2,antisense
ASHG19A3A016583,GORASP2,processed_transcript
ASHG19A3A016583,GORASP2,protein_coding
ASHG19A3A016583,GORASP2,nonsense_mediated_decay
ASHG19A3A014613,TLK1,protein_coding
ASHG19A3A014613,TLK1,nonsense_mediated_decay
ASHG19A3A002447,TLK1,protein_coding
ASHG19A3A014612,TLK1,protein_coding
ASHG19A3A014613,TLK1,processed_transcript
ASHG19A3A014614,METTL8,protein_coding
ASHG19A3A014614,METTL8,nonsense_mediated_decay
ASHG19A3A014614,METTL8,processed_transcript
ASHG19A3A009608,AC008065.1,processed_pseudogene
ASHG19A3A034980,AC008065.1,processed_pseudogene
ASHG19A3A039683,AC008065.1,processed_pseudogene
ASHG19A3A007674,DCAF17,processed_transcript
ASHG19A3A016585,DCAF17,processed_transcript
ASHG19A3A003275,DCAF17,protein_coding
ASHG19A3A016585,DCAF17,protein_coding
ASHG19A3A007674,DCAF17,protein_coding
ASHG19A3A016586,DAP3P2,processed_pseudogene
ASHG19A3A016587,AC007969.2,processed_pseudogene
ASHG19A3A014615,AC007969.1,processed_pseudogene
ASHG19A3A016588,CYBRD1,protein_coding
ASHG19A3A016588,CYBRD1,processed_transcript
ASHG19A3A002006,CYBRD1,protein_coding
ASHG19A3A016590,DYNC1I2,protein_coding
ASHG19A3A016590,DYNC1I2,retained_intron
ASHG19A3A014617,SLC25A12,protein_coding
ASHG19A3A014617,SLC25A12,nonsense_mediated_decay
ASHG19A3A014617,SLC25A12,processed_transcript
ASHG19A3A007588,HAT1,nonsense_mediated_decay
ASHG19A3A016592,HAT1,nonsense_mediated_decay
ASHG19A3A016592,HAT1,protein_coding
ASHG19A3A016592,HAT1,retained_intron
CUST_576_PI426073487,HAT1,retained_intron
CUST_95_PI426073487,HAT1,retained_intron
ASHG19A3A016593,METAP1D,protein_coding
ASHG19A3A016594,DLX1,protein_coding
ASHG19A3A001271,DLX1,protein_coding
ASHG19A3A016594,DLX1,retained_intron
ASHG19A3A014619,DLX2,protein_coding
ASHG19A3A016596,DLX2-DT,lincRNA
ASHG19A3L0001106,AC104088.1,lincRNA
ASHG19A3A016597,AC104088.1,lincRNA
ASHG19A3A014621,AC078883.3,TEC
ASHG19A3A016599,ITGA6,protein_coding
ASHG19A3A001556,ITGA6,protein_coding
ASHG19A3A014622,AC078883.2,antisense
ASHG19A3A014623,ITGA6-AS1,antisense
ASHG19A3A014625,AC078883.1,antisense
ASHG19A3A016601,PDK1,protein_coding
ASHG19A3A014626,PDK1,protein_coding
ASHG19A3A016601,PDK1,retained_intron
ASHG19A3A014627,AC018712.1,processed_pseudogene
ASHG19A3A014628,RAPGEF4-AS1,antisense
ASHG19A3A014629,RAPGEF4-AS1,antisense
ASHG19A3A016602,RAPGEF4,processed_transcript
ASHG19A3A016602,RAPGEF4,protein_coding
ASHG19A3A016603,RAPGEF4,protein_coding
ASHG19A3A014630,ALDH7A1P2,processed_pseudogene
ASHG19A3A016606,MAP3K20,protein_coding
ASHG19A3A016605,MAP3K20,protein_coding
ASHG19A3A014631,MAP3K20-AS1,antisense
ASHG19A3A014632,MAP3K20-AS1,antisense
ASHG19A3A016607,AC092573.1,processed_pseudogene
ASHG19A3A014633,AC092573.2,transcribed_processed_pseudogene
ASHG19A3A014633,AC092573.2,processed_transcript
ASHG19A3A006038,CDCA7,protein_coding
ASHG19A3A016608,CDCA7,protein_coding
ASHG19A3A006038,CDCA7,retained_intron
ASHG19A3A016608,CDCA7,nonsense_mediated_decay
ASHG19A3A014634,AC073465.1,processed_pseudogene
ASHG19A3A014635,AC073465.2,processed_pseudogene
ASHG19A3A014636,PPIAP66,processed_pseudogene
ASHG19A3A014637,AC013410.1,processed_pseudogene
ASHG19A3A014638,AC013410.2,processed_pseudogene
ASHG19A3A014639,RPL5P7,processed_pseudogene
ASHG19A3A014640,AC106900.1,lincRNA
ASHG19A3A014643,SP3,protein_coding
CUST_99_PI426073487,SP3,protein_coding
CUST_580_PI426073487,SP3,protein_coding
ASHG19A3A014642,SP3,protein_coding
CUST_99_PI426073487,SP3,retained_intron
CUST_580_PI426073487,SP3,retained_intron
ASHG19A3L0003481,AC016737.1,lincRNA
ASHG19A3L0003480,AC016737.1,lincRNA
ASHG19A3A016610,LINC01960,lincRNA
ASHG19A3A016611,RPSAP24,processed_pseudogene
ASHG19A3A014645,OLA1,protein_coding
ASHG19A3A019871,OLA1,protein_coding
CUST_100_PI426073487,OLA1,protein_coding
ASHG19A3A000939,OLA1,protein_coding
ASHG19A3A019871,OLA1,processed_transcript
CUST_100_PI426073487,OLA1,processed_transcript
ASHG19A3A019871,OLA1,retained_intron
CUST_100_PI426073487,OLA1,retained_intron
ASHG19A3A014646,AC013467.1,processed_pseudogene
ASHG19A3A014647,HNRNPA1P39,processed_pseudogene
ASHG19A3A016612,LINC01305,lincRNA
ASHG19A3A016613,AC018470.1,TEC
ASHG19A3A016613,SP9,protein_coding
ASHG19A3A014648,CIR1,protein_coding
ASHG19A3A014648,CIR1,retained_intron
ASHG19A3A016614,SCRN3,protein_coding
ASHG19A3A016614,SCRN3,processed_transcript
ASHG19A3A006146,GPR155,protein_coding
ASHG19A3A014650,GPR155,protein_coding
ASHG19A3A014650,GPR155,processed_transcript
ASHG19A3A016615,AC010894.2,lincRNA
ASHG19A3A016616,AC010894.1,processed_pseudogene
ASHG19A3A014651,AC010894.5,TEC
ASHG19A3A016619,AC010894.3,antisense
ASHG19A3A014652,WIPF1,protein_coding
ASHG19A3A014653,WIPF1,protein_coding
ASHG19A3A014652,WIPF1,processed_transcript
ASHG19A3A014653,WIPF1,processed_transcript
ASHG19A3A016617,AC010894.4,antisense
ASHG19A3A025918,H3F3AP4,processed_pseudogene
ASHG19A3A016618,H3F3AP4,processed_pseudogene
ASHG19A3A050282,H3F3AP4,processed_pseudogene
ASHG19A3A000537,CHRNA1,protein_coding
ASHG19A3A001292,CHRNA1,protein_coding
ASHG19A3A014655,CHRNA1,processed_transcript
ASHG19A3A014656,CHN1,protein_coding
ASHG19A3A001122,CHN1,protein_coding
ASHG19A3A001122,CHN1,nonsense_mediated_decay
ASHG19A3A014656,CHN1,processed_transcript
ASHG19A3A014657,AC007435.1,processed_pseudogene
ASHG19A3A014660,ATF2,protein_coding
ASHG19A3A014659,ATF2,protein_coding
ASHG19A3A014660,ATF2,nonsense_mediated_decay
ASHG19A3A014660,ATF2,retained_intron
ASHG19A3A016620,AC096649.1,antisense
ASHG19A3A016622,ATP5MC3,protein_coding
ASHG19A3A016621,ATP5MC3,protein_coding
ASHG19A3A014662,ATP5MC3,protein_coding
ASHG19A3A014661,ATP5MC3,protein_coding
ASHG19A3A016622,AC096649.2,processed_pseudogene
ASHG19A3A016623,AC093459.1,lincRNA
ASHG19A3A016624,EXTL2P1,processed_pseudogene
ASHG19A3A016625,AC016751.2,antisense
ASHG19A3A014663,AC016751.1,lincRNA
ASHG19A3A014664,LNPK,protein_coding
ASHG19A3A014665,EVX2,protein_coding
CUST_46_PI426249100,HOXD13,protein_coding
ASHG19A3H0000599,HOXD13,protein_coding
ASHG19A3H0000174,HOXD13,protein_coding
CUST_174_PI426075208,HOXD13,protein_coding
ASHG19A3A016627,HOXD13,protein_coding
CUST_47_PI426249100,HOXD13,protein_coding
ASHG19A3H0000600,HOXD13,protein_coding
CUST_48_PI426249100,HOXD12,protein_coding
ASHG19A3H0000601,HOXD12,protein_coding
ASHG19A3A016628,HOXD12,protein_coding
CUST_49_PI426249100,HOXD12,protein_coding
ASHG19A3H0000602,HOXD12,protein_coding
ASHG19A3A016629,HOXD11,processed_transcript
CUST_51_PI426249100,HOXD11,processed_transcript
ASHG19A3H0000604,HOXD11,processed_transcript
ASHG19A3H0000169,HOXD11,processed_transcript
CUST_169_PI426075208,HOXD11,processed_transcript
CUST_50_PI426249100,HOXD11,protein_coding
ASHG19A3H0000603,HOXD11,protein_coding
ASHG19A3A016629,HOXD11,protein_coding
CUST_51_PI426249100,HOXD11,protein_coding
ASHG19A3H0000604,HOXD11,protein_coding
ASHG19A3H0000210,HOXD10,protein_coding
CUST_210_PI426075208,HOXD10,protein_coding
ASHG19A3A016630,HOXD10,protein_coding
CUST_52_PI426249100,HOXD10,protein_coding
ASHG19A3H0000605,HOXD10,protein_coding
ASHG19A3H0000202,HOXD10,protein_coding
CUST_202_PI426075208,HOXD10,protein_coding
CUST_53_PI426249100,HOXD10,protein_coding
ASHG19A3H0000606,HOXD10,protein_coding
ASHG19A3A014666,HOXD-AS2,antisense
CUST_204_PI426075208,HOXD-AS2,antisense
ASHG19A3H0000204,HOXD-AS2,antisense
CUST_203_PI426075208,HOXD-AS2,antisense
ASHG19A3H0000203,HOXD-AS2,antisense
ASHG19A3A014668,HOXD-AS2,antisense
CUST_54_PI426249100,HOXD9,protein_coding
ASHG19A3H0000607,HOXD9,protein_coding
ASHG19A3H0000200,HOXD9,protein_coding
CUST_200_PI426075208,HOXD9,protein_coding
ASHG19A3A016631,HOXD9,protein_coding
CUST_55_PI426249100,HOXD9,protein_coding
ASHG19A3H0000608,HOXD9,protein_coding
ASHG19A3A016632,HOXD8,protein_coding
CUST_56_PI426249100,HOXD8,protein_coding
ASHG19A3H0000609,HOXD8,protein_coding
CUST_57_PI426249100,HOXD8,protein_coding
ASHG19A3H0000610,HOXD8,protein_coding
ASHG19A3H0000187,HOXD8,protein_coding
CUST_187_PI426075208,HOXD8,protein_coding
ASHG19A3A016636,HOXD3,protein_coding
CUST_60_PI426249100,HOXD3,protein_coding
ASHG19A3H0000613,HOXD3,protein_coding
CUST_61_PI426249100,HOXD3,protein_coding
ASHG19A3H0000614,HOXD3,protein_coding
ASHG19A3A016634,MIR10B,miRNA
ASHG19A3H0000199,AC009336.2,nonsense_mediated_decay
CUST_199_PI426075208,AC009336.2,nonsense_mediated_decay
ASHG19A3A016635,AC009336.2,nonsense_mediated_decay
CUST_58_PI426249100,AC009336.2,nonsense_mediated_decay
ASHG19A3H0000611,AC009336.2,nonsense_mediated_decay
ASHG19A3A016636,AC009336.2,nonsense_mediated_decay
CUST_60_PI426249100,AC009336.2,nonsense_mediated_decay
ASHG19A3H0000613,AC009336.2,nonsense_mediated_decay
CUST_61_PI426249100,AC009336.2,nonsense_mediated_decay
ASHG19A3H0000614,AC009336.2,nonsense_mediated_decay
ASHG19A3A016635,HOXD4,protein_coding
CUST_58_PI426249100,HOXD4,protein_coding
ASHG19A3H0000611,HOXD4,protein_coding
CUST_59_PI426249100,HOXD4,protein_coding
ASHG19A3H0000612,HOXD4,protein_coding
ASHG19A3A014670,HAGLR,antisense
CUST_176_PI426075208,HAGLR,antisense
ASHG19A3H0000176,HAGLR,antisense
ASHG19A3A014669,HAGLR,antisense
CUST_211_PI426075208,HAGLR,antisense
ASHG19A3H0000211,HAGLR,antisense
ASHG19A3H0000614,HAGLR,antisense
CUST_61_PI426249100,HAGLR,antisense
ASHG19A3A016637,HAGLROS,lincRNA
ASHG19A3A014671,HOXD1,protein_coding
ASHG19A3A016638,HOXD1,protein_coding
CUST_63_PI426249100,HOXD1,protein_coding
ASHG19A3H0000616,HOXD1,protein_coding
ASHG19A3H0000616,AC009336.3,TEC
ASHG19A3A016638,AC009336.3,TEC
CUST_63_PI426249100,AC009336.3,TEC
ASHG19A3A014671,AC009336.3,TEC
ASHG19A3A014672,AC016739.1,processed_pseudogene
ASHG19A3A016639,RPSAP25,processed_pseudogene
ASHG19A3A016640,MTX2,nonsense_mediated_decay
ASHG19A3A004521,MTX2,protein_coding
ASHG19A3A004521,MTX2,nonsense_mediated_decay
ASHG19A3A016641,PPIAP67,processed_pseudogene
ASHG19A3A014673,AC017048.1,lincRNA
ASHG19A3A014674,AC017048.2,lincRNA
